,state,state_po,district,county_fips,party_simplified,votes,totalVotes,votePercentage
877,COLORADO,CO,5,8119.0,LIBERTARIAN,557,16614,0.033525941976646205
878,COLORADO,CO,5,8119.0,NONPARTISAN,98,16614,0.005898639701456603
879,COLORADO,CO,5,8119.0,OTHER,112,16614,0.006741302515950403
880,COLORADO,CO,5,8119.0,REPUBLICAN,11157,16614,0.6715420729505237
881,COLORADO,CO,6,8001.0,DEMOCRAT,31079,60037,0.5176641071339341
882,COLORADO,CO,6,8001.0,LIBERTARIAN,1508,60037,0.02511784399620234
883,COLORADO,CO,6,8001.0,OTHER,756,60037,0.012592234788547063
884,COLORADO,CO,6,8001.0,REPUBLICAN,26694,60037,0.4446258140813165
885,COLORADO,CO,6,8005.0,DEMOCRAT,184589,307659,0.5999791977481562
886,COLORADO,CO,6,8005.0,LIBERTARIAN,6312,307659,0.02051622088091036
887,COLORADO,CO,6,8005.0,OTHER,2767,307659,0.008993723570576515
888,COLORADO,CO,6,8005.0,REPUBLICAN,113991,307659,0.37051085780035686
889,COLORADO,CO,6,8035.0,DEMOCRAT,34646,70777,0.4895093038699012
890,COLORADO,CO,6,8035.0,LIBERTARIAN,1263,70777,0.01784478008392557
891,COLORADO,CO,6,8035.0,OTHER,361,70777,0.005100527007361149
892,COLORADO,CO,6,8035.0,REPUBLICAN,34507,70777,0.48754538903881206
893,COLORADO,CO,7,8001.0,DEMOCRAT,94778,161266,0.5877122270038322
894,COLORADO,CO,7,8001.0,LIBERTARIAN,5009,161266,0.031060483920975282
895,COLORADO,CO,7,8001.0,OTHER,1222,161266,0.00757754269343817
896,COLORADO,CO,7,8001.0,REPUBLICAN,60257,161266,0.37364974638175436
897,COLORADO,CO,7,8059.0,DEMOCRAT,155780,262458,0.5935425858613569
898,COLORADO,CO,7,8059.0,LIBERTARIAN,6501,262458,0.024769677434103743
899,COLORADO,CO,7,8059.0,OTHER,1133,262458,0.004316881177178824
900,COLORADO,CO,7,8059.0,REPUBLICAN,99044,262458,0.37737085552736055
901,CONNECTICUT,CT,1,9003.0,DEMOCRAT,195005,311633,0.6257520865890326
902,CONNECTICUT,CT,1,9003.0,OTHER,12541,311633,0.040242849762380746
903,CONNECTICUT,CT,1,9003.0,REPUBLICAN,104087,311633,0.3340050636485866
904,CONNECTICUT,CT,1,9005.0,DEMOCRAT,8790,20643,0.42581020200552244
905,CONNECTICUT,CT,1,9005.0,OTHER,857,20643,0.041515283631255145
906,CONNECTICUT,CT,1,9005.0,REPUBLICAN,10996,20643,0.5326745143632224
907,CONNECTICUT,CT,1,9007.0,DEMOCRAT,9206,16961,0.5427746005542126
908,CONNECTICUT,CT,1,9007.0,OTHER,727,16961,0.04286303873592359
909,CONNECTICUT,CT,1,9007.0,REPUBLICAN,7028,16961,0.4143623607098638
910,CONNECTICUT,CT,2,9003.0,DEMOCRAT,17987,33743,0.5330587084728684
911,CONNECTICUT,CT,2,9003.0,LIBERTARIAN,382,33743,0.01132086655009928
912,CONNECTICUT,CT,2,9003.0,OTHER,1345,33743,0.039860119135820764
913,CONNECTICUT,CT,2,9003.0,REPUBLICAN,14029,33743,0.4157603058412115
914,CONNECTICUT,CT,2,9007.0,DEMOCRAT,28995,52270,0.5547158982207767
915,CONNECTICUT,CT,2,9007.0,LIBERTARIAN,399,52270,0.007633441744786685
916,CONNECTICUT,CT,2,9007.0,OTHER,1741,52270,0.03330782475607423
917,CONNECTICUT,CT,2,9007.0,REPUBLICAN,21135,52270,0.40434283527836234
918,CONNECTICUT,CT,2,9009.0,DEMOCRAT,7198,12222,0.588937980690558
919,CONNECTICUT,CT,2,9009.0,LIBERTARIAN,58,12222,0.0047455408280150544
920,CONNECTICUT,CT,2,9009.0,OTHER,292,12222,0.023891343478972343
921,CONNECTICUT,CT,2,9009.0,REPUBLICAN,4674,12222,0.38242513500245456
922,CONNECTICUT,CT,2,9011.0,DEMOCRAT,81678,135512,0.6027362890371333
923,CONNECTICUT,CT,2,9011.0,LIBERTARIAN,1461,135512,0.010781333018478069
924,CONNECTICUT,CT,2,9011.0,OTHER,6184,135512,0.04563433496664502
925,CONNECTICUT,CT,2,9011.0,REPUBLICAN,46189,135512,0.3408480429777437
926,CONNECTICUT,CT,2,9013.0,DEMOCRAT,44016,78543,0.5604064015889385
927,CONNECTICUT,CT,2,9013.0,LIBERTARIAN,827,78543,0.010529264224692208
928,CONNECTICUT,CT,2,9013.0,OTHER,3340,78543,0.042524477038055584
929,CONNECTICUT,CT,2,9013.0,REPUBLICAN,30360,78543,0.3865398571483137
930,CONNECTICUT,CT,2,9015.0,DEMOCRAT,27297,54882,0.49737618891439817
931,CONNECTICUT,CT,2,9015.0,LIBERTARIAN,774,54882,0.014102984585109873
932,CONNECTICUT,CT,2,9015.0,OTHER,2858,54882,0.052075361685069786
933,CONNECTICUT,CT,2,9015.0,REPUBLICAN,23953,54882,0.4364454648154222
934,CONNECTICUT,CT,3,9001.0,DEMOCRAT,16686,28617,0.583079987420065
935,CONNECTICUT,CT,3,9001.0,OTHER,1441,28617,0.05035468427857567
936,CONNECTICUT,CT,3,9001.0,REPUBLICAN,10490,28617,0.36656532830135935
937,CONNECTICUT,CT,3,9007.0,DEMOCRAT,15167,27522,0.5510864036043892
938,CONNECTICUT,CT,3,9007.0,OTHER,2064,27522,0.0749945498146937
939,CONNECTICUT,CT,3,9007.0,REPUBLICAN,10291,27522,0.37391904658091707
940,CONNECTICUT,CT,3,9009.0,DEMOCRAT,162406,289962,0.5600940812934109
941,CONNECTICUT,CT,3,9009.0,OTHER,16771,289962,0.057838613335540516
942,CONNECTICUT,CT,3,9009.0,REPUBLICAN,110785,289962,0.3820673053710486
943,CONNECTICUT,CT,4,9001.0,DEMOCRAT,221280,352436,0.6278586750502219
944,CONNECTICUT,CT,4,9001.0,OTHER,5518,352436,0.015656743351984474
945,CONNECTICUT,CT,4,9001.0,REPUBLICAN,125638,352436,0.3564845815977936
946,CONNECTICUT,CT,4,9009.0,DEMOCRAT,3152,8270,0.381136638452237
947,CONNECTICUT,CT,4,9009.0,OTHER,129,8270,0.015598548972188634
948,CONNECTICUT,CT,4,9009.0,REPUBLICAN,4989,8270,0.6032648125755744
949,CONNECTICUT,CT,5,9001.0,DEMOCRAT,42032,80025,0.5252358637925648
950,CONNECTICUT,CT,5,9001.0,OTHER,3127,80025,0.03907528897219619
951,CONNECTICUT,CT,5,9001.0,REPUBLICAN,34866,80025,0.435688847235239
952,CONNECTICUT,CT,5,9003.0,DEMOCRAT,50774,88419,0.5742430925479818
953,CONNECTICUT,CT,5,9003.0,OTHER,3644,88419,0.04121286148904647
954,CONNECTICUT,CT,5,9003.0,REPUBLICAN,34001,88419,0.38454404596297176
955,CONNECTICUT,CT,5,9005.0,DEMOCRAT,38729,84077,0.4606372729759625
956,CONNECTICUT,CT,5,9005.0,OTHER,2996,84077,0.03563400216468238
957,CONNECTICUT,CT,5,9005.0,REPUBLICAN,42352,84077,0.5037287248593552
958,CONNECTICUT,CT,5,9009.0,DEMOCRAT,52262,97003,0.5387668422626104
959,CONNECTICUT,CT,5,9009.0,OTHER,3972,97003,0.04094718720039586
960,CONNECTICUT,CT,5,9009.0,REPUBLICAN,40769,97003,0.4202859705369937
961,DELAWARE,DE,0,10001.0,DEMOCRAT,42984,84622,0.5079530145824963
962,DELAWARE,DE,0,10001.0,LIBERTARIAN,768,84622,0.009075654085226065
963,DELAWARE,DE,0,10001.0,OTHER,1284,84622,0.015173359173737326
964,DELAWARE,DE,0,10001.0,REPUBLICAN,39586,84622,0.46779797215854035
965,DELAWARE,DE,0,10003.0,DEMOCRAT,184337,278004,0.6630731931914648
966,DELAWARE,DE,0,10003.0,LIBERTARIAN,2255,278004,0.00811139408066071
967,DELAWARE,DE,0,10003.0,OTHER,3831,278004,0.013780377260758838
968,DELAWARE,DE,0,10003.0,REPUBLICAN,87581,278004,0.3150350354671156
969,DELAWARE,DE,0,10005.0,DEMOCRAT,54061,125644,0.43027124255833943
970,DELAWARE,DE,0,10005.0,LIBERTARIAN,791,125644,0.006295565247843113
971,DELAWARE,DE,0,10005.0,OTHER,1567,125644,0.012471745566839642
972,DELAWARE,DE,0,10005.0,REPUBLICAN,69225,125644,0.5509614466269778
973,DISTRICT OF COLUMBIA,DC,0,11001.0,DEMOCRAT,281831,324324,0.8689797856464523
974,DISTRICT OF COLUMBIA,DC,0,11001.0,LIBERTARIAN,9678,324324,0.02984052984052984
975,DISTRICT OF COLUMBIA,DC,0,11001.0,OTHER,32815,324324,0.10117968451301784
976,FLORIDA,FL,1,12033.0,DEMOCRAT,73582,166660,0.4415096603864155
977,FLORIDA,FL,1,12033.0,REPUBLICAN,93078,166660,0.5584903396135845
978,FLORIDA,FL,1,12059.0,DEMOCRAT,587,5579,0.1052159885284101
979,FLORIDA,FL,1,12059.0,REPUBLICAN,4992,5579,0.8947840114715899
980,FLORIDA,FL,1,12091.0,DEMOCRAT,34966,113001,0.309430889992124
981,FLORIDA,FL,1,12091.0,REPUBLICAN,78035,113001,0.690569110007876
982,FLORIDA,FL,1,12113.0,DEMOCRAT,29483,104558,0.2819774670517799
983,FLORIDA,FL,1,12113.0,REPUBLICAN,75075,104558,0.7180225329482202
984,FLORIDA,FL,1,12131.0,DEMOCRAT,10554,42726,0.24701586855778682
985,FLORIDA,FL,1,12131.0,REPUBLICAN,32172,42726,0.7529841314422132
986,FLORIDA,FL,2,12005.0,REPUBLICAN,76997,76997,1.0
987,FLORIDA,FL,2,12013.0,REPUBLICAN,5662,5662,1.0
988,FLORIDA,FL,2,12023.0,REPUBLICAN,24293,24293,1.0
989,FLORIDA,FL,2,12029.0,REPUBLICAN,6993,6993,1.0
990,FLORIDA,FL,2,12037.0,REPUBLICAN,5220,5220,1.0
991,FLORIDA,FL,2,12041.0,REPUBLICAN,8484,8484,1.0
992,FLORIDA,FL,2,12045.0,REPUBLICAN,6806,6806,1.0
993,FLORIDA,FL,2,12059.0,REPUBLICAN,2968,2968,1.0
994,FLORIDA,FL,2,12063.0,REPUBLICAN,18262,18262,1.0
995,FLORIDA,FL,2,12065.0,REPUBLICAN,586,586,1.0
996,FLORIDA,FL,2,12067.0,REPUBLICAN,3307,3307,1.0
997,FLORIDA,FL,2,12073.0,REPUBLICAN,47294,47294,1.0
998,FLORIDA,FL,2,12075.0,REPUBLICAN,18959,18959,1.0
999,FLORIDA,FL,2,12077.0,REPUBLICAN,2973,2973,1.0
1000,FLORIDA,FL,2,12083.0,REPUBLICAN,24888,24888,1.0
1001,FLORIDA,FL,2,12121.0,REPUBLICAN,17971,17971,1.0
1002,FLORIDA,FL,2,12123.0,REPUBLICAN,8541,8541,1.0
1003,FLORIDA,FL,2,12129.0,REPUBLICAN,14514,14514,1.0
1004,FLORIDA,FL,2,12133.0,REPUBLICAN,10619,10619,1.0
1005,FLORIDA,FL,3,12001.0,DEMOCRAT,86857,139771,0.6214236143406
1006,FLORIDA,FL,3,12001.0,REPUBLICAN,52914,139771,0.3785763856594
1007,FLORIDA,FL,3,12007.0,DEMOCRAT,3302,13267,0.24888821888897264
1008,FLORIDA,FL,3,12007.0,REPUBLICAN,9965,13267,0.7511117811110274
1009,FLORIDA,FL,3,12019.0,DEMOCRAT,38040,122261,0.31113764814617906
1010,FLORIDA,FL,3,12019.0,REPUBLICAN,84221,122261,0.6888623518538209
1011,FLORIDA,FL,3,12083.0,DEMOCRAT,27141,73238,0.3705863076544963
1012,FLORIDA,FL,3,12083.0,REPUBLICAN,46097,73238,0.6294136923455037
1013,FLORIDA,FL,3,12107.0,DEMOCRAT,10835,35751,0.30306844563788427
1014,FLORIDA,FL,3,12107.0,REPUBLICAN,24916,35751,0.6969315543621157
1015,FLORIDA,FL,3,12125.0,DEMOCRAT,1151,6113,0.1882872566661214
1016,FLORIDA,FL,3,12125.0,REPUBLICAN,4962,6113,0.8117127433338787
1017,FLORIDA,FL,4,12031.0,DEMOCRAT,125498,295350,0.42491281530387676
1018,FLORIDA,FL,4,12031.0,REPUBLICAN,169852,295350,0.5750871846961232
1019,FLORIDA,FL,4,12089.0,DEMOCRAT,16225,58270,0.27844516904067274
1020,FLORIDA,FL,4,12089.0,REPUBLICAN,42045,58270,0.7215548309593273
1021,FLORIDA,FL,4,12109.0,DEMOCRAT,54700,151300,0.3615333773959022
1022,FLORIDA,FL,4,12109.0,REPUBLICAN,96600,151300,0.6384666226040978
1023,FLORIDA,FL,5,12003.0,DEMOCRAT,2476,13805,0.17935530604853314
1024,FLORIDA,FL,5,12003.0,REPUBLICAN,11329,13805,0.8206446939514669
1025,FLORIDA,FL,5,12023.0,DEMOCRAT,2033,3791,0.5362701134265365
1026,FLORIDA,FL,5,12023.0,REPUBLICAN,1758,3791,0.4637298865734635
1027,FLORIDA,FL,5,12031.0,DEMOCRAT,127311,190504,0.6682851803636669
1028,FLORIDA,FL,5,12031.0,REPUBLICAN,63193,190504,0.3317148196363331
1029,FLORIDA,FL,5,12039.0,DEMOCRAT,16783,23658,0.7094006255811988
1030,FLORIDA,FL,5,12039.0,REPUBLICAN,6875,23658,0.29059937441880124
1031,FLORIDA,FL,5,12047.0,DEMOCRAT,2133,5712,0.37342436974789917
1032,FLORIDA,FL,5,12047.0,REPUBLICAN,3579,5712,0.6265756302521008
1033,FLORIDA,FL,5,12065.0,DEMOCRAT,3800,7641,0.49731710509095667
1034,FLORIDA,FL,5,12065.0,REPUBLICAN,3841,7641,0.5026828949090433
1035,FLORIDA,FL,5,12073.0,DEMOCRAT,60937,82611,0.737637844839065
1036,FLORIDA,FL,5,12073.0,REPUBLICAN,21674,82611,0.262362155160935
1037,FLORIDA,FL,5,12079.0,DEMOCRAT,3990,9251,0.43130472381364177
1038,FLORIDA,FL,5,12079.0,REPUBLICAN,5261,9251,0.5686952761863582
1039,FLORIDA,FL,6,12035.0,DEMOCRAT,26257,69603,0.3772394868037297
1040,FLORIDA,FL,6,12035.0,REPUBLICAN,43346,69603,0.6227605131962702
1041,FLORIDA,FL,6,12069.0,DEMOCRAT,16386,48688,0.3365511008872823
1042,FLORIDA,FL,6,12069.0,REPUBLICAN,32302,48688,0.6634488991127178
1043,FLORIDA,FL,6,12109.0,DEMOCRAT,7717,22568,0.34194434597660406
1044,FLORIDA,FL,6,12109.0,REPUBLICAN,14851,22568,0.6580556540233959
1045,FLORIDA,FL,6,12127.0,DEMOCRAT,121945,296839,0.41081192161407365
1046,FLORIDA,FL,6,12127.0,REPUBLICAN,174894,296839,0.5891880783859264
1047,FLORIDA,FL,7,12095.0,DEMOCRAT,92639,148919,0.6220764308113806
1048,FLORIDA,FL,7,12095.0,REPUBLICAN,56280,148919,0.3779235691886193
1049,FLORIDA,FL,7,12117.0,DEMOCRAT,132316,251777,0.5255285431155348
1050,FLORIDA,FL,7,12117.0,REPUBLICAN,119461,251777,0.47447145688446524
1051,FLORIDA,FL,8,12009.0,DEMOCRAT,139769,355455,0.3932115176323304
1052,FLORIDA,FL,8,12009.0,REPUBLICAN,215686,355455,0.6067884823676696
1053,FLORIDA,FL,8,12061.0,DEMOCRAT,34585,95640,0.361616478460895
1054,FLORIDA,FL,8,12061.0,REPUBLICAN,61055,95640,0.6383835215391049
1055,FLORIDA,FL,8,12095.0,DEMOCRAT,3341,8693,0.3843322213275049
1056,FLORIDA,FL,8,12095.0,REPUBLICAN,5352,8693,0.6156677786724951
1057,FLORIDA,FL,9,12095.0,DEMOCRAT,62032,100397,0.6178670677410679
1058,FLORIDA,FL,9,12095.0,REPUBLICAN,38365,100397,0.382132932258932
1059,FLORIDA,FL,9,12097.0,DEMOCRAT,103147,168903,0.6106877912174443
1060,FLORIDA,FL,9,12097.0,REPUBLICAN,65756,168903,0.3893122087825557
1061,FLORIDA,FL,9,12105.0,DEMOCRAT,75545,160313,0.47123439770948083
1062,FLORIDA,FL,9,12105.0,REPUBLICAN,84768,160313,0.5287656022905192
1063,FLORIDA,FL,10,12095.0,DEMOCRAT,239434,376323,0.6362459908110851
1064,FLORIDA,FL,10,12095.0,REPUBLICAN,136889,376323,0.3637540091889148
1065,FLORIDA,FL,11,12017.0,DEMOCRAT,26816,91109,0.29432877103249955
1066,FLORIDA,FL,11,12017.0,REPUBLICAN,64293,91109,0.7056712289675005
1067,FLORIDA,FL,11,12053.0,DEMOCRAT,37530,106415,0.3526758445707842
1068,FLORIDA,FL,11,12053.0,REPUBLICAN,68885,106415,0.6473241554292158
1069,FLORIDA,FL,11,12069.0,DEMOCRAT,32956,93968,0.350715137067938
1070,FLORIDA,FL,11,12069.0,REPUBLICAN,61012,93968,0.649284862932062
1071,FLORIDA,FL,11,12083.0,DEMOCRAT,33999,92947,0.3657891056193314
1072,FLORIDA,FL,11,12083.0,REPUBLICAN,58948,92947,0.6342108943806686
1073,FLORIDA,FL,11,12119.0,DEMOCRAT,26793,90634,0.29561753867202156
1074,FLORIDA,FL,11,12119.0,REPUBLICAN,63841,90634,0.7043824613279784
1075,FLORIDA,FL,12,12057.0,DEMOCRAT,3199,8757,0.36530775379696245
1076,FLORIDA,FL,12,12057.0,REPUBLICAN,5558,8757,0.6346922462030375
1077,FLORIDA,FL,12,12101.0,DEMOCRAT,108659,297546,0.3651838707292318
1078,FLORIDA,FL,12,12101.0,REPUBLICAN,188887,297546,0.6348161292707682
1079,FLORIDA,FL,12,12103.0,DEMOCRAT,56336,146832,0.38367658276125094
1080,FLORIDA,FL,12,12103.0,REPUBLICAN,90496,146832,0.6163234172387491
1081,FLORIDA,FL,13,12103.0,DEMOCRAT,215405,406118,0.5304000315179332
1082,FLORIDA,FL,13,12103.0,REPUBLICAN,190713,406118,0.4695999684820668
1083,FLORIDA,FL,14,12057.0,DEMOCRAT,224240,372136,0.6025754025410065
1084,FLORIDA,FL,14,12057.0,REPUBLICAN,147896,372136,0.3974245974589935
1085,FLORIDA,FL,15,12057.0,DEMOCRAT,89768,189654,0.4733251078279393
1086,FLORIDA,FL,15,12057.0,REPUBLICAN,99886,189654,0.5266748921720606
1087,FLORIDA,FL,15,12069.0,DEMOCRAT,29611,63805,0.4640858866859964
1088,FLORIDA,FL,15,12069.0,REPUBLICAN,34194,63805,0.5359141133140036
1089,FLORIDA,FL,15,12105.0,DEMOCRAT,54918,137212,0.4002419613444888
1090,FLORIDA,FL,15,12105.0,REPUBLICAN,82294,137212,0.5997580386555111
1091,FLORIDA,FL,16,12057.0,DEMOCRAT,61511,128026,0.4804570946526487
1092,FLORIDA,FL,16,12057.0,REPUBLICAN,66515,128026,0.5195429053473514
1093,FLORIDA,FL,16,12081.0,DEMOCRAT,86698,214770,0.40367835358755877
1094,FLORIDA,FL,16,12081.0,REPUBLICAN,128072,214770,0.5963216464124412
1095,FLORIDA,FL,16,12115.0,DEMOCRAT,67474,141888,0.47554409111411816
1096,FLORIDA,FL,16,12115.0,REPUBLICAN,74414,141888,0.5244559088858818
1097,FLORIDA,FL,17,12015.0,DEMOCRAT,38633,112442,0.34358157983671583
1098,FLORIDA,FL,17,12015.0,REPUBLICAN,73809,112442,0.6564184201632842
1099,FLORIDA,FL,17,12027.0,DEMOCRAT,4050,12221,0.3313967760412405
1100,FLORIDA,FL,17,12027.0,REPUBLICAN,8171,12221,0.6686032239587595
1101,FLORIDA,FL,17,12043.0,DEMOCRAT,1319,5004,0.2635891286970424
1102,FLORIDA,FL,17,12043.0,REPUBLICAN,3685,5004,0.7364108713029577
1103,FLORIDA,FL,17,12049.0,DEMOCRAT,2422,8193,0.2956182106676431
1104,FLORIDA,FL,17,12049.0,REPUBLICAN,5771,8193,0.7043817893323568
1105,FLORIDA,FL,17,12055.0,DEMOCRAT,15807,50347,0.31396110989731263
1106,FLORIDA,FL,17,12055.0,REPUBLICAN,34540,50347,0.6860388901026874
1107,FLORIDA,FL,17,12071.0,DEMOCRAT,14733,42353,0.3478620168583099
1108,FLORIDA,FL,17,12071.0,REPUBLICAN,27620,42353,0.6521379831416901
1109,FLORIDA,FL,17,12093.0,DEMOCRAT,4129,15211,0.27144829399776477
1110,FLORIDA,FL,17,12093.0,REPUBLICAN,11082,15211,0.7285517060022352
1111,FLORIDA,FL,17,12105.0,DEMOCRAT,13751,38255,0.3594562802248072
1112,FLORIDA,FL,17,12105.0,REPUBLICAN,24504,38255,0.6405437197751928
1113,FLORIDA,FL,17,12115.0,DEMOCRAT,45643,122975,0.371156739174629
1114,FLORIDA,FL,17,12115.0,REPUBLICAN,77332,122975,0.628843260825371
1115,FLORIDA,FL,18,12085.0,DEMOCRAT,31205,96079,0.32478481249804847
1116,FLORIDA,FL,18,12085.0,REPUBLICAN,64874,96079,0.6752151875019515
1117,FLORIDA,FL,18,12099.0,DEMOCRAT,77238,176972,0.4364419230160703
1118,FLORIDA,FL,18,12099.0,REPUBLICAN,99734,176972,0.5635580769839297
1119,FLORIDA,FL,18,12111.0,DEMOCRAT,78231,166909,0.4687045036516904
1120,FLORIDA,FL,18,12111.0,REPUBLICAN,88678,166909,0.5312954963483095
1121,FLORIDA,FL,19,12021.0,DEMOCRAT,36612,105839,0.3459216356919472
1122,FLORIDA,FL,19,12021.0,REPUBLICAN,69227,105839,0.6540783643080528
1123,FLORIDA,FL,19,12071.0,DEMOCRAT,135534,338747,0.4001039123593714
1124,FLORIDA,FL,19,12071.0,REPUBLICAN,203213,338747,0.5998960876406285
1125,FLORIDA,FL,20,12011.0,DEMOCRAT,186909,228712,0.8172242820665291
1126,FLORIDA,FL,20,12011.0,REPUBLICAN,41803,228712,0.18277571793347092
1127,FLORIDA,FL,20,12099.0,DEMOCRAT,66752,93697,0.7124240904191169
1128,FLORIDA,FL,20,12099.0,REPUBLICAN,26945,93697,0.2875759095808831
1129,FLORIDA,FL,21,12099.0,DEMOCRAT,237925,395537,0.6015240040754721
1130,FLORIDA,FL,21,12099.0,REPUBLICAN,157612,395537,0.3984759959245279
1131,FLORIDA,FL,22,12011.0,DEMOCRAT,192923,321774,0.5995605611391847
1132,FLORIDA,FL,22,12011.0,REPUBLICAN,128851,321774,0.40043943886081534
1133,FLORIDA,FL,22,12099.0,DEMOCRAT,42841,80543,0.531902213724346
1134,FLORIDA,FL,22,12099.0,REPUBLICAN,37702,80543,0.468097786275654
1135,FLORIDA,FL,23,12011.0,DEMOCRAT,203940,345826,0.5897185289712168
1136,FLORIDA,FL,23,12011.0,REPUBLICAN,141886,345826,0.41028147102878326
1137,FLORIDA,FL,23,12086.0,DEMOCRAT,17299,34287,0.5045352465949193
1138,FLORIDA,FL,23,12086.0,REPUBLICAN,16988,34287,0.4954647534050806
1139,FLORIDA,FL,24,12011.0,DEMOCRAT,24817,34896,0.7111703347088492
1140,FLORIDA,FL,24,12011.0,REPUBLICAN,10079,34896,0.28882966529115084
1141,FLORIDA,FL,24,12086.0,DEMOCRAT,194008,243013,0.7983441215079029
1142,FLORIDA,FL,24,12086.0,REPUBLICAN,49005,243013,0.20165587849209712
1143,FLORIDA,FL,26,12086.0,DEMOCRAT,144010,295679,0.4870484545740482
1144,FLORIDA,FL,26,12086.0,REPUBLICAN,151669,295679,0.5129515454259518
1145,FLORIDA,FL,26,12087.0,DEMOCRAT,21391,46937,0.45573854315358886
1146,FLORIDA,FL,26,12087.0,REPUBLICAN,25546,46937,0.5442614568464111
1147,FLORIDA,FL,27,12086.0,DEMOCRAT,166758,342899,0.4863181286617925
1148,FLORIDA,FL,27,12086.0,REPUBLICAN,176141,342899,0.5136818713382074
1149,GEORGIA,GA,1,13005.0,DEMOCRAT,554,4464,0.12410394265232975
1150,GEORGIA,GA,1,13005.0,REPUBLICAN,3910,4464,0.8758960573476703
1151,GEORGIA,GA,1,13025.0,DEMOCRAT,662,7411,0.08932667656186749
1152,GEORGIA,GA,1,13025.0,REPUBLICAN,6749,7411,0.9106733234381325
1153,GEORGIA,GA,1,13029.0,DEMOCRAT,6135,20902,0.29351258252798773
1154,GEORGIA,GA,1,13029.0,REPUBLICAN,14767,20902,0.7064874174720123
1155,GEORGIA,GA,1,13039.0,DEMOCRAT,7715,22935,0.3363854371048616
1156,GEORGIA,GA,1,13039.0,REPUBLICAN,15220,22935,0.6636145628951384
1157,GEORGIA,GA,1,13049.0,DEMOCRAT,986,4345,0.22692750287686997
1158,GEORGIA,GA,1,13049.0,REPUBLICAN,3359,4345,0.7730724971231301
1159,GEORGIA,GA,1,13051.0,DEMOCRAT,73738,130673,0.5642940775829743
1160,GEORGIA,GA,1,13051.0,REPUBLICAN,56935,130673,0.4357059224170257
1161,GEORGIA,GA,1,13065.0,DEMOCRAT,608,2668,0.22788605697151423
1162,GEORGIA,GA,1,13065.0,REPUBLICAN,2060,2668,0.7721139430284858
1163,GEORGIA,GA,1,13101.0,DEMOCRAT,149,1378,0.1081277213352685
1164,GEORGIA,GA,1,13101.0,REPUBLICAN,1229,1378,0.8918722786647315
1165,GEORGIA,GA,1,13103.0,DEMOCRAT,4597,19126,0.2403534455714734
1166,GEORGIA,GA,1,13103.0,REPUBLICAN,14529,19126,0.7596465544285266
1167,GEORGIA,GA,1,13127.0,DEMOCRAT,14753,40952,0.36025102559093575
1168,GEORGIA,GA,1,13127.0,REPUBLICAN,26199,40952,0.6397489744090643
1169,GEORGIA,GA,1,13179.0,DEMOCRAT,12689,20930,0.6062589584328715
1170,GEORGIA,GA,1,13179.0,REPUBLICAN,8241,20930,0.3937410415671285
1171,GEORGIA,GA,1,13183.0,DEMOCRAT,1936,5490,0.35264116575591986
1172,GEORGIA,GA,1,13183.0,REPUBLICAN,3554,5490,0.6473588342440801
1173,GEORGIA,GA,1,13185.0,DEMOCRAT,721,1854,0.3888888888888889
1174,GEORGIA,GA,1,13185.0,REPUBLICAN,1133,1854,0.6111111111111112
1175,GEORGIA,GA,1,13191.0,DEMOCRAT,2410,6494,0.37111179550354173
1176,GEORGIA,GA,1,13191.0,REPUBLICAN,4084,6494,0.6288882044964582
1177,GEORGIA,GA,1,13229.0,DEMOCRAT,1020,8788,0.11606736458807465
1178,GEORGIA,GA,1,13229.0,REPUBLICAN,7768,8788,0.8839326354119253
1179,GEORGIA,GA,1,13299.0,DEMOCRAT,4015,13798,0.2909842006087839
1180,GEORGIA,GA,1,13299.0,REPUBLICAN,9783,13798,0.7090157993912162
1181,GEORGIA,GA,1,13305.0,DEMOCRAT,2550,12487,0.20421238087611115
1182,GEORGIA,GA,1,13305.0,REPUBLICAN,9937,12487,0.7957876191238888
1183,GEORGIA,GA,2,13007.0,DEMOCRAT,780,1516,0.5145118733509235
1184,GEORGIA,GA,2,13007.0,REPUBLICAN,736,1516,0.48548812664907653
1185,GEORGIA,GA,2,13021.0,DEMOCRAT,32001,44745,0.7151860543077438
1186,GEORGIA,GA,2,13021.0,REPUBLICAN,12744,44745,0.2848139456922561
1187,GEORGIA,GA,2,13037.0,DEMOCRAT,1465,2159,0.6785548865215377
1188,GEORGIA,GA,2,13037.0,REPUBLICAN,694,2159,0.3214451134784623
1189,GEORGIA,GA,2,13053.0,DEMOCRAT,715,1528,0.46793193717277487
1190,GEORGIA,GA,2,13053.0,REPUBLICAN,813,1528,0.5320680628272252
1191,GEORGIA,GA,2,13061.0,DEMOCRAT,839,1420,0.5908450704225352
1192,GEORGIA,GA,2,13061.0,REPUBLICAN,581,1420,0.4091549295774648
1193,GEORGIA,GA,2,13079.0,DEMOCRAT,1774,5939,0.2987034854352585
1194,GEORGIA,GA,2,13079.0,REPUBLICAN,4165,5939,0.7012965145647415
1195,GEORGIA,GA,2,13081.0,DEMOCRAT,3157,7948,0.39720684448917964
1196,GEORGIA,GA,2,13081.0,REPUBLICAN,4791,7948,0.6027931555108204
1197,GEORGIA,GA,2,13087.0,DEMOCRAT,5128,11381,0.4505755206045163
1198,GEORGIA,GA,2,13087.0,REPUBLICAN,6253,11381,0.5494244793954837
