,state,state_po,district,county_fips,party_simplified,votes
1689,IDAHO,ID,2,16067.0,DEMOCRAT,1252
1690,IDAHO,ID,2,16067.0,LIBERTARIAN,141
1691,IDAHO,ID,2,16067.0,OTHER,210
1692,IDAHO,ID,2,16067.0,REPUBLICAN,6248
1693,IDAHO,ID,2,16071.0,DEMOCRAT,195
1694,IDAHO,ID,2,16071.0,LIBERTARIAN,34
1695,IDAHO,ID,2,16071.0,OTHER,70
1696,IDAHO,ID,2,16071.0,REPUBLICAN,2099
1697,IDAHO,ID,2,16077.0,DEMOCRAT,696
1698,IDAHO,ID,2,16077.0,LIBERTARIAN,54
1699,IDAHO,ID,2,16077.0,OTHER,67
1700,IDAHO,ID,2,16077.0,REPUBLICAN,2223
1701,IDAHO,ID,2,16081.0,DEMOCRAT,2981
1702,IDAHO,ID,2,16081.0,LIBERTARIAN,132
1703,IDAHO,ID,2,16081.0,OTHER,72
1704,IDAHO,ID,2,16081.0,REPUBLICAN,3056
1705,IDAHO,ID,2,16083.0,DEMOCRAT,7611
1706,IDAHO,ID,2,16083.0,LIBERTARIAN,672
1707,IDAHO,ID,2,16083.0,OTHER,1054
1708,IDAHO,ID,2,16083.0,REPUBLICAN,26046
1709,ILLINOIS,IL,1,17031.0,DEMOCRAT,218132
1710,ILLINOIS,IL,1,17031.0,REPUBLICAN,49106
1711,ILLINOIS,IL,1,17197.0,DEMOCRAT,21811
1712,ILLINOIS,IL,1,17197.0,REPUBLICAN,35921
1713,ILLINOIS,IL,2,17031.0,DEMOCRAT,199712
1714,ILLINOIS,IL,2,17031.0,REPUBLICAN,24005
1715,ILLINOIS,IL,2,17091.0,DEMOCRAT,20703
1716,ILLINOIS,IL,2,17091.0,REPUBLICAN,28102
1717,ILLINOIS,IL,2,17197.0,DEMOCRAT,14481
1718,ILLINOIS,IL,2,17197.0,REPUBLICAN,11035
1719,ILLINOIS,IL,3,17031.0,DEMOCRAT,152211
1720,ILLINOIS,IL,3,17031.0,REPUBLICAN,109802
1721,ILLINOIS,IL,3,17043.0,DEMOCRAT,383
1722,ILLINOIS,IL,3,17043.0,REPUBLICAN,339
1723,ILLINOIS,IL,3,17197.0,DEMOCRAT,20403
1724,ILLINOIS,IL,3,17197.0,REPUBLICAN,23710
1725,ILLINOIS,IL,4,17031.0,DEMOCRAT,187219
1726,ILLINOIS,IL,4,17031.0,REPUBLICAN,35518
1727,ILLINOIS,IL,5,17031.0,DEMOCRAT,236979
1728,ILLINOIS,IL,5,17031.0,OTHER,8865
1729,ILLINOIS,IL,5,17031.0,REPUBLICAN,79908
1730,ILLINOIS,IL,5,17043.0,DEMOCRAT,18682
1731,ILLINOIS,IL,5,17043.0,OTHER,543
1732,ILLINOIS,IL,5,17043.0,REPUBLICAN,16292
1733,ILLINOIS,IL,6,17031.0,DEMOCRAT,28218
1734,ILLINOIS,IL,6,17031.0,LIBERTARIAN,807
1735,ILLINOIS,IL,6,17031.0,REPUBLICAN,23025
1736,ILLINOIS,IL,6,17043.0,DEMOCRAT,113822
1737,ILLINOIS,IL,6,17043.0,LIBERTARIAN,3366
1738,ILLINOIS,IL,6,17043.0,REPUBLICAN,90656
1739,ILLINOIS,IL,6,17089.0,DEMOCRAT,30303
1740,ILLINOIS,IL,6,17089.0,LIBERTARIAN,1198
1741,ILLINOIS,IL,6,17089.0,REPUBLICAN,29334
1742,ILLINOIS,IL,6,17097.0,DEMOCRAT,17663
1743,ILLINOIS,IL,6,17097.0,LIBERTARIAN,511
1744,ILLINOIS,IL,6,17097.0,REPUBLICAN,18436
1745,ILLINOIS,IL,6,17111.0,DEMOCRAT,23771
1746,ILLINOIS,IL,6,17111.0,LIBERTARIAN,1197
1747,ILLINOIS,IL,6,17111.0,REPUBLICAN,22440
1748,ILLINOIS,IL,7,17031.0,DEMOCRAT,249383
1749,ILLINOIS,IL,7,17031.0,OTHER,19355
1750,ILLINOIS,IL,7,17031.0,REPUBLICAN,41390
1751,ILLINOIS,IL,8,17031.0,DEMOCRAT,97929
1752,ILLINOIS,IL,8,17031.0,LIBERTARIAN,36100
1753,ILLINOIS,IL,8,17043.0,DEMOCRAT,70360
1754,ILLINOIS,IL,8,17043.0,LIBERTARIAN,26288
1755,ILLINOIS,IL,8,17089.0,DEMOCRAT,17962
1756,ILLINOIS,IL,8,17089.0,LIBERTARIAN,5939
1757,ILLINOIS,IL,9,17031.0,DEMOCRAT,262045
1758,ILLINOIS,IL,9,17031.0,REPUBLICAN,107125
1759,ILLINOIS,IL,10,17031.0,DEMOCRAT,49303
1760,ILLINOIS,IL,10,17031.0,REPUBLICAN,28109
1761,ILLINOIS,IL,10,17097.0,DEMOCRAT,153099
1762,ILLINOIS,IL,10,17097.0,REPUBLICAN,86333
1763,ILLINOIS,IL,11,17031.0,DEMOCRAT,1205
1764,ILLINOIS,IL,11,17031.0,REPUBLICAN,1505
1765,ILLINOIS,IL,11,17043.0,DEMOCRAT,66698
1766,ILLINOIS,IL,11,17043.0,REPUBLICAN,41553
1767,ILLINOIS,IL,11,17089.0,DEMOCRAT,27307
1768,ILLINOIS,IL,11,17089.0,REPUBLICAN,10423
1769,ILLINOIS,IL,11,17093.0,DEMOCRAT,11011
1770,ILLINOIS,IL,11,17093.0,REPUBLICAN,6897
1771,ILLINOIS,IL,11,17197.0,DEMOCRAT,88336
1772,ILLINOIS,IL,11,17197.0,REPUBLICAN,52429
1773,ILLINOIS,IL,12,17003.0,DEMOCRAT,966
1774,ILLINOIS,IL,12,17003.0,REPUBLICAN,1559
1775,ILLINOIS,IL,12,17055.0,DEMOCRAT,4518
1776,ILLINOIS,IL,12,17055.0,REPUBLICAN,13927
1777,ILLINOIS,IL,12,17077.0,DEMOCRAT,10252
1778,ILLINOIS,IL,12,17077.0,REPUBLICAN,12238
1779,ILLINOIS,IL,12,17081.0,DEMOCRAT,4183
1780,ILLINOIS,IL,12,17081.0,REPUBLICAN,12449
1781,ILLINOIS,IL,12,17119.0,DEMOCRAT,21393
1782,ILLINOIS,IL,12,17119.0,REPUBLICAN,26528
1783,ILLINOIS,IL,12,17133.0,DEMOCRAT,5778
1784,ILLINOIS,IL,12,17133.0,REPUBLICAN,15164
1785,ILLINOIS,IL,12,17145.0,DEMOCRAT,2261
1786,ILLINOIS,IL,12,17145.0,REPUBLICAN,7607
1787,ILLINOIS,IL,12,17153.0,DEMOCRAT,803
1788,ILLINOIS,IL,12,17153.0,REPUBLICAN,1787
1789,ILLINOIS,IL,12,17157.0,DEMOCRAT,3336
1790,ILLINOIS,IL,12,17157.0,REPUBLICAN,11356
1791,ILLINOIS,IL,12,17163.0,DEMOCRAT,62682
1792,ILLINOIS,IL,12,17163.0,REPUBLICAN,61723
1793,ILLINOIS,IL,12,17181.0,DEMOCRAT,2284
1794,ILLINOIS,IL,12,17181.0,REPUBLICAN,6536
1795,ILLINOIS,IL,12,17199.0,DEMOCRAT,9121
1796,ILLINOIS,IL,12,17199.0,REPUBLICAN,23965
1797,ILLINOIS,IL,13,17005.0,DEMOCRAT,641
1798,ILLINOIS,IL,13,17005.0,REPUBLICAN,1636
1799,ILLINOIS,IL,13,17013.0,DEMOCRAT,659
1800,ILLINOIS,IL,13,17013.0,REPUBLICAN,2032
1801,ILLINOIS,IL,13,17019.0,DEMOCRAT,46192
1802,ILLINOIS,IL,13,17019.0,REPUBLICAN,22394
1803,ILLINOIS,IL,13,17021.0,DEMOCRAT,3910
1804,ILLINOIS,IL,13,17021.0,REPUBLICAN,12225
1805,ILLINOIS,IL,13,17039.0,DEMOCRAT,2084
1806,ILLINOIS,IL,13,17039.0,REPUBLICAN,5822
1807,ILLINOIS,IL,13,17061.0,DEMOCRAT,1258
1808,ILLINOIS,IL,13,17061.0,REPUBLICAN,4643
1809,ILLINOIS,IL,13,17083.0,DEMOCRAT,2922
1810,ILLINOIS,IL,13,17083.0,REPUBLICAN,8764
1811,ILLINOIS,IL,13,17113.0,DEMOCRAT,13613
1812,ILLINOIS,IL,13,17113.0,REPUBLICAN,9988
1813,ILLINOIS,IL,13,17115.0,DEMOCRAT,19016
1814,ILLINOIS,IL,13,17115.0,REPUBLICAN,29888
1815,ILLINOIS,IL,13,17117.0,DEMOCRAT,7264
1816,ILLINOIS,IL,13,17117.0,REPUBLICAN,16363
1817,ILLINOIS,IL,13,17119.0,DEMOCRAT,23800
1818,ILLINOIS,IL,13,17119.0,REPUBLICAN,31488
1819,ILLINOIS,IL,13,17135.0,DEMOCRAT,3766
1820,ILLINOIS,IL,13,17135.0,REPUBLICAN,9671
1821,ILLINOIS,IL,13,17147.0,DEMOCRAT,3000
1822,ILLINOIS,IL,13,17147.0,REPUBLICAN,6745
1823,ILLINOIS,IL,13,17167.0,DEMOCRAT,23523
1824,ILLINOIS,IL,13,17167.0,REPUBLICAN,19714
1825,ILLINOIS,IL,14,17037.0,DEMOCRAT,9615
1826,ILLINOIS,IL,14,17037.0,REPUBLICAN,9902
1827,ILLINOIS,IL,14,17043.0,DEMOCRAT,5366
1828,ILLINOIS,IL,14,17043.0,REPUBLICAN,3236
1829,ILLINOIS,IL,14,17089.0,DEMOCRAT,53966
1830,ILLINOIS,IL,14,17089.0,REPUBLICAN,51435
1831,ILLINOIS,IL,14,17093.0,DEMOCRAT,22046
1832,ILLINOIS,IL,14,17093.0,REPUBLICAN,21747
1833,ILLINOIS,IL,14,17097.0,DEMOCRAT,27449
1834,ILLINOIS,IL,14,17097.0,REPUBLICAN,26705
1835,ILLINOIS,IL,14,17111.0,DEMOCRAT,53625
1836,ILLINOIS,IL,14,17111.0,REPUBLICAN,60653
1837,ILLINOIS,IL,14,17197.0,DEMOCRAT,31142
1838,ILLINOIS,IL,14,17197.0,REPUBLICAN,24157
1839,ILLINOIS,IL,15,17005.0,DEMOCRAT,1765
1840,ILLINOIS,IL,15,17005.0,REPUBLICAN,3900
1841,ILLINOIS,IL,15,17019.0,DEMOCRAT,8415
1842,ILLINOIS,IL,15,17019.0,REPUBLICAN,16970
1843,ILLINOIS,IL,15,17023.0,DEMOCRAT,1983
1844,ILLINOIS,IL,15,17023.0,REPUBLICAN,6289
1845,ILLINOIS,IL,15,17025.0,DEMOCRAT,1163
1846,ILLINOIS,IL,15,17025.0,REPUBLICAN,5332
1847,ILLINOIS,IL,15,17027.0,DEMOCRAT,4508
1848,ILLINOIS,IL,15,17027.0,REPUBLICAN,14173
1849,ILLINOIS,IL,15,17029.0,DEMOCRAT,8247
1850,ILLINOIS,IL,15,17029.0,REPUBLICAN,14133
1851,ILLINOIS,IL,15,17033.0,DEMOCRAT,2274
1852,ILLINOIS,IL,15,17033.0,REPUBLICAN,7033
1853,ILLINOIS,IL,15,17035.0,DEMOCRAT,1231
1854,ILLINOIS,IL,15,17035.0,REPUBLICAN,4542
1855,ILLINOIS,IL,15,17041.0,DEMOCRAT,2225
1856,ILLINOIS,IL,15,17041.0,REPUBLICAN,6412
1857,ILLINOIS,IL,15,17045.0,DEMOCRAT,1916
1858,ILLINOIS,IL,15,17045.0,REPUBLICAN,6140
1859,ILLINOIS,IL,15,17047.0,DEMOCRAT,458
1860,ILLINOIS,IL,15,17047.0,REPUBLICAN,2743
1861,ILLINOIS,IL,15,17049.0,DEMOCRAT,3592
1862,ILLINOIS,IL,15,17049.0,REPUBLICAN,14870
1863,ILLINOIS,IL,15,17051.0,DEMOCRAT,1880
1864,ILLINOIS,IL,15,17051.0,REPUBLICAN,7968
1865,ILLINOIS,IL,15,17053.0,DEMOCRAT,677
1866,ILLINOIS,IL,15,17053.0,REPUBLICAN,2344
1867,ILLINOIS,IL,15,17059.0,DEMOCRAT,663
1868,ILLINOIS,IL,15,17059.0,REPUBLICAN,1764
1869,ILLINOIS,IL,15,17065.0,DEMOCRAT,907
1870,ILLINOIS,IL,15,17065.0,REPUBLICAN,3190
1871,ILLINOIS,IL,15,17069.0,DEMOCRAT,473
1872,ILLINOIS,IL,15,17069.0,REPUBLICAN,1571
1873,ILLINOIS,IL,15,17079.0,DEMOCRAT,981
1874,ILLINOIS,IL,15,17079.0,REPUBLICAN,4313
1875,ILLINOIS,IL,15,17087.0,DEMOCRAT,1270
1876,ILLINOIS,IL,15,17087.0,REPUBLICAN,4968
1877,ILLINOIS,IL,15,17101.0,DEMOCRAT,1461
1878,ILLINOIS,IL,15,17101.0,REPUBLICAN,4589
1879,ILLINOIS,IL,15,17119.0,DEMOCRAT,10977
1880,ILLINOIS,IL,15,17119.0,REPUBLICAN,21015
1881,ILLINOIS,IL,15,17121.0,DEMOCRAT,4783
1882,ILLINOIS,IL,15,17121.0,REPUBLICAN,12296
1883,ILLINOIS,IL,15,17127.0,DEMOCRAT,1734
1884,ILLINOIS,IL,15,17127.0,REPUBLICAN,4912
1885,ILLINOIS,IL,15,17139.0,DEMOCRAT,1739
1886,ILLINOIS,IL,15,17139.0,REPUBLICAN,4939
1887,ILLINOIS,IL,15,17151.0,DEMOCRAT,451
1888,ILLINOIS,IL,15,17151.0,REPUBLICAN,1646
1889,ILLINOIS,IL,15,17159.0,DEMOCRAT,1775
1890,ILLINOIS,IL,15,17159.0,REPUBLICAN,6077
1891,ILLINOIS,IL,15,17165.0,DEMOCRAT,2835
1892,ILLINOIS,IL,15,17165.0,REPUBLICAN,7713
1893,ILLINOIS,IL,15,17173.0,DEMOCRAT,2661
1894,ILLINOIS,IL,15,17173.0,REPUBLICAN,9195
1895,ILLINOIS,IL,15,17183.0,DEMOCRAT,9872
1896,ILLINOIS,IL,15,17183.0,REPUBLICAN,21204
1897,ILLINOIS,IL,15,17185.0,DEMOCRAT,1218
1898,ILLINOIS,IL,15,17185.0,REPUBLICAN,4083
1899,ILLINOIS,IL,15,17189.0,DEMOCRAT,1680
1900,ILLINOIS,IL,15,17189.0,REPUBLICAN,5965
1901,ILLINOIS,IL,15,17191.0,DEMOCRAT,1212
1902,ILLINOIS,IL,15,17191.0,REPUBLICAN,7010
1903,ILLINOIS,IL,15,17193.0,DEMOCRAT,1533
1904,ILLINOIS,IL,15,17193.0,REPUBLICAN,5648
1905,ILLINOIS,IL,16,17007.0,DEMOCRAT,8745
1906,ILLINOIS,IL,16,17007.0,REPUBLICAN,15813
1907,ILLINOIS,IL,16,17011.0,DEMOCRAT,5749
1908,ILLINOIS,IL,16,17011.0,REPUBLICAN,11541
1909,ILLINOIS,IL,16,17037.0,DEMOCRAT,14061
1910,ILLINOIS,IL,16,17037.0,REPUBLICAN,13643
1911,ILLINOIS,IL,16,17053.0,DEMOCRAT,689
1912,ILLINOIS,IL,16,17053.0,REPUBLICAN,3107
1913,ILLINOIS,IL,16,17063.0,DEMOCRAT,7942
1914,ILLINOIS,IL,16,17063.0,REPUBLICAN,18108
1915,ILLINOIS,IL,16,17075.0,DEMOCRAT,2186
1916,ILLINOIS,IL,16,17075.0,REPUBLICAN,11645
1917,ILLINOIS,IL,16,17099.0,DEMOCRAT,19954
1918,ILLINOIS,IL,16,17099.0,REPUBLICAN,32214
1919,ILLINOIS,IL,16,17103.0,DEMOCRAT,5319
1920,ILLINOIS,IL,16,17103.0,REPUBLICAN,10400
1921,ILLINOIS,IL,16,17105.0,DEMOCRAT,3430
1922,ILLINOIS,IL,16,17105.0,REPUBLICAN,13448
1923,ILLINOIS,IL,16,17141.0,DEMOCRAT,7706
1924,ILLINOIS,IL,16,17141.0,REPUBLICAN,18350
1925,ILLINOIS,IL,16,17155.0,DEMOCRAT,1197
1926,ILLINOIS,IL,16,17155.0,REPUBLICAN,2133
1927,ILLINOIS,IL,16,17175.0,DEMOCRAT,140
1928,ILLINOIS,IL,16,17175.0,REPUBLICAN,488
1929,ILLINOIS,IL,16,17197.0,DEMOCRAT,4421
1930,ILLINOIS,IL,16,17197.0,REPUBLICAN,10419
1931,ILLINOIS,IL,16,17201.0,DEMOCRAT,37774
1932,ILLINOIS,IL,16,17201.0,REPUBLICAN,57530
1933,ILLINOIS,IL,17,17015.0,DEMOCRAT,3300
1934,ILLINOIS,IL,17,17015.0,REPUBLICAN,4682
1935,ILLINOIS,IL,17,17057.0,DEMOCRAT,7885
1936,ILLINOIS,IL,17,17057.0,REPUBLICAN,8592
1937,ILLINOIS,IL,17,17071.0,DEMOCRAT,1433
1938,ILLINOIS,IL,17,17071.0,REPUBLICAN,2157
1939,ILLINOIS,IL,17,17073.0,DEMOCRAT,10526
1940,ILLINOIS,IL,17,17073.0,REPUBLICAN,14963
1941,ILLINOIS,IL,17,17085.0,DEMOCRAT,5436
1942,ILLINOIS,IL,17,17085.0,REPUBLICAN,6954
1943,ILLINOIS,IL,17,17095.0,DEMOCRAT,11482
1944,ILLINOIS,IL,17,17095.0,REPUBLICAN,11316
1945,ILLINOIS,IL,17,17131.0,DEMOCRAT,3765
1946,ILLINOIS,IL,17,17131.0,REPUBLICAN,4976
1947,ILLINOIS,IL,17,17143.0,DEMOCRAT,19890
1948,ILLINOIS,IL,17,17143.0,REPUBLICAN,9490
1949,ILLINOIS,IL,17,17161.0,DEMOCRAT,37651
1950,ILLINOIS,IL,17,17161.0,REPUBLICAN,28694
1951,ILLINOIS,IL,17,17177.0,DEMOCRAT,9646
1952,ILLINOIS,IL,17,17177.0,REPUBLICAN,12261
1953,ILLINOIS,IL,17,17179.0,DEMOCRAT,8878
1954,ILLINOIS,IL,17,17179.0,REPUBLICAN,11014
1955,ILLINOIS,IL,17,17187.0,DEMOCRAT,3394
1956,ILLINOIS,IL,17,17187.0,REPUBLICAN,4422
1957,ILLINOIS,IL,17,17195.0,DEMOCRAT,13400
1958,ILLINOIS,IL,17,17195.0,REPUBLICAN,13748
1959,ILLINOIS,IL,17,17201.0,DEMOCRAT,19325
1960,ILLINOIS,IL,17,17201.0,REPUBLICAN,10594
1961,ILLINOIS,IL,18,17001.0,DEMOCRAT,6986
1962,ILLINOIS,IL,18,17001.0,REPUBLICAN,26133
1963,ILLINOIS,IL,18,17009.0,DEMOCRAT,384
1964,ILLINOIS,IL,18,17009.0,REPUBLICAN,2103
1965,ILLINOIS,IL,18,17017.0,DEMOCRAT,1301
1966,ILLINOIS,IL,18,17017.0,REPUBLICAN,3903
1967,ILLINOIS,IL,18,17067.0,DEMOCRAT,1946
1968,ILLINOIS,IL,18,17067.0,REPUBLICAN,7230
1969,ILLINOIS,IL,18,17107.0,DEMOCRAT,3037
1970,ILLINOIS,IL,18,17107.0,REPUBLICAN,10124
1971,ILLINOIS,IL,18,17109.0,DEMOCRAT,4125
1972,ILLINOIS,IL,18,17109.0,REPUBLICAN,7934
1973,ILLINOIS,IL,18,17113.0,DEMOCRAT,23990
1974,ILLINOIS,IL,18,17113.0,REPUBLICAN,38060
1975,ILLINOIS,IL,18,17123.0,DEMOCRAT,1482
1976,ILLINOIS,IL,18,17123.0,REPUBLICAN,4578
1977,ILLINOIS,IL,18,17125.0,DEMOCRAT,1590
1978,ILLINOIS,IL,18,17125.0,REPUBLICAN,5079
1979,ILLINOIS,IL,18,17129.0,DEMOCRAT,1512
1980,ILLINOIS,IL,18,17129.0,REPUBLICAN,5203
1981,ILLINOIS,IL,18,17137.0,DEMOCRAT,3843
1982,ILLINOIS,IL,18,17137.0,REPUBLICAN,11169
1983,ILLINOIS,IL,18,17143.0,DEMOCRAT,19283
1984,ILLINOIS,IL,18,17143.0,REPUBLICAN,34904
1985,ILLINOIS,IL,18,17149.0,DEMOCRAT,1232
1986,ILLINOIS,IL,18,17149.0,REPUBLICAN,6595
1987,ILLINOIS,IL,18,17167.0,DEMOCRAT,19927
1988,ILLINOIS,IL,18,17167.0,REPUBLICAN,40007
1989,ILLINOIS,IL,18,17169.0,DEMOCRAT,844
1990,ILLINOIS,IL,18,17169.0,REPUBLICAN,2977
1991,ILLINOIS,IL,18,17171.0,DEMOCRAT,428
1992,ILLINOIS,IL,18,17171.0,REPUBLICAN,2254
1993,ILLINOIS,IL,18,17175.0,DEMOCRAT,422
1994,ILLINOIS,IL,18,17175.0,REPUBLICAN,1710
1995,ILLINOIS,IL,18,17179.0,DEMOCRAT,12996
1996,ILLINOIS,IL,18,17179.0,REPUBLICAN,35628
1997,ILLINOIS,IL,18,17203.0,DEMOCRAT,4711
1998,ILLINOIS,IL,18,17203.0,REPUBLICAN,16249
1999,INDIANA,IN,1,18089.0,DEMOCRAT,131628
2000,INDIANA,IN,1,18089.0,LIBERTARIAN,4986
2001,INDIANA,IN,1,18089.0,REPUBLICAN,79965
2002,INDIANA,IN,1,18127.0,DEMOCRAT,40915
2003,INDIANA,IN,1,18127.0,LIBERTARIAN,3410
2004,INDIANA,IN,1,18127.0,REPUBLICAN,41598
2005,INDIANA,IN,2,18039.0,DEMOCRAT,25223
2006,INDIANA,IN,2,18039.0,REPUBLICAN,49304
2007,INDIANA,IN,2,18049.0,DEMOCRAT,2316
2008,INDIANA,IN,2,18049.0,REPUBLICAN,6733
2009,INDIANA,IN,2,18085.0,DEMOCRAT,2504
2010,INDIANA,IN,2,18085.0,REPUBLICAN,10261
2011,INDIANA,IN,2,18103.0,DEMOCRAT,3229
2012,INDIANA,IN,2,18103.0,REPUBLICAN,10902
2013,INDIANA,IN,2,18169.0,DEMOCRAT,3370
2014,INDIANA,IN,2,18169.0,REPUBLICAN,10913
2015,INDIANA,IN,3,18001.0,DEMOCRAT,3045
2016,INDIANA,IN,3,18001.0,REPUBLICAN,10954
2017,INDIANA,IN,3,18003.0,DEMOCRAT,68118
2018,INDIANA,IN,3,18003.0,REPUBLICAN,98427
2019,INDIANA,IN,3,18009.0,DEMOCRAT,249
2020,INDIANA,IN,3,18009.0,REPUBLICAN,918
2021,INDIANA,IN,3,18033.0,DEMOCRAT,4691
2022,INDIANA,IN,3,18033.0,REPUBLICAN,14630
2023,INDIANA,IN,3,18069.0,DEMOCRAT,3964
2024,INDIANA,IN,3,18069.0,REPUBLICAN,13586
2025,INDIANA,IN,3,18085.0,DEMOCRAT,5114
2026,INDIANA,IN,3,18085.0,REPUBLICAN,17322
2027,INDIANA,IN,3,18087.0,DEMOCRAT,2123
2028,INDIANA,IN,3,18087.0,REPUBLICAN,8318
2029,INDIANA,IN,3,18151.0,DEMOCRAT,4096
2030,INDIANA,IN,3,18151.0,REPUBLICAN,11809
2031,INDIANA,IN,3,18179.0,DEMOCRAT,3017
2032,INDIANA,IN,3,18179.0,REPUBLICAN,10916
2033,INDIANA,IN,3,18183.0,DEMOCRAT,4082
2034,INDIANA,IN,3,18183.0,REPUBLICAN,13249
2035,INDIANA,IN,4,18011.0,DEMOCRAT,4494
2036,INDIANA,IN,4,18011.0,REPUBLICAN,12223
2037,INDIANA,IN,4,18015.0,DEMOCRAT,2255
2038,INDIANA,IN,4,18015.0,REPUBLICAN,7179
2039,INDIANA,IN,4,18017.0,DEMOCRAT,4684
2040,INDIANA,IN,4,18017.0,REPUBLICAN,10236
2041,INDIANA,IN,4,18023.0,DEMOCRAT,3311
2042,INDIANA,IN,4,18023.0,REPUBLICAN,9399
2043,INDIANA,IN,4,18067.0,DEMOCRAT,12275
2044,INDIANA,IN,4,18067.0,REPUBLICAN,21863
2045,INDIANA,IN,4,18133.0,DEMOCRAT,3771
2046,INDIANA,IN,4,18133.0,REPUBLICAN,12594
2047,INDIANA,IN,4,18181.0,DEMOCRAT,2884
2048,INDIANA,IN,4,18181.0,REPUBLICAN,8081
2049,INDIANA,IN,5,18009.0,DEMOCRAT,1170
2050,INDIANA,IN,5,18009.0,LIBERTARIAN,267
2051,INDIANA,IN,5,18009.0,REPUBLICAN,2602
2052,INDIANA,IN,5,18011.0,DEMOCRAT,9355
2053,INDIANA,IN,5,18011.0,LIBERTARIAN,664
2054,INDIANA,IN,5,18011.0,REPUBLICAN,11288
2055,INDIANA,IN,5,18053.0,DEMOCRAT,8011
2056,INDIANA,IN,5,18053.0,LIBERTARIAN,1532
2057,INDIANA,IN,5,18053.0,REPUBLICAN,17210
2058,INDIANA,IN,5,18057.0,DEMOCRAT,82512
2059,INDIANA,IN,5,18057.0,LIBERTARIAN,6471
2060,INDIANA,IN,5,18057.0,REPUBLICAN,103553
2061,INDIANA,IN,5,18067.0,DEMOCRAT,1404
2062,INDIANA,IN,5,18067.0,LIBERTARIAN,380
2063,INDIANA,IN,5,18067.0,REPUBLICAN,3966
2064,INDIANA,IN,5,18095.0,DEMOCRAT,19861
2065,INDIANA,IN,5,18095.0,LIBERTARIAN,3281
2066,INDIANA,IN,5,18095.0,REPUBLICAN,28319
2067,INDIANA,IN,5,18097.0,DEMOCRAT,67007
2068,INDIANA,IN,5,18097.0,LIBERTARIAN,3681
2069,INDIANA,IN,5,18097.0,REPUBLICAN,35734
2070,INDIANA,IN,6,18005.0,DEMOCRAT,11977
2071,INDIANA,IN,6,18005.0,LIBERTARIAN,1183
2072,INDIANA,IN,6,18005.0,REPUBLICAN,22705
2073,INDIANA,IN,6,18031.0,DEMOCRAT,2279
2074,INDIANA,IN,6,18031.0,LIBERTARIAN,408
2075,INDIANA,IN,6,18031.0,REPUBLICAN,9518
2076,INDIANA,IN,6,18035.0,DEMOCRAT,19646
2077,INDIANA,IN,6,18035.0,LIBERTARIAN,1701
2078,INDIANA,IN,6,18035.0,REPUBLICAN,26240
2079,INDIANA,IN,6,18047.0,DEMOCRAT,1988
2080,INDIANA,IN,6,18047.0,LIBERTARIAN,463
2081,INDIANA,IN,6,18047.0,REPUBLICAN,9352
2082,INDIANA,IN,6,18065.0,DEMOCRAT,5287
2083,INDIANA,IN,6,18065.0,LIBERTARIAN,889
2084,INDIANA,IN,6,18065.0,REPUBLICAN,14740
2085,INDIANA,IN,6,18077.0,DEMOCRAT,4546
2086,INDIANA,IN,6,18077.0,LIBERTARIAN,430
2087,INDIANA,IN,6,18077.0,REPUBLICAN,9465
2088,INDIANA,IN,6,18079.0,DEMOCRAT,2540
2089,INDIANA,IN,6,18079.0,LIBERTARIAN,380
2090,INDIANA,IN,6,18079.0,REPUBLICAN,9162
2091,INDIANA,IN,6,18115.0,DEMOCRAT,710
2092,INDIANA,IN,6,18115.0,LIBERTARIAN,67
2093,INDIANA,IN,6,18115.0,REPUBLICAN,2334
2094,INDIANA,IN,6,18139.0,DEMOCRAT,1662
2095,INDIANA,IN,6,18139.0,LIBERTARIAN,261
2096,INDIANA,IN,6,18139.0,REPUBLICAN,5906
2097,INDIANA,IN,6,18145.0,DEMOCRAT,4624
2098,INDIANA,IN,6,18145.0,LIBERTARIAN,721
2099,INDIANA,IN,6,18145.0,REPUBLICAN,14424
2100,INDIANA,IN,6,18161.0,DEMOCRAT,712
2101,INDIANA,IN,6,18161.0,LIBERTARIAN,100
2102,INDIANA,IN,6,18161.0,REPUBLICAN,2649
2103,INDIANA,IN,6,18177.0,DEMOCRAT,8980
2104,INDIANA,IN,6,18177.0,LIBERTARIAN,1192
2105,INDIANA,IN,6,18177.0,REPUBLICAN,17341
2106,INDIANA,IN,7,18097.0,DEMOCRAT,176422
2107,INDIANA,IN,7,18097.0,REPUBLICAN,106146
2108,INDIANA,IN,8,18025.0,DEMOCRAT,187
2109,INDIANA,IN,8,18025.0,LIBERTARIAN,30
2110,INDIANA,IN,8,18025.0,REPUBLICAN,535
2111,INDIANA,IN,8,18051.0,DEMOCRAT,3464
2112,INDIANA,IN,8,18051.0,LIBERTARIAN,527
2113,INDIANA,IN,8,18051.0,REPUBLICAN,11963
2114,INDIANA,IN,8,18083.0,DEMOCRAT,3468
2115,INDIANA,IN,8,18083.0,LIBERTARIAN,525
2116,INDIANA,IN,8,18083.0,REPUBLICAN,11564
2117,INDIANA,IN,8,18101.0,DEMOCRAT,866
2118,INDIANA,IN,8,18101.0,LIBERTARIAN,265
2119,INDIANA,IN,8,18101.0,REPUBLICAN,3887
2120,INDIANA,IN,8,18125.0,DEMOCRAT,1285
2121,INDIANA,IN,8,18125.0,LIBERTARIAN,206
