cumulative_percentage,,-0.05 | 0.05,-0.1 | -0.05,-0.2 | -0.1,-0.3 | -0.2,-0.5 | -0.3,-0.75 | -0.5,-1 | -0.75,0.05 | 0.1,0.1 | 0.2,0.2 | 0.3,0.3 | 0.5,0.5 | 0.75,0.75 | 1
0.1691671710113147,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.1692831473425383,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1699748392507688,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1699950074887668,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1700628159950973,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1701920024455914,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1702422145328719,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1704086852725516,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1704233750745378,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.170523068293367,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1705544982811463,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.1705553893708246,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1705864840726406,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1707016364043936,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1708727655099894,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1709401709401709,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.170944313077531,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1709621993127147,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1711065273283606,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1711384286477819,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1712106124871939,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.171251028054464,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1712648556876061,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1712780577187357,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1713064181008356,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1713938152250464,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1715282738269494,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1715622296197445,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.171618735615501,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1717209302325581,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1718899750814644,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.1719196807340602,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1719256353402695,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.172102206736353,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.172536887196573,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1726923405345402,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.1729004940014114,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1730924156980089,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1732554726483446,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1733333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1734042796484193,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1739020500252849,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1739796406803459,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1739904694378947,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1742853271914374,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1743287426929555,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1743735562435044,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.174469787915166,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1744800845964046,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1744897959183673,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1745554924088658,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1746031746031746,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1746162988992816,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1748387096774193,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1750714285714285,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1754880125769684,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.175502351432236,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1755458829454297,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1756845564074479,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1757660803446137,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1759136527172884,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1759185962134705,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1760662396500547,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.1762309558009748,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.176447950740812,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1766230223677032,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1767782426778242,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1768813033359193,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1769324991921111,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.1772629310344827,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1773472429210134,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1774163740528553,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.1774939294148954,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1776893817636344,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1778166216430955,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1778705636743215,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1779658098070056,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1780707711299705,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1782374941561477,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1782772469433733,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1782779564130046,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1784209047485248,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1785434151698172,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1786760062008382,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1787695828893887,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1790835956628191,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1792508923926166,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1792993630573248,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.179419525065963,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1795053003533568,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1795623290347792,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1796407185628742,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1799343536204374,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1801333116566412,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1802418817631414,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1802821040258595,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1802901768017125,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1803092610855771,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1803179409538228,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.1804941271769947,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1807765944717003,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1810146422979818,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1813071895424836,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1813853622106049,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.181390977443609,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1814729214168783,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1816397402989581,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1819844535893918,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1820580474934037,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1821030640668523,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1823431269302221,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1823444283646888,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1823589797583638,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1825349420618803,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1825643928672516,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1825932137475086,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1827723063354402,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.1828033426958034,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.182808902532617,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.182882223847842,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1829040237867519,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1830854228644284,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.1834080717488789,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1834453781512605,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1834827021297099,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1835003855050115,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1836638459493985,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1837665134979896,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1838782990239224,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.1841797215511444,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1842191846379325,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1842646114322415,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1843183148039789,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1843374984535444,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1845086107710008,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1845338204337124,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1846446133214126,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1847290640394088,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1847529347529347,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.1847826086956521,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.184863696733674,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1848996535472393,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.1849075462268865,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.185013876040703,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1851215320402651,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1851260573892851,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1851763012712881,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1852232011328752,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.185235713202971,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.185239511172405,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1853694075705964,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1854238968765493,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1854955215255706,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1856964989935223,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1857377578264824,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1857638888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1857777777777777,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1858491980212861,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1859122401847575,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1860123526649731,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1860127931769722,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1860454441129217,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1860570393843368,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1860631541282762,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1862706007442849,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1865072587532024,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1865467896817925,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1865626060400407,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1867222352664944,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1867698137038206,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1867964061223765,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.1868662591940329,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.1869868065229861,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1870626457847384,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1870920024439656,0,0,0,0,0,0,0,0,0,0,0,0,1,0
