state,state_po,district,party_simplified,votes,county_fips,jurisdiction_fips,year,special,writein,state_fips,state_cen,state_ic,readme_check,magnitude
FLORIDA,FL,26,REPUBLICAN,177215,2997361.0,2997361.0,500960,0,0,2976,14632,10664,0,248
FLORIDA,FL,27,DEMOCRAT,166758,2997328.0,2997328.0,500960,0,0,2976,14632,10664,0,248
FLORIDA,FL,27,REPUBLICAN,176141,2997328.0,2997328.0,500960,0,0,2976,14632,10664,0,248
GEORGIA,GA,1,DEMOCRAT,135238,11849952.0,11849952.0,1826080,0,0,11752,52432,39776,0,904
GEORGIA,GA,1,REPUBLICAN,189457,11849952.0,11849952.0,1826080,0,0,11752,52432,39776,0,904
GEORGIA,GA,2,DEMOCRAT,161397,11203244.0,11203244.0,1721040,0,0,11076,49416,37488,0,852
GEORGIA,GA,2,REPUBLICAN,111620,11203244.0,11203244.0,1721040,0,0,11076,49416,37488,0,852
GEORGIA,GA,3,DEMOCRAT,129792,9679712.0,9679712.0,1486720,0,0,9568,42688,32384,0,736
GEORGIA,GA,3,REPUBLICAN,241526,9679712.0,9679712.0,1486720,0,0,9568,42688,32384,0,736
GEORGIA,GA,4,DEMOCRAT,278906,8872724.0,8872724.0,1365520,0,0,8788,39208,29744,0,676
GEORGIA,GA,4,REPUBLICAN,69393,8872724.0,8872724.0,1365520,0,0,8788,39208,29744,0,676
GEORGIA,GA,5,DEMOCRAT,301857,14105892.0,14105892.0,2173520,0,0,13988,62408,47344,0,1076
GEORGIA,GA,5,REPUBLICAN,52646,14105892.0,14105892.0,2173520,0,0,13988,62408,47344,0,1076
GEORGIA,GA,6,DEMOCRAT,216775,10690216.0,10690216.0,1648320,0,0,10608,47328,35904,0,816
GEORGIA,GA,6,REPUBLICAN,180329,10690216.0,10690216.0,1648320,0,0,10608,47328,35904,0,816
GEORGIA,GA,7,DEMOCRAT,190900,6671500.0,6671500.0,1026160,0,0,6604,29464,22352,0,508
GEORGIA,GA,7,REPUBLICAN,180564,6671500.0,6671500.0,1026160,0,0,6604,29464,22352,0,508
GEORGIA,GA,8,DEMOCRAT,109264,10910540.0,10910540.0,1672560,0,0,10764,48024,36432,0,828
GEORGIA,GA,8,REPUBLICAN,198701,10910540.0,10910540.0,1672560,0,0,10764,48024,36432,0,828
GEORGIA,GA,9,DEMOCRAT,79797,8733736.0,8733736.0,1341280,0,0,8632,38512,29216,0,664
GEORGIA,GA,9,REPUBLICAN,292750,8733736.0,8733736.0,1341280,0,0,8632,38512,29216,0,664
GEORGIA,GA,10,DEMOCRAT,142636,10531088.0,10531088.0,1616000,0,0,10400,46400,35200,0,800
GEORGIA,GA,10,REPUBLICAN,235810,10531088.0,10531088.0,1616000,0,0,10400,46400,35200,0,800
GEORGIA,GA,11,DEMOCRAT,160623,7681420.0,7681420.0,1187760,0,0,7644,34104,25872,0,588
GEORGIA,GA,11,REPUBLICAN,245259,7681420.0,7681420.0,1187760,0,0,7644,34104,25872,0,588
GEORGIA,GA,12,DEMOCRAT,129061,12733776.0,12733776.0,1955360,0,0,12584,56144,42592,0,968
GEORGIA,GA,12,REPUBLICAN,181038,12733776.0,12733776.0,1955360,0,0,12584,56144,42592,0,968
GEORGIA,GA,13,DEMOCRAT,279045,9797716.0,9797716.0,1510960,0,0,9724,43384,32912,0,748
GEORGIA,GA,13,REPUBLICAN,81476,9797716.0,9797716.0,1510960,0,0,9724,43384,32912,0,748
GEORGIA,GA,14,DEMOCRAT,77798,8117376.0,8117376.0,1244320,0,0,8008,35728,27104,0,616
GEORGIA,GA,14,REPUBLICAN,229827,8117376.0,8117376.0,1244320,0,0,8008,35728,27104,0,616
HAWAII,HI,1,DEMOCRAT,183245,5176035.0,5176035.0,696900,0,0,5175,32775,28290,0,345
HAWAII,HI,1,REPUBLICAN,71188,5176035.0,5176035.0,696900,0,0,5175,32775,28290,0,345
HAWAII,HI,2,DEMOCRAT,171517,6076779.0,6076779.0,818100,0,0,6075,38475,33210,0,405
HAWAII,HI,2,LIBERTARIAN,6785,6076779.0,6076779.0,818100,0,0,6075,38475,33210,0,405
HAWAII,HI,2,OTHER,9773,18230337.0,18230337.0,2454300,0,0,18225,115425,99630,0,1215
HAWAII,HI,2,REPUBLICAN,84027,6076779.0,6076779.0,818100,0,0,6075,38475,33210,0,405
IDAHO,ID,1,DEMOCRAT,131380,7554923.0,7554923.0,951420,0,0,7536,38622,29673,0,471
IDAHO,ID,1,LIBERTARIAN,16453,7554923.0,7554923.0,951420,0,0,7536,38622,29673,0,471
IDAHO,ID,1,OTHER,7,7554923.0,7554923.0,951420,0,471,7536,38622,29673,0,471
IDAHO,ID,1,REPUBLICAN,310736,7554923.0,7554923.0,951420,0,0,7536,38622,29673,0,471
IDAHO,ID,2,DEMOCRAT,124151,8064287.0,8064287.0,1016060,0,0,8048,41246,31689,0,503
IDAHO,ID,2,LIBERTARIAN,7940,8064287.0,8064287.0,1016060,0,0,8048,41246,31689,0,503
IDAHO,ID,2,OTHER,8573,8064287.0,8064287.0,1016060,0,0,8048,41246,31689,0,503
IDAHO,ID,2,REPUBLICAN,250669,8064287.0,8064287.0,1016060,0,0,8048,41246,31689,0,503
ILLINOIS,IL,1,DEMOCRAT,239943,10328588.0,10328588.0,1224120,0,0,10302,19998,12726,0,606
ILLINOIS,IL,1,REPUBLICAN,85027,10294526.0,10294526.0,1220080,0,0,10268,19932,12684,0,604
ILLINOIS,IL,2,DEMOCRAT,234896,8847411.0,8847411.0,1048380,0,0,8823,17127,10899,0,519
ILLINOIS,IL,2,REPUBLICAN,63142,8796318.0,8796318.0,1042320,0,0,8772,17028,10836,0,516
ILLINOIS,IL,3,DEMOCRAT,172997,8471569.0,8471569.0,1003940,0,0,8449,16401,10437,0,497
ILLINOIS,IL,3,REPUBLICAN,133851,8420476.0,8420476.0,997880,0,0,8398,16302,10374,0,494
ILLINOIS,IL,4,DEMOCRAT,187219,7561764.0,7561764.0,896880,0,0,7548,14652,9324,0,444
ILLINOIS,IL,4,REPUBLICAN,35518,7476609.0,7476609.0,886780,0,0,7463,14487,9219,0,439
ILLINOIS,IL,5,DEMOCRAT,255661,9963963.0,9963963.0,1181700,0,0,9945,19305,12285,0,585
ILLINOIS,IL,5,OTHER,9408,9844746.0,9844746.0,1167560,0,0,9826,19074,12138,0,578
ILLINOIS,IL,5,REPUBLICAN,96200,9912870.0,9912870.0,1175640,0,0,9894,19206,12222,0,582
ILLINOIS,IL,6,DEMOCRAT,213777,10916506.0,10916506.0,1292800,0,0,10880,21120,13440,0,640
ILLINOIS,IL,6,LIBERTARIAN,7079,10899475.0,10899475.0,1290780,0,0,10863,21087,13419,0,639
ILLINOIS,IL,6,REPUBLICAN,183891,10916506.0,10916506.0,1292800,0,0,10880,21120,13440,0,640
ILLINOIS,IL,7,DEMOCRAT,249383,10150476.0,10150476.0,1203920,0,0,10132,19668,12516,0,596
ILLINOIS,IL,7,OTHER,19355,10099383.0,10099383.0,1197860,0,0,10081,19569,12453,0,593
ILLINOIS,IL,7,REPUBLICAN,41390,10065321.0,10065321.0,1193820,0,0,10047,19503,12411,0,591
ILLINOIS,IL,8,DEMOCRAT,186251,8095663.0,8095663.0,959500,0,0,8075,15675,9975,0,475
ILLINOIS,IL,8,LIBERTARIAN,68327,8095663.0,8095663.0,959500,0,0,8075,15675,9975,0,475
ILLINOIS,IL,9,DEMOCRAT,262045,8770965.0,8770965.0,1040300,0,0,8755,16995,10815,0,515
ILLINOIS,IL,9,REPUBLICAN,107125,8736903.0,8736903.0,1036260,0,0,8721,16929,10773,0,513
ILLINOIS,IL,10,DEMOCRAT,202402,7020135.0,7020135.0,830220,0,0,6987,13563,8631,0,411
ILLINOIS,IL,10,REPUBLICAN,114442,7020135.0,7020135.0,830220,0,0,6987,13563,8631,0,411
ILLINOIS,IL,11,DEMOCRAT,194557,8003264.0,8003264.0,945360,0,0,7956,15444,9828,0,468
ILLINOIS,IL,11,REPUBLICAN,112807,8003264.0,8003264.0,945360,0,0,7956,15444,9828,0,468
ILLINOIS,IL,12,DEMOCRAT,127577,11122009.0,11122009.0,1310980,0,0,11033,21417,13629,0,649
ILLINOIS,IL,12,REPUBLICAN,194839,11122009.0,11122009.0,1310980,0,0,11033,21417,13629,0,649
ILLINOIS,IL,13,DEMOCRAT,151648,10310861.0,10310861.0,1218060,0,0,10251,19899,12663,0,603
ILLINOIS,IL,13,REPUBLICAN,181373,10310861.0,10310861.0,1218060,0,0,10251,19899,12663,0,603
ILLINOIS,IL,14,DEMOCRAT,203209,7901770.0,7901770.0,933240,0,0,7854,15246,9702,0,462
ILLINOIS,IL,14,REPUBLICAN,197835,7901770.0,7901770.0,933240,0,0,7854,15246,9702,0,462
ILLINOIS,IL,15,DEMOCRAT,88559,13934379.0,13934379.0,1646300,0,0,13855,26895,17115,0,815
ILLINOIS,IL,15,REPUBLICAN,244947,13934379.0,13934379.0,1646300,0,0,13855,26895,17115,0,815
ILLINOIS,IL,16,DEMOCRAT,119313,11154224.0,11154224.0,1317040,0,0,11084,21516,13692,0,652
ILLINOIS,IL,16,REPUBLICAN,218839,11154224.0,11154224.0,1317040,0,0,11084,21516,13692,0,652
ILLINOIS,IL,17,DEMOCRAT,156011,11533547.0,11533547.0,1359460,0,0,11441,22209,14133,0,673
ILLINOIS,IL,17,REPUBLICAN,143863,11533547.0,11533547.0,1359460,0,0,11441,22209,14133,0,673
ILLINOIS,IL,18,DEMOCRAT,110039,13099999.0,13099999.0,1545300,0,0,13005,25245,16065,0,765
ILLINOIS,IL,18,REPUBLICAN,261840,13099999.0,13099999.0,1545300,0,0,13005,25245,16065,0,765
INDIANA,IN,1,DEMOCRAT,172543,8651216.0,8651216.0,965560,0,0,8604,15296,10516,478,478
INDIANA,IN,1,LIBERTARIAN,8396,8651216.0,8651216.0,965560,0,0,8604,15296,10516,478,478
INDIANA,IN,1,REPUBLICAN,121563,8651216.0,8651216.0,965560,0,0,8604,15296,10516,478,478
INDIANA,IN,2,DEMOCRAT,36642,3884815.0,3884815.0,434300,0,0,3870,6880,4730,215,215
INDIANA,IN,2,REPUBLICAN,88113,3884815.0,3884815.0,434300,0,0,3870,6880,4730,215,215
INDIANA,IN,3,DEMOCRAT,98499,9707854.0,9707854.0,1086760,0,0,9684,17216,11836,538,538
INDIANA,IN,3,REPUBLICAN,200129,9707854.0,9707854.0,1086760,0,0,9684,17216,11836,538,538
INDIANA,IN,4,DEMOCRAT,33674,4496523.0,4496523.0,502980,0,0,4482,7968,5478,249,249
INDIANA,IN,4,REPUBLICAN,81575,4496523.0,4496523.0,502980,0,0,4482,7968,5478,249,249
INDIANA,IN,5,DEMOCRAT,189320,10607673.0,10607673.0,1185740,0,0,10566,18784,12914,587,587
INDIANA,IN,5,LIBERTARIAN,16276,10607673.0,10607673.0,1185740,0,0,10566,18784,12914,587,587
INDIANA,IN,5,REPUBLICAN,202672,10607673.0,10607673.0,1185740,0,0,10566,18784,12914,587,587
INDIANA,IN,6,DEMOCRAT,64951,7665392.0,7665392.0,856480,0,0,7632,13568,9328,424,424
INDIANA,IN,6,LIBERTARIAN,7795,7665392.0,7665392.0,856480,0,0,7632,13568,9328,424,424
INDIANA,IN,6,REPUBLICAN,143836,7665392.0,7665392.0,856480,0,0,7632,13568,9328,424,424
INDIANA,IN,7,DEMOCRAT,176422,8270329.0,8270329.0,923140,0,0,8226,14624,10054,457,457
INDIANA,IN,7,REPUBLICAN,106146,8270329.0,8270329.0,923140,0,0,8226,14624,10054,457,457
INDIANA,IN,8,DEMOCRAT,46822,5765426.0,5765426.0,642360,0,0,5724,10176,6996,318,318
INDIANA,IN,8,LIBERTARIAN,4792,5765426.0,5765426.0,642360,0,0,5724,10176,6996,318,318
INDIANA,IN,8,REPUBLICAN,97837,5765426.0,5765426.0,642360,0,0,5724,10176,6996,318,318
INDIANA,IN,9,DEMOCRAT,88015,6431830.0,6431830.0,719120,0,0,6408,11392,7832,356,356
INDIANA,IN,9,LIBERTARIAN,9217,6431830.0,6431830.0,719120,0,0,6408,11392,7832,356,356
INDIANA,IN,9,REPUBLICAN,131317,6431830.0,6431830.0,719120,0,0,6408,11392,7832,356,356
IOWA,IA,1,DEMOCRAT,201347,15567696.0,15567696.0,1648320,0,0,15504,34272,25296,0,816
IOWA,IA,1,REPUBLICAN,212088,15567696.0,15567696.0,1648320,0,0,15504,34272,25296,0,816
IOWA,IA,2,DEMOCRAT,196855,14983988.0,14983988.0,1583680,0,0,14896,32928,24304,0,784
IOWA,IA,2,REPUBLICAN,196891,14983988.0,14983988.0,1583680,0,0,14896,32928,24304,0,784
IOWA,IA,3,DEMOCRAT,219205,14198322.0,14198322.0,1498840,0,0,14098,31164,23002,0,742
IOWA,IA,3,LIBERTARIAN,15361,14198322.0,14198322.0,1498840,0,0,14098,31164,23002,0,742
IOWA,IA,3,REPUBLICAN,212997,14198322.0,14198322.0,1498840,0,0,14098,31164,23002,0,742
IOWA,IA,4,DEMOCRAT,144761,18727388.0,18727388.0,1979600,0,0,18620,41160,30380,0,980
IOWA,IA,4,REPUBLICAN,237369,18727388.0,18727388.0,1979600,0,0,18620,41160,30380,0,980
KANSAS,KS,1,DEMOCRAT,84393,25146144.0,25146144.0,2525000,0,0,25000,58750,40000,0,1250
KANSAS,KS,1,REPUBLICAN,208229,26251773.0,26251773.0,2636100,0,0,26100,61335,41760,0,1305
KANSAS,KS,2,DEMOCRAT,136650,17850288.0,17850288.0,1793760,0,0,17760,41736,28416,0,888
KANSAS,KS,2,LIBERTARIAN,14201,17226735.0,17226735.0,1731140,0,0,17140,40279,27424,0,857
KANSAS,KS,2,REPUBLICAN,185464,17810278.0,17810278.0,1789720,0,0,17720,41642,28352,0,886
KANSAS,KS,3,DEMOCRAT,220049,11505658.0,11505658.0,1155440,0,0,11440,26884,18304,0,572
KANSAS,KS,3,LIBERTARIAN,11596,10983144.0,10983144.0,1102920,0,0,10920,25662,17472,0,546
KANSAS,KS,3,REPUBLICAN,178773,11626086.0,11626086.0,1167560,0,0,11560,27166,18496,0,578
KANSAS,KS,4,DEMOCRAT,116166,12312822.0,12312822.0,1236240,0,0,12240,28764,19584,0,612
KANSAS,KS,4,REPUBLICAN,203432,12553960.0,12553960.0,1260480,0,0,12480,29328,19968,0,624
KENTUCKY,KY,1,DEMOCRAT,82122,1690188.0,1690188.0,161600,0,0,1680,4880,4080,33,80
KENTUCKY,KY,1,REPUBLICAN,246308,1690188.0,1690188.0,161600,0,0,1680,4880,4080,33,80
KENTUCKY,KY,2,DEMOCRAT,94638,823545.0,823545.0,78780,0,0,819,2379,1989,16,39
KENTUCKY,KY,2,LIBERTARIAN,7588,823545.0,823545.0,78780,0,0,819,2379,1989,16,39
KENTUCKY,KY,2,OTHER,2431,823545.0,823545.0,78780,0,0,819,2379,1989,16,39
KENTUCKY,KY,2,REPUBLICAN,255728,823545.0,823545.0,78780,0,0,819,2379,1989,16,39
KENTUCKY,KY,3,DEMOCRAT,230603,12835488.0,12835488.0,1228160,0,0,12768,37088,31008,0,608
KENTUCKY,KY,3,REPUBLICAN,137396,12835488.0,12835488.0,1228160,0,0,12768,37088,31008,0,608
KENTUCKY,KY,4,DEMOCRAT,125881,1837313.0,1837313.0,175740,0,0,1827,5307,4437,10,87
KENTUCKY,KY,4,REPUBLICAN,256599,1837313.0,1837313.0,175740,0,0,1827,5307,4437,10,87
KENTUCKY,KY,5,DEMOCRAT,46993,5130735.0,5130735.0,490860,0,0,5103,14823,12393,31,243
KENTUCKY,KY,5,REPUBLICAN,250660,5130735.0,5130735.0,490860,0,0,5103,14823,12393,31,243
KENTUCKY,KY,6,DEMOCRAT,154973,3058579.0,3058579.0,292900,0,0,3045,8845,7395,14,145
KENTUCKY,KY,6,LIBERTARIAN,6488,3058579.0,3058579.0,292900,0,0,3045,8845,7395,14,145
KENTUCKY,KY,6,REPUBLICAN,216927,3058579.0,3058579.0,292900,0,0,3045,8845,7395,14,145
LOUISIANA,LA,1,DEMOCRAT,94730,12675010.0,12675010.0,1159480,0,0,12628,41328,25830,0,574
LOUISIANA,LA,1,LIBERTARIAN,9309,12675010.0,12675010.0,1159480,0,0,12628,41328,25830,0,574
LOUISIANA,LA,1,REPUBLICAN,270330,12675010.0,12675010.0,1159480,0,0,12628,41328,25830,0,574
LOUISIANA,LA,2,DEMOCRAT,235320,29872702.0,29872702.0,2735080,0,0,29788,97488,60930,0,1354
LOUISIANA,LA,2,OTHER,18522,29872702.0,29872702.0,2735080,0,0,29788,97488,60930,0,1354
LOUISIANA,LA,2,REPUBLICAN,63140,29872702.0,29872702.0,2735080,0,0,29788,97488,60930,0,1354
LOUISIANA,LA,3,DEMOCRAT,100275,25847520.0,25847520.0,2367440,0,0,25784,84384,52740,0,1172
LOUISIANA,LA,3,LIBERTARIAN,9365,12923760.0,12923760.0,1183720,0,0,12892,42192,26370,0,586
LOUISIANA,LA,3,REPUBLICAN,230480,12923760.0,12923760.0,1183720,0,0,12892,42192,26370,0,586
LOUISIANA,LA,4,DEMOCRAT,101970,34355118.0,34355118.0,3147160,0,0,34276,112176,70110,0,1558
LOUISIANA,LA,4,REPUBLICAN,204608,34355118.0,34355118.0,3147160,0,0,34276,112176,70110,0,1558
LOUISIANA,LA,5,DEMOCRAT,99566,77072148.0,77072148.0,7053840,0,0,76824,251424,157140,0,3492
LOUISIANA,LA,5,REPUBLICAN,209990,96340185.0,96340185.0,8817300,0,0,96030,314280,196425,0,4365
LOUISIANA,LA,6,DEMOCRAT,95541,13339947.0,13339947.0,1222100,0,0,13310,43560,27225,0,605
LOUISIANA,LA,6,LIBERTARIAN,9732,13339947.0,13339947.0,1222100,0,0,13310,43560,27225,0,605
LOUISIANA,LA,6,OTHER,3017,13339947.0,13339947.0,1222100,0,0,13310,43560,27225,0,605
LOUISIANA,LA,6,REPUBLICAN,265706,13339947.0,13339947.0,1222100,0,0,13310,43560,27225,0,605
MAINE,ME,1,DEMOCRAT,271004,2715931.0,269298285672.0,238360,0,0,2714,1298,236,0,118
MAINE,ME,1,REPUBLICAN,165008,2715931.0,269298285672.0,238360,0,0,2714,1298,236,0,118
MAINE,ME,2,DEMOCRAT,197974,9206261.0,865402511540.0,808000,0,0,9200,4400,800,24,400
MAINE,ME,2,REPUBLICAN,175228,9206261.0,865402511540.0,808000,0,0,9200,4400,800,24,400
MARYLAND,MD,1,DEMOCRAT,143877,35682105.0,35682105.0,2999700,0,0,35640,77220,77220,0,1485
MARYLAND,MD,1,REPUBLICAN,250901,35682105.0,35682105.0,2999700,0,0,35640,77220,77220,0,1485
MARYLAND,MD,2,DEMOCRAT,224836,26975850.0,26975850.0,2262400,0,0,26880,58240,58240,0,1120
MARYLAND,MD,2,REPUBLICAN,106355,26975850.0,26975850.0,2262400,0,0,26880,58240,58240,0,1120
MARYLAND,MD,3,DEMOCRAT,260358,30327110.0,30327110.0,2535100,0,0,30120,65260,65260,0,1255
MARYLAND,MD,3,REPUBLICAN,112117,30327110.0,30327110.0,2535100,0,0,30120,65260,65260,0,1255
MARYLAND,MD,4,DEMOCRAT,282119,31592445.0,31592445.0,2656300,0,0,31560,68380,68380,0,1315
MARYLAND,MD,4,REPUBLICAN,71671,31592445.0,31592445.0,2656300,0,0,31560,68380,68380,0,1315
MARYLAND,MD,5,DEMOCRAT,274210,28230295.0,28230295.0,2373500,0,0,28200,61100,61100,0,1175
MARYLAND,MD,5,REPUBLICAN,123525,28230295.0,28230295.0,2373500,0,0,28200,61100,61100,0,1175
MARYLAND,MD,6,DEMOCRAT,215540,29192535.0,29192535.0,2454300,0,0,29160,63180,63180,0,1215
MARYLAND,MD,6,OTHER,6939,58385070.0,58385070.0,4908600,0,1215,58320,126360,126360,0,2430
MARYLAND,MD,6,REPUBLICAN,143599,29192535.0,29192535.0,2454300,0,0,29160,63180,63180,0,1215
MARYLAND,MD,7,DEMOCRAT,237105,76579890.0,76579890.0,6363000,3150,1575,75600,163800,163800,0,3150
MARYLAND,MD,7,REPUBLICAN,92841,76579890.0,76579890.0,6363000,3150,1575,75600,163800,163800,0,3150
MARYLAND,MD,8,DEMOCRAT,274743,49735630.0,49735630.0,4181400,0,1035,49680,107640,107640,0,2070
MARYLAND,MD,8,REPUBLICAN,127157,24867815.0,24867815.0,2090700,0,0,24840,53820,53820,0,1035
MASSACHUSETTS,MA,1,DEMOCRAT,276650,13856594.0,1385684988952.0,1119080,0,277,13850,7756,1662,0,554
MASSACHUSETTS,MA,2,DEMOCRAT,249854,5880463.0,588058129114.0,474700,0,0,5875,3290,705,0,235
MASSACHUSETTS,MA,2,REPUBLICAN,132220,5880463.0,588058129114.0,474700,0,0,5875,3290,705,0,235
MASSACHUSETTS,MA,3,DEMOCRAT,286896,5628723.0,562879624490.0,454500,0,0,5625,3150,675,0,225
MASSACHUSETTS,MA,4,DEMOCRAT,251102,5503016.0,550310351961.0,444400,0,0,5500,3080,660,0,220
MASSACHUSETTS,MA,4,REPUBLICAN,160474,5503016.0,550310351961.0,444400,0,0,5500,3080,660,0,220
MASSACHUSETTS,MA,5,DEMOCRAT,294427,6079377.0,607948486045.0,490860,0,0,6075,3402,729,0,243
MASSACHUSETTS,MA,5,REPUBLICAN,101351,6079377.0,607948486045.0,490860,0,0,6075,3402,729,0,243
MASSACHUSETTS,MA,6,DEMOCRAT,286377,5752510.0,575260119465.0,464600,0,0,5750,3220,690,0,230
MASSACHUSETTS,MA,6,REPUBLICAN,150695,5752510.0,575260119465.0,464600,0,0,5750,3220,690,0,230
MASSACHUSETTS,MA,7,DEMOCRAT,267362,6756290.0,675633094925.0,545400,0,0,6750,3780,810,0,270
MASSACHUSETTS,MA,7,OTHER,38675,6756290.0,675633094925.0,545400,0,0,6750,3780,810,0,270
MASSACHUSETTS,MA,7,REPUBLICAN,707,20268870.0,2026899284775.0,1636200,0,810,20250,11340,2430,0,810
MASSACHUSETTS,MA,8,DEMOCRAT,310940,6280635.0,628071356631.0,507020,0,0,6275,3514,753,0,251
MASSACHUSETTS,MA,8,OTHER,72060,6280635.0,628071356631.0,507020,0,0,6275,3514,753,0,251
MASSACHUSETTS,MA,9,DEMOCRAT,260262,5552210.0,555229158415.0,448440,0,0,5550,3108,666,0,222
MASSACHUSETTS,MA,9,OTHER,9717,5552210.0,555229158415.0,448440,0,0,5550,3108,666,0,222
MASSACHUSETTS,MA,9,REPUBLICAN,154261,5552210.0,555229158415.0,448440,0,0,5550,3108,666,0,222
MICHIGAN,MI,1,DEMOCRAT,153328,12850877.0,1282499929369.0,995860,0,0,12818,16762,11339,14,493
MICHIGAN,MI,1,LIBERTARIAN,6310,12850877.0,1282499929369.0,995860,0,0,12818,16762,11339,1,493
MICHIGAN,MI,1,REPUBLICAN,256581,12850877.0,1282499929369.0,995860,0,0,12818,16762,11339,1,493
MICHIGAN,MI,2,DEMOCRAT,154122,8357160.0,835732089240.0,646400,0,0,8320,10880,7360,0,320
MICHIGAN,MI,2,LIBERTARIAN,5292,8357160.0,835732089240.0,646400,0,0,8320,10880,7360,0,320
MICHIGAN,MI,2,OTHER,5122,16714320.0,1671464178480.0,1292800,0,0,16640,21760,14720,0,640
MICHIGAN,MI,2,REPUBLICAN,238711,8357160.0,835732089240.0,646400,0,0,8320,10880,7360,0,320
MICHIGAN,MI,3,DEMOCRAT,189769,8001689.0,797576337785.0,620140,0,0,7982,10438,7061,59,307
MICHIGAN,MI,3,REPUBLICAN,213649,8001689.0,797576337785.0,620140,0,0,7982,10438,7061,59,307
MICHIGAN,MI,4,DEMOCRAT,120075,9893655.0,978961903872.0,765580,0,0,9854,12886,8717,107,379
MICHIGAN,MI,4,LIBERTARIAN,5365,9893655.0,978961903872.0,765580,0,0,9854,12886,8717,86,379
MICHIGAN,MI,4,OTHER,4441,9893655.0,978961903872.0,765580,0,0,9854,12886,8717,86,379
MICHIGAN,MI,4,REPUBLICAN,242292,9893655.0,978961903872.0,765580,0,0,9854,12886,8717,107,379
MICHIGAN,MI,5,DEMOCRAT,196599,9094583.0,906869916057.0,704980,0,0,9074,11866,8027,47,349
MICHIGAN,MI,5,LIBERTARIAN,5481,9094583.0,906869916057.0,704980,0,0,9074,11866,8027,47,349
MICHIGAN,MI,5,OTHER,8180,9094583.0,906869916057.0,704980,0,0,9074,11866,8027,47,349
MICHIGAN,MI,5,REPUBLICAN,150772,9094583.0,906869916057.0,704980,0,0,9074,11866,8027,47,349
MICHIGAN,MI,6,DEMOCRAT,152085,7610880.0,755898184592.0,589840,0,0,7592,9928,6716,79,292
MICHIGAN,MI,6,LIBERTARIAN,10399,7610880.0,755898184592.0,589840,0,0,7592,9928,6716,2,292
MICHIGAN,MI,6,OTHER,4440,7610880.0,755898184592.0,589840,0,0,7592,9928,6716,2,292
MICHIGAN,MI,6,REPUBLICAN,211496,7610880.0,755898184592.0,589840,0,0,7592,9928,6716,79,292
MICHIGAN,MI,7,DEMOCRAT,158088,8191462.0,816554687055.0,634280,0,0,8164,10676,7222,52,314
MICHIGAN,MI,7,REPUBLICAN,227217,8191462.0,816554687055.0,634280,0,0,8164,10676,7222,52,314
MICHIGAN,MI,8,DEMOCRAT,217922,7880230.0,785430402510.0,610040,0,0,7852,10268,6946,116,302
MICHIGAN,MI,8,LIBERTARIAN,7897,7880230.0,785430402510.0,610040,0,0,7852,10268,6946,1,302
MICHIGAN,MI,8,REPUBLICAN,202525,7880230.0,785430402510.0,610040,0,0,7852,10268,6946,116,302
MICHIGAN,MI,9,DEMOCRAT,230318,7545003.0,754515223053.0,583780,0,0,7514,9826,6647,0,289
MICHIGAN,MI,9,LIBERTARIAN,6532,7545003.0,754515223053.0,583780,0,0,7514,9826,6647,0,289
MICHIGAN,MI,9,OTHER,8970,7545003.0,754515223053.0,583780,0,0,7514,9826,6647,0,289
MICHIGAN,MI,9,REPUBLICAN,153296,7545003.0,754515223053.0,583780,0,0,7514,9826,6647,0,289
MICHIGAN,MI,10,DEMOCRAT,138179,8721484.0,866940262608.0,674680,0,0,8684,11356,7682,2,334
MICHIGAN,MI,10,REPUBLICAN,271607,8721484.0,866940262608.0,674680,0,0,8684,11356,7682,71,334
MICHIGAN,MI,11,DEMOCRAT,226128,7737332.0,771131810653.0,597920,0,0,7696,10064,6808,1,296
MICHIGAN,MI,11,LIBERTARIAN,8936,7737332.0,771131810653.0,597920,0,0,7696,10064,6808,1,296
MICHIGAN,MI,11,REPUBLICAN,215405,7737332.0,771131810653.0,597920,0,0,7696,10064,6808,1,296
MICHIGAN,MI,12,DEMOCRAT,254957,7770195.0,777032650440.0,599940,0,0,7722,10098,6831,0,297
MICHIGAN,MI,12,OTHER,11147,7770195.0,777032650440.0,599940,0,0,7722,10098,6831,0,297
MICHIGAN,MI,12,REPUBLICAN,117719,7770195.0,777032650440.0,599940,0,0,7722,10098,6831,0,297
MICHIGAN,MI,13,DEMOCRAT,223205,12898359.0,1287235579023.0,995860,0,0,12818,16762,11339,1,493
MICHIGAN,MI,13,OTHER,9363,38695077.0,3861706737069.0,2987580,0,0,38454,50286,34017,3,1479
MICHIGAN,MI,13,REPUBLICAN,53311,12898359.0,1287235579023.0,995860,0,0,12818,16762,11339,1,493
MICHIGAN,MI,14,DEMOCRAT,271370,11690073.0,1169022750346.0,902940,0,0,11622,15198,10281,0,447
MICHIGAN,MI,14,LIBERTARIAN,3737,11690073.0,1169022750346.0,902940,0,0,11622,15198,10281,0,447
MICHIGAN,MI,14,OTHER,4532,23380146.0,2338045500692.0,1805880,0,0,23244,30396,20562,0,894
MICHIGAN,MI,14,REPUBLICAN,62664,11690073.0,1169022750346.0,902940,0,0,11622,15198,10281,0,447
MINNESOTA,MN,1,OTHER,189338,37759298.0,37759298.0,2815880,0,0,37638,57154,46002,0,1394
MINNESOTA,MN,1,REPUBLICAN,179234,18879649.0,18879649.0,1407940,0,0,18819,28577,23001,0,697
