,state,state_po,county_fips,party_simplified,votes,totalVotes_x,totalStateVotes,totalVotes_y,votePercentage
2148,KANSAS,KS,20199.0,DEMOCRAT,58,811,811,1622,0.07151664611590629
2149,KANSAS,KS,20199.0,REPUBLICAN,753,811,811,1622,0.9284833538840938
2150,KANSAS,KS,20201.0,DEMOCRAT,421,2841,2841,5682,0.14818725800774374
2151,KANSAS,KS,20201.0,REPUBLICAN,2420,2841,2841,5682,0.8518127419922562
2152,KANSAS,KS,20203.0,DEMOCRAT,162,952,952,1904,0.17016806722689076
2153,KANSAS,KS,20203.0,REPUBLICAN,790,952,952,1904,0.8298319327731093
2154,KANSAS,KS,20205.0,DEMOCRAT,695,3916,3916,11748,0.17747701736465782
2155,KANSAS,KS,20205.0,LIBERTARIAN,185,3916,3916,11748,0.047242083758937695
2156,KANSAS,KS,20205.0,REPUBLICAN,3036,3916,3916,11748,0.7752808988764045
2157,KANSAS,KS,20207.0,DEMOCRAT,292,1519,1519,4557,0.19223173140223832
2158,KANSAS,KS,20207.0,LIBERTARIAN,70,1519,1519,4557,0.04608294930875576
2159,KANSAS,KS,20207.0,REPUBLICAN,1157,1519,1519,4557,0.761685319289006
2160,KANSAS,KS,20209.0,DEMOCRAT,37552,56254,56254,168762,0.6675436413410601
2161,KANSAS,KS,20209.0,LIBERTARIAN,1914,56254,56254,168762,0.03402424716464607
2162,KANSAS,KS,20209.0,REPUBLICAN,16788,56254,56254,168762,0.2984321114942937
2163,KENTUCKY,KY,21001.0,DEMOCRAT,1202,8575,8575,17150,0.14017492711370264
2164,KENTUCKY,KY,21001.0,REPUBLICAN,7373,8575,8575,17150,0.8598250728862974
2165,KENTUCKY,KY,21003.0,DEMOCRAT,1472,9175,9175,18350,0.16043596730245233
2166,KENTUCKY,KY,21003.0,REPUBLICAN,7703,9175,9175,18350,0.8395640326975476
2167,KENTUCKY,KY,21005.0,DEMOCRAT,3318,13250,13250,39750,0.25041509433962267
2168,KENTUCKY,KY,21005.0,LIBERTARIAN,181,13250,13250,39750,0.013660377358490567
2169,KENTUCKY,KY,21005.0,REPUBLICAN,9751,13250,13250,39750,0.7359245283018868
2170,KENTUCKY,KY,21007.0,DEMOCRAT,811,4180,4180,8360,0.19401913875598087
2171,KENTUCKY,KY,21007.0,REPUBLICAN,3369,4180,4180,8360,0.8059808612440191
2172,KENTUCKY,KY,21009.0,DEMOCRAT,4074,19804,19804,79216,0.20571601696626943
2173,KENTUCKY,KY,21009.0,LIBERTARIAN,309,19804,19804,79216,0.01560290850333266
2174,KENTUCKY,KY,21009.0,OTHER,153,19804,19804,79216,0.007725711977378307
2175,KENTUCKY,KY,21009.0,REPUBLICAN,15268,19804,19804,79216,0.7709553625530196
2176,KENTUCKY,KY,21011.0,DEMOCRAT,1667,5619,5619,16857,0.2966720056949635
2177,KENTUCKY,KY,21011.0,LIBERTARIAN,79,5619,5619,16857,0.01405944118170493
2178,KENTUCKY,KY,21011.0,REPUBLICAN,3873,5619,5619,16857,0.6892685531233316
2179,KENTUCKY,KY,21013.0,DEMOCRAT,1438,9866,9866,19732,0.1457530914250963
2180,KENTUCKY,KY,21013.0,REPUBLICAN,8428,9866,9866,19732,0.8542469085749037
2181,KENTUCKY,KY,21015.0,DEMOCRAT,19981,66308,66308,132616,0.3013361886951801
2182,KENTUCKY,KY,21015.0,REPUBLICAN,46327,66308,66308,132616,0.6986638113048199
2183,KENTUCKY,KY,21017.0,DEMOCRAT,3013,9653,9653,28959,0.3121309437480576
2184,KENTUCKY,KY,21017.0,LIBERTARIAN,177,9653,9653,28959,0.018336268517559307
2185,KENTUCKY,KY,21017.0,REPUBLICAN,6463,9653,9653,28959,0.6695327877343831
2186,KENTUCKY,KY,21019.0,DEMOCRAT,7286,21333,21333,42666,0.3415365865091642
2187,KENTUCKY,KY,21019.0,REPUBLICAN,14047,21333,21333,42666,0.6584634134908358
2188,KENTUCKY,KY,21021.0,DEMOCRAT,4805,14223,14223,56892,0.33783308725304084
2189,KENTUCKY,KY,21021.0,LIBERTARIAN,285,14223,14223,56892,0.020037966673697533
2190,KENTUCKY,KY,21021.0,OTHER,89,14223,14223,56892,0.006257470294593264
2191,KENTUCKY,KY,21021.0,REPUBLICAN,9044,14223,14223,56892,0.6358714757786683
2192,KENTUCKY,KY,21023.0,DEMOCRAT,843,4197,4197,8394,0.2008577555396712
2193,KENTUCKY,KY,21023.0,REPUBLICAN,3354,4197,4197,8394,0.7991422444603288
2194,KENTUCKY,KY,21025.0,DEMOCRAT,1145,5573,5573,11146,0.20545487170285304
2195,KENTUCKY,KY,21025.0,REPUBLICAN,4428,5573,5573,11146,0.794545128297147
2196,KENTUCKY,KY,21027.0,DEMOCRAT,1909,9991,9991,39964,0.19107196476829147
2197,KENTUCKY,KY,21027.0,LIBERTARIAN,184,9991,9991,39964,0.018416574917425682
2198,KENTUCKY,KY,21027.0,OTHER,77,9991,9991,39964,0.007706936242618356
2199,KENTUCKY,KY,21027.0,REPUBLICAN,7821,9991,9991,39964,0.7828045240716645
2200,KENTUCKY,KY,21029.0,DEMOCRAT,9769,41284,41284,165136,0.2366292025966476
2201,KENTUCKY,KY,21029.0,LIBERTARIAN,968,41284,41284,165136,0.023447340373994766
2202,KENTUCKY,KY,21029.0,OTHER,263,41284,41284,165136,0.00637050673384362
2203,KENTUCKY,KY,21029.0,REPUBLICAN,30284,41284,41284,165136,0.733552950295514
2204,KENTUCKY,KY,21031.0,DEMOCRAT,818,6074,6074,24296,0.13467237405334212
2205,KENTUCKY,KY,21031.0,LIBERTARIAN,88,6074,6074,24296,0.014487981560750741
2206,KENTUCKY,KY,21031.0,OTHER,31,6074,6074,24296,0.005103720777082647
2207,KENTUCKY,KY,21031.0,REPUBLICAN,5137,6074,6074,24296,0.8457359236088245
2208,KENTUCKY,KY,21033.0,DEMOCRAT,1407,6355,6355,12710,0.22140047206923683
2209,KENTUCKY,KY,21033.0,REPUBLICAN,4948,6355,6355,12710,0.7785995279307631
2210,KENTUCKY,KY,21035.0,DEMOCRAT,5341,17285,17285,34570,0.3089962395140295
2211,KENTUCKY,KY,21035.0,REPUBLICAN,11944,17285,17285,34570,0.6910037604859705
2212,KENTUCKY,KY,21037.0,DEMOCRAT,18745,48312,48312,96624,0.3879988408676933
2213,KENTUCKY,KY,21037.0,REPUBLICAN,29567,48312,48312,96624,0.6120011591323067
2214,KENTUCKY,KY,21039.0,DEMOCRAT,446,2607,2607,5214,0.17107786728039892
2215,KENTUCKY,KY,21039.0,REPUBLICAN,2161,2607,2607,5214,0.828922132719601
2216,KENTUCKY,KY,21041.0,DEMOCRAT,1181,4053,4053,8106,0.2913890944979028
2217,KENTUCKY,KY,21041.0,REPUBLICAN,2872,4053,4053,8106,0.7086109055020973
2218,KENTUCKY,KY,21043.0,DEMOCRAT,2754,11260,11260,22520,0.24458259325044404
2219,KENTUCKY,KY,21043.0,REPUBLICAN,8506,11260,11260,22520,0.7554174067495559
2220,KENTUCKY,KY,21045.0,DEMOCRAT,788,7066,7066,14132,0.11151995471270874
2221,KENTUCKY,KY,21045.0,REPUBLICAN,6278,7066,7066,14132,0.8884800452872913
2222,KENTUCKY,KY,21047.0,DEMOCRAT,8117,23456,23456,46912,0.34605218281036837
2223,KENTUCKY,KY,21047.0,REPUBLICAN,15339,23456,23456,46912,0.6539478171896317
2224,KENTUCKY,KY,21049.0,DEMOCRAT,5582,18068,18068,54204,0.30894398937347795
2225,KENTUCKY,KY,21049.0,LIBERTARIAN,323,18068,18068,54204,0.017876909453176888
2226,KENTUCKY,KY,21049.0,REPUBLICAN,12163,18068,18068,54204,0.6731791011733451
2227,KENTUCKY,KY,21051.0,DEMOCRAT,698,7540,7540,15080,0.09257294429708222
2228,KENTUCKY,KY,21051.0,REPUBLICAN,6842,7540,7540,15080,0.9074270557029178
2229,KENTUCKY,KY,21053.0,DEMOCRAT,531,4868,4868,9736,0.1090797041906327
2230,KENTUCKY,KY,21053.0,REPUBLICAN,4337,4868,4868,9736,0.8909202958093673
2231,KENTUCKY,KY,21055.0,DEMOCRAT,720,4180,4180,8360,0.1722488038277512
2232,KENTUCKY,KY,21055.0,REPUBLICAN,3460,4180,4180,8360,0.8277511961722488
2233,KENTUCKY,KY,21057.0,DEMOCRAT,409,3244,3244,6488,0.12607891491985204
2234,KENTUCKY,KY,21057.0,REPUBLICAN,2835,3244,3244,6488,0.873921085080148
2235,KENTUCKY,KY,21059.0,DEMOCRAT,14833,48678,48678,194712,0.30471670980730514
2236,KENTUCKY,KY,21059.0,LIBERTARIAN,1088,48678,48678,194712,0.02235095936562718
2237,KENTUCKY,KY,21059.0,OTHER,375,48678,48678,194712,0.007703685443115987
2238,KENTUCKY,KY,21059.0,REPUBLICAN,32382,48678,48678,194712,0.6652286453839517
2239,KENTUCKY,KY,21061.0,DEMOCRAT,953,6062,6062,24248,0.15720884196634774
2240,KENTUCKY,KY,21061.0,LIBERTARIAN,94,6062,6062,24248,0.015506433520290333
2241,KENTUCKY,KY,21061.0,OTHER,23,6062,6062,24248,0.003794127350709337
2242,KENTUCKY,KY,21061.0,REPUBLICAN,4992,6062,6062,24248,0.8234905971626526
2243,KENTUCKY,KY,21063.0,DEMOCRAT,794,2864,2864,5728,0.2772346368715084
2244,KENTUCKY,KY,21063.0,REPUBLICAN,2070,2864,2864,5728,0.7227653631284916
2245,KENTUCKY,KY,21065.0,DEMOCRAT,1336,6531,6531,19593,0.20456285408053898
2246,KENTUCKY,KY,21065.0,LIBERTARIAN,70,6531,6531,19593,0.010718113612004287
2247,KENTUCKY,KY,21065.0,REPUBLICAN,5125,6531,6531,19593,0.7847190323074568
2248,KENTUCKY,KY,21067.0,DEMOCRAT,81409,153116,153116,459348,0.5316818621176101
2249,KENTUCKY,KY,21067.0,LIBERTARIAN,2549,153116,153116,459348,0.01664750907808459
2250,KENTUCKY,KY,21067.0,REPUBLICAN,69158,153116,153116,459348,0.45167062880430525
2251,KENTUCKY,KY,21069.0,DEMOCRAT,1902,7059,7059,21177,0.26944326391840207
2252,KENTUCKY,KY,21069.0,LIBERTARIAN,80,7059,7059,21177,0.011333050007083156
2253,KENTUCKY,KY,21069.0,REPUBLICAN,5077,7059,7059,21177,0.7192236860745148
2254,KENTUCKY,KY,21071.0,DEMOCRAT,3265,16245,16245,32490,0.20098491843644198
2255,KENTUCKY,KY,21071.0,REPUBLICAN,12980,16245,16245,32490,0.799015081563558
2256,KENTUCKY,KY,21073.0,DEMOCRAT,11853,26100,26100,78300,0.45413793103448274
2257,KENTUCKY,KY,21073.0,LIBERTARIAN,556,26100,26100,78300,0.021302681992337164
2258,KENTUCKY,KY,21073.0,REPUBLICAN,13691,26100,26100,78300,0.52455938697318
2259,KENTUCKY,KY,21075.0,DEMOCRAT,753,2376,2376,4752,0.31691919191919193
2260,KENTUCKY,KY,21075.0,REPUBLICAN,1623,2376,2376,4752,0.6830808080808081
2261,KENTUCKY,KY,21077.0,DEMOCRAT,873,3804,3804,7608,0.22949526813880125
2262,KENTUCKY,KY,21077.0,REPUBLICAN,2931,3804,3804,7608,0.7705047318611987
2263,KENTUCKY,KY,21079.0,DEMOCRAT,1593,8509,8509,34036,0.1872135386061817
2264,KENTUCKY,KY,21079.0,LIBERTARIAN,170,8509,8509,34036,0.019978845927841108
2265,KENTUCKY,KY,21079.0,OTHER,33,8509,8509,34036,0.003878246562463274
2266,KENTUCKY,KY,21079.0,REPUBLICAN,6713,8509,8509,34036,0.788929368903514
2267,KENTUCKY,KY,21081.0,DEMOCRAT,2291,10996,10996,21992,0.20834849036013095
2268,KENTUCKY,KY,21081.0,REPUBLICAN,8705,10996,10996,21992,0.7916515096398691
2269,KENTUCKY,KY,21083.0,DEMOCRAT,3331,16674,16674,33348,0.1997721002758786
2270,KENTUCKY,KY,21083.0,REPUBLICAN,13343,16674,16674,33348,0.8002278997241213
2271,KENTUCKY,KY,21085.0,DEMOCRAT,1915,11835,11835,47340,0.16180819602872834
2272,KENTUCKY,KY,21085.0,LIBERTARIAN,221,11835,11835,47340,0.018673426277989017
2273,KENTUCKY,KY,21085.0,OTHER,79,11835,11835,47340,0.006675116180819603
2274,KENTUCKY,KY,21085.0,REPUBLICAN,9620,11835,11835,47340,0.812843261512463
2275,KENTUCKY,KY,21087.0,DEMOCRAT,744,5689,5689,22756,0.13077869572859904
2276,KENTUCKY,KY,21087.0,LIBERTARIAN,84,5689,5689,22756,0.014765336614519248
2277,KENTUCKY,KY,21087.0,OTHER,29,5689,5689,22756,0.005097556688345931
2278,KENTUCKY,KY,21087.0,REPUBLICAN,4832,5689,5689,22756,0.8493584109685358
2279,KENTUCKY,KY,21089.0,DEMOCRAT,5018,17860,17860,35720,0.280963045912654
2280,KENTUCKY,KY,21089.0,REPUBLICAN,12842,17860,17860,35720,0.719036954087346
2281,KENTUCKY,KY,21091.0,DEMOCRAT,1226,4510,4510,18040,0.27184035476718404
2282,KENTUCKY,KY,21091.0,LIBERTARIAN,83,4510,4510,18040,0.018403547671840353
2283,KENTUCKY,KY,21091.0,OTHER,29,4510,4510,18040,0.006430155210643016
2284,KENTUCKY,KY,21091.0,REPUBLICAN,3172,4510,4510,18040,0.7033259423503326
2285,KENTUCKY,KY,21093.0,DEMOCRAT,15604,48512,48512,194048,0.3216523746701847
2286,KENTUCKY,KY,21093.0,LIBERTARIAN,1227,48512,48512,194048,0.025292711081794195
2287,KENTUCKY,KY,21093.0,OTHER,440,48512,48512,194048,0.009069920844327176
2288,KENTUCKY,KY,21093.0,REPUBLICAN,31241,48512,48512,194048,0.643984993403694
2289,KENTUCKY,KY,21095.0,DEMOCRAT,1306,10860,10860,21720,0.12025782688766114
2290,KENTUCKY,KY,21095.0,REPUBLICAN,9554,10860,10860,21720,0.8797421731123388
2291,KENTUCKY,KY,21097.0,DEMOCRAT,2347,8780,8780,20911,0.2673120728929385
2292,KENTUCKY,KY,21097.0,LIBERTARIAN,59,3351,8780,20911,0.006719817767653759
2293,KENTUCKY,KY,21097.0,REPUBLICAN,6374,8780,8780,20911,0.7259681093394077
2294,KENTUCKY,KY,21099.0,DEMOCRAT,1684,8217,8217,32868,0.2049409760253134
2295,KENTUCKY,KY,21099.0,LIBERTARIAN,169,8217,8217,32868,0.02056711695265912
2296,KENTUCKY,KY,21099.0,OTHER,34,8217,8217,32868,0.004137763173907752
2297,KENTUCKY,KY,21099.0,REPUBLICAN,6330,8217,8217,32868,0.7703541438481197
2298,KENTUCKY,KY,21101.0,DEMOCRAT,7400,20388,20388,40776,0.36295860309986266
2299,KENTUCKY,KY,21101.0,REPUBLICAN,12988,20388,20388,40776,0.6370413969001374
2300,KENTUCKY,KY,21103.0,DEMOCRAT,2173,7981,7981,15962,0.27227164515724844
2301,KENTUCKY,KY,21103.0,REPUBLICAN,5808,7981,7981,15962,0.7277283548427516
2302,KENTUCKY,KY,21105.0,DEMOCRAT,431,2173,2173,4346,0.19834330418775886
2303,KENTUCKY,KY,21105.0,REPUBLICAN,1742,2173,2173,4346,0.8016566958122412
2304,KENTUCKY,KY,21107.0,DEMOCRAT,5650,21090,21090,42180,0.2678994784257942
2305,KENTUCKY,KY,21107.0,REPUBLICAN,15440,21090,21090,42180,0.7321005215742058
2306,KENTUCKY,KY,21109.0,DEMOCRAT,494,6050,6050,12100,0.08165289256198346
2307,KENTUCKY,KY,21109.0,REPUBLICAN,5556,6050,6050,12100,0.9183471074380165
2308,KENTUCKY,KY,21111.0,DEMOCRAT,236738,384214,384214,768428,0.6161618264821167
2309,KENTUCKY,KY,21111.0,REPUBLICAN,147476,384214,384214,768428,0.38383817351788324
2310,KENTUCKY,KY,21113.0,DEMOCRAT,7525,26187,26187,86200,0.28735632183908044
2311,KENTUCKY,KY,21113.0,LIBERTARIAN,487,26187,26187,86200,0.01859701378546607
2312,KENTUCKY,KY,21113.0,OTHER,55,7639,26187,86200,0.0021002787642723487
2313,KENTUCKY,KY,21113.0,REPUBLICAN,18120,26187,26187,86200,0.6919463856111812
2314,KENTUCKY,KY,21115.0,DEMOCRAT,1276,10138,10138,20276,0.125863089366739
2315,KENTUCKY,KY,21115.0,REPUBLICAN,8862,10138,10138,20276,0.874136910633261
2316,KENTUCKY,KY,21117.0,DEMOCRAT,31418,81395,81395,162790,0.3859942256895387
2317,KENTUCKY,KY,21117.0,REPUBLICAN,49977,81395,81395,162790,0.6140057743104613
2318,KENTUCKY,KY,21119.0,DEMOCRAT,1261,6180,6180,12360,0.2040453074433657
2319,KENTUCKY,KY,21119.0,REPUBLICAN,4919,6180,6180,12360,0.7959546925566343
2320,KENTUCKY,KY,21121.0,DEMOCRAT,1601,13124,13124,26248,0.12199024687595246
2321,KENTUCKY,KY,21121.0,REPUBLICAN,11523,13124,13124,26248,0.8780097531240475
2322,KENTUCKY,KY,21123.0,DEMOCRAT,1208,7174,7174,28696,0.16838583774742125
2323,KENTUCKY,KY,21123.0,LIBERTARIAN,136,7174,7174,28696,0.018957345971563982
2324,KENTUCKY,KY,21123.0,OTHER,70,7174,7174,28696,0.009757457485363814
2325,KENTUCKY,KY,21123.0,REPUBLICAN,5760,7174,7174,28696,0.802899358795651
2326,KENTUCKY,KY,21125.0,DEMOCRAT,3768,28032,28032,56064,0.1344178082191781
2327,KENTUCKY,KY,21125.0,REPUBLICAN,24264,28032,28032,56064,0.865582191780822
2328,KENTUCKY,KY,21127.0,DEMOCRAT,1177,6835,6835,13670,0.17220190197512802
2329,KENTUCKY,KY,21127.0,REPUBLICAN,5658,6835,6835,13670,0.827798098024872
2330,KENTUCKY,KY,21129.0,DEMOCRAT,385,2530,2530,5060,0.15217391304347827
2331,KENTUCKY,KY,21129.0,REPUBLICAN,2145,2530,2530,5060,0.8478260869565217
2332,KENTUCKY,KY,21131.0,DEMOCRAT,360,4794,4794,9588,0.07509386733416772
2333,KENTUCKY,KY,21131.0,REPUBLICAN,4434,4794,4794,9588,0.9249061326658323
2334,KENTUCKY,KY,21133.0,DEMOCRAT,1536,9032,9032,18064,0.17006200177147918
2335,KENTUCKY,KY,21133.0,REPUBLICAN,7496,9032,9032,18064,0.8299379982285208
2336,KENTUCKY,KY,21135.0,DEMOCRAT,783,5815,5815,11630,0.1346517626827171
2337,KENTUCKY,KY,21135.0,REPUBLICAN,5032,5815,5815,11630,0.8653482373172829
2338,KENTUCKY,KY,21137.0,DEMOCRAT,1937,10766,10766,21532,0.1799182611926435
2339,KENTUCKY,KY,21137.0,REPUBLICAN,8829,10766,10766,21532,0.8200817388073565
2340,KENTUCKY,KY,21139.0,DEMOCRAT,985,4966,4966,9932,0.19834877164720097
2341,KENTUCKY,KY,21139.0,REPUBLICAN,3981,4966,4966,9932,0.801651228352799
2342,KENTUCKY,KY,21141.0,DEMOCRAT,3058,12157,12157,24314,0.25154232129637244
2343,KENTUCKY,KY,21141.0,REPUBLICAN,9099,12157,12157,24314,0.7484576787036276
2344,KENTUCKY,KY,21143.0,DEMOCRAT,1032,4196,4196,8392,0.2459485224022879
2345,KENTUCKY,KY,21143.0,REPUBLICAN,3164,4196,4196,8392,0.7540514775977121
2346,KENTUCKY,KY,21145.0,DEMOCRAT,10410,33115,33115,66230,0.3143590517892194
2347,KENTUCKY,KY,21145.0,REPUBLICAN,22705,33115,33115,66230,0.6856409482107806
2348,KENTUCKY,KY,21147.0,DEMOCRAT,589,6361,6361,12722,0.09259550385159566
2349,KENTUCKY,KY,21147.0,REPUBLICAN,5772,6361,6361,12722,0.9074044961484043
2350,KENTUCKY,KY,21149.0,DEMOCRAT,1115,4708,4708,9416,0.23683092608326253
2351,KENTUCKY,KY,21149.0,REPUBLICAN,3593,4708,4708,9416,0.7631690739167375
2352,KENTUCKY,KY,21151.0,DEMOCRAT,14687,44010,44010,132030,0.33371960917973187
2353,KENTUCKY,KY,21151.0,LIBERTARIAN,855,44010,44010,132030,0.019427402862985686
2354,KENTUCKY,KY,21151.0,REPUBLICAN,28468,44010,44010,132030,0.6468529879572824
2355,KENTUCKY,KY,21153.0,DEMOCRAT,1069,5436,5436,10872,0.19665194996320823
2356,KENTUCKY,KY,21153.0,REPUBLICAN,4367,5436,5436,10872,0.8033480500367918
2357,KENTUCKY,KY,21155.0,DEMOCRAT,2719,8604,8604,17208,0.3160158066015807
2358,KENTUCKY,KY,21155.0,REPUBLICAN,5885,8604,8604,17208,0.6839841933984193
2359,KENTUCKY,KY,21157.0,DEMOCRAT,3964,17406,17406,34812,0.22773756176031254
2360,KENTUCKY,KY,21157.0,REPUBLICAN,13442,17406,17406,34812,0.7722624382396874
2361,KENTUCKY,KY,21159.0,DEMOCRAT,353,3933,3933,7866,0.0897533689295703
2362,KENTUCKY,KY,21159.0,REPUBLICAN,3580,3933,3933,7866,0.9102466310704297
2363,KENTUCKY,KY,21161.0,DEMOCRAT,2200,7823,7823,15646,0.2812220375814905
2364,KENTUCKY,KY,21161.0,REPUBLICAN,5623,7823,7823,15646,0.7187779624185096
2365,KENTUCKY,KY,21163.0,DEMOCRAT,3304,13846,13846,55384,0.23862487360970677
2366,KENTUCKY,KY,21163.0,LIBERTARIAN,332,13846,13846,55384,0.023978044200491117
2367,KENTUCKY,KY,21163.0,OTHER,75,13846,13846,55384,0.005416726852520584
2368,KENTUCKY,KY,21163.0,REPUBLICAN,10135,13846,13846,55384,0.7319803553372816
2369,KENTUCKY,KY,21165.0,DEMOCRAT,815,3076,3076,9228,0.2649544863459038
2370,KENTUCKY,KY,21165.0,LIBERTARIAN,44,3076,3076,9228,0.014304291287386216
2371,KENTUCKY,KY,21165.0,REPUBLICAN,2217,3076,3076,9228,0.72074122236671
2372,KENTUCKY,KY,21167.0,DEMOCRAT,2661,11447,11447,45788,0.2324626539704726
2373,KENTUCKY,KY,21167.0,LIBERTARIAN,266,11447,11447,45788,0.023237529483707522
2374,KENTUCKY,KY,21167.0,OTHER,59,11447,11447,45788,0.005154188870446406
2375,KENTUCKY,KY,21167.0,REPUBLICAN,8461,11447,11447,45788,0.7391456276753735
2376,KENTUCKY,KY,21169.0,DEMOCRAT,874,4910,4910,9820,0.1780040733197556
2377,KENTUCKY,KY,21169.0,REPUBLICAN,4036,4910,4910,9820,0.8219959266802443
2378,KENTUCKY,KY,21171.0,DEMOCRAT,413,5283,5283,10566,0.0781752791974257
2379,KENTUCKY,KY,21171.0,REPUBLICAN,4870,5283,5283,10566,0.9218247208025743
2380,KENTUCKY,KY,21173.0,DEMOCRAT,3534,12831,12831,38493,0.2754267009586159
2381,KENTUCKY,KY,21173.0,LIBERTARIAN,192,12831,12831,38493,0.014963759644610709
2382,KENTUCKY,KY,21173.0,REPUBLICAN,9105,12831,12831,38493,0.7096095393967734
2383,KENTUCKY,KY,21175.0,DEMOCRAT,1010,5485,5485,10970,0.18413855970829535
2384,KENTUCKY,KY,21175.0,REPUBLICAN,4475,5485,5485,10970,0.8158614402917046
2385,KENTUCKY,KY,21177.0,DEMOCRAT,4045,13848,13848,27696,0.2920999422299249
2386,KENTUCKY,KY,21177.0,REPUBLICAN,9803,13848,13848,27696,0.7079000577700751
2387,KENTUCKY,KY,21179.0,DEMOCRAT,6178,22876,22876,91504,0.27006469662528415
2388,KENTUCKY,KY,21179.0,LIBERTARIAN,402,22876,22876,91504,0.017573002273124673
2389,KENTUCKY,KY,21179.0,OTHER,145,22876,22876,91504,0.006338520720405665
2390,KENTUCKY,KY,21179.0,REPUBLICAN,16151,22876,22876,91504,0.7060237803811855
2391,KENTUCKY,KY,21181.0,DEMOCRAT,985,3387,3387,10161,0.29081783289046353
2392,KENTUCKY,KY,21181.0,LIBERTARIAN,57,3387,3387,10161,0.01682905225863596
2393,KENTUCKY,KY,21181.0,REPUBLICAN,2345,3387,3387,10161,0.6923531148509005
2394,KENTUCKY,KY,21183.0,DEMOCRAT,2346,10890,10890,21780,0.21542699724517905
2395,KENTUCKY,KY,21183.0,REPUBLICAN,8544,10890,10890,21780,0.7845730027548209
2396,KENTUCKY,KY,21185.0,DEMOCRAT,13576,37544,37544,75088,0.3616023865331345
2397,KENTUCKY,KY,21185.0,REPUBLICAN,23968,37544,37544,75088,0.6383976134668655
2398,KENTUCKY,KY,21187.0,DEMOCRAT,1105,5372,5372,10744,0.20569620253164558
2399,KENTUCKY,KY,21187.0,REPUBLICAN,4267,5372,5372,10744,0.7943037974683544
2400,KENTUCKY,KY,21189.0,DEMOCRAT,190,1849,1849,3698,0.10275824770146025
2401,KENTUCKY,KY,21189.0,REPUBLICAN,1659,1849,1849,3698,0.8972417522985398
2402,KENTUCKY,KY,21191.0,DEMOCRAT,1321,6856,6856,13712,0.1926779463243874
2403,KENTUCKY,KY,21191.0,REPUBLICAN,5535,6856,6856,13712,0.8073220536756126
2404,KENTUCKY,KY,21193.0,DEMOCRAT,1925,10430,10430,20860,0.18456375838926176
2405,KENTUCKY,KY,21193.0,REPUBLICAN,8505,10430,10430,20860,0.8154362416107382
2406,KENTUCKY,KY,21195.0,DEMOCRAT,3975,24924,24924,49848,0.15948483389504092
2407,KENTUCKY,KY,21195.0,REPUBLICAN,20949,24924,24924,49848,0.840515166104959
2408,KENTUCKY,KY,21197.0,DEMOCRAT,1399,5494,5494,16482,0.25464142701128506
2409,KENTUCKY,KY,21197.0,LIBERTARIAN,101,5494,5494,16482,0.018383691299599565
2410,KENTUCKY,KY,21197.0,REPUBLICAN,3994,5494,5494,16482,0.7269748816891154
2411,KENTUCKY,KY,21199.0,DEMOCRAT,4179,31286,31286,62572,0.1335741226107524
2412,KENTUCKY,KY,21199.0,REPUBLICAN,27107,31286,31286,62572,0.8664258773892476
2413,KENTUCKY,KY,21201.0,DEMOCRAT,299,1134,1134,3402,0.263668430335097
2414,KENTUCKY,KY,21201.0,LIBERTARIAN,21,1134,1134,3402,0.018518518518518517
2415,KENTUCKY,KY,21201.0,REPUBLICAN,814,1134,1134,3402,0.7178130511463845
2416,KENTUCKY,KY,21203.0,DEMOCRAT,828,7713,7713,15426,0.1073512252042007
2417,KENTUCKY,KY,21203.0,REPUBLICAN,6885,7713,7713,15426,0.8926487747957993
2418,KENTUCKY,KY,21205.0,DEMOCRAT,3323,9872,9872,19744,0.33660858995137766
2419,KENTUCKY,KY,21205.0,REPUBLICAN,6549,9872,9872,19744,0.6633914100486223
2420,KENTUCKY,KY,21207.0,DEMOCRAT,1134,8775,8775,17550,0.12923076923076923
2421,KENTUCKY,KY,21207.0,REPUBLICAN,7641,8775,8775,17550,0.8707692307692307
2422,KENTUCKY,KY,21209.0,DEMOCRAT,9678,28942,28942,86826,0.33439292377859164
2423,KENTUCKY,KY,21209.0,LIBERTARIAN,565,28942,28942,86826,0.019521802225139936
2424,KENTUCKY,KY,21209.0,REPUBLICAN,18699,28942,28942,86826,0.6460852739962684
2425,KENTUCKY,KY,21211.0,DEMOCRAT,7862,23301,23301,46602,0.33741041157031887
2426,KENTUCKY,KY,21211.0,REPUBLICAN,15439,23301,23301,46602,0.6625895884296811
2427,KENTUCKY,KY,21213.0,DEMOCRAT,2566,8621,8621,17242,0.2976452847697483
2428,KENTUCKY,KY,21213.0,REPUBLICAN,6055,8621,8621,17242,0.7023547152302517
2429,KENTUCKY,KY,21215.0,DEMOCRAT,2478,11272,11272,28724,0.21983676366217175
2430,KENTUCKY,KY,21215.0,LIBERTARIAN,64,3090,11272,28724,0.0056777856635912
2431,KENTUCKY,KY,21215.0,OTHER,18,3090,11272,28724,0.001596877217885025
2432,KENTUCKY,KY,21215.0,REPUBLICAN,8712,11272,11272,28724,0.772888573456352
2433,KENTUCKY,KY,21217.0,DEMOCRAT,2645,12267,12267,24534,0.21561914078421782
2434,KENTUCKY,KY,21217.0,REPUBLICAN,9622,12267,12267,24534,0.7843808592157822
2435,KENTUCKY,KY,21219.0,DEMOCRAT,1212,5179,5179,10358,0.23402201197142306
