location_key,county,cumulative_confirmed,cumulative_deceased
KS,20067,2265.0,36.0
KS,20069,1236.0,23.0
KS,20071,333.0,3.0
KS,20073,1807.0,23.0
KS,20075,464.0,3.0
KS,20077,1654.0,27.0
KS,20079,9636.0,124.0
KS,20081,965.0,11.0
KS,20083,412.0,10.0
KS,20085,3908.0,29.0
KS,20087,4832.0,64.0
KS,20089,788.0,13.0
KS,20091,148890.0,1219.0
KS,20093,1237.0,20.0
KS,20095,1967.0,28.0
KS,20097,668.0,7.0
KS,20099,6636.0,74.0
KS,20101,296.0,12.0
KS,20103,19619.0,183.0
KS,20105,623.0,10.0
KS,20107,2827.0,28.0
KS,20109,844.0,13.0
KS,20111,10084.0,122.0
KS,20113,7944.0,126.0
KS,20115,3337.0,43.0
KS,20117,2559.0,42.0
KS,20119,1221.0,20.0
KS,20121,7865.0,93.0
KS,20123,1429.0,22.0
KS,20125,9448.0,154.0
KS,20127,1513.0,29.0
KS,20129,623.0,11.0
KS,20131,3243.0,60.0
KS,20133,5168.0,66.0
KS,20135,781.0,18.0
KS,20137,2153.0,38.0
KS,20139,3946.0,49.0
KS,20141,803.0,17.0
KS,20143,1210.0,17.0
KS,20145,2139.0,24.0
KS,20147,1361.0,30.0
KS,20149,5785.0,58.0
KS,20151,1931.0,30.0
KS,20153,683.0,10.0
KS,20155,18632.0,238.0
KS,20157,1354.0,16.0
KS,20159,2614.0,23.0
KS,20161,13711.0,85.0
KS,20163,1377.0,20.0
KS,20165,810.0,18.0
KS,20167,1883.0,37.0
KS,20169,14159.0,246.0
KS,20171,1279.0,34.0
KS,20173,145517.0,1424.0
KS,20175,6920.0,61.0
KS,20177,48858.0,633.0
KS,20179,786.0,18.0
KS,20181,1514.0,20.0
KS,20183,645.0,8.0
KS,20185,1139.0,26.0
KS,20187,437.0,9.0
KS,20189,1465.0,20.0
KS,20191,5724.0,70.0
KS,20193,2394.0,28.0
KS,20195,756.0,10.0
KS,20197,1642.0,22.0
KS,20199,438.0,5.0
KS,20201,1400.0,22.0
KS,20203,494.0,8.0
KS,20205,2828.0,43.0
KS,20207,796.0,15.0
KS,20209,47365.0,508.0
KY,21001,5929.0,107.0
KY,21003,6601.0,107.0
KY,21005,6620.0,70.0
KY,21007,1387.0,29.0
KY,21009,13032.0,219.0
KY,21011,3210.0,48.0
KY,21013,8868.0,149.0
KY,21015,40084.0,297.0
KY,21017,6002.0,59.0
KY,21019,16369.0,177.0
KY,21021,8473.0,132.0
KY,21023,2186.0,26.0
KY,21025,3801.0,54.0
KY,21027,5170.0,78.0
KY,21029,21805.0,223.0
KY,21031,3874.0,54.0
KY,21033,4158.0,61.0
KY,21035,8414.0,94.0
KY,21037,25104.0,178.0
KY,21039,1076.0,20.0
KY,21041,3504.0,45.0
KY,21043,8675.0,107.0
KY,21045,4216.0,74.0
KY,21047,16399.0,210.0
KY,21049,10749.0,68.0
KY,21051,7867.0,92.0
KY,21053,3674.0,52.0
KY,21055,2293.0,50.0
KY,21057,2238.0,33.0
KY,21059,31176.0,391.0
KY,21061,2563.0,47.0
KY,21063,2594.0,19.0
KY,21065,4120.0,50.0
KY,21067,95993.0,609.0
KY,21069,3928.0,59.0
KY,21071,12571.0,206.0
KY,21073,13911.0,153.0
KY,21075,1218.0,31.0
KY,21077,2221.0,51.0
KY,21079,4815.0,78.0
KY,21081,7855.0,62.0
KY,21083,11355.0,181.0
KY,21085,8121.0,134.0
KY,21087,3761.0,45.0
KY,21089,12124.0,145.0
KY,21091,2498.0,25.0
KY,21093,32778.0,434.0
KY,21095,9222.0,211.0
KY,21097,6417.0,76.0
KY,21099,5428.0,101.0
KY,21101,13972.0,168.0
KY,21103,4836.0,52.0
KY,21105,879.0,27.0
KY,21107,14975.0,255.0
KY,21109,4286.0,80.0
KY,21111,234899.0,2357.0
KY,21113,15289.0,139.0
KY,21115,6173.0,118.0
KY,21117,46264.0,415.0
KY,21119,4233.0,64.0
KY,21121,11523.0,144.0
KY,21123,3741.0,73.0
KY,21125,20315.0,242.0
KY,21127,4550.0,69.0
KY,21129,2951.0,52.0
KY,21131,3724.0,49.0
KY,21133,7140.0,114.0
KY,21135,4529.0,86.0
KY,21137,6487.0,137.0
KY,21139,2482.0,61.0
KY,21141,8369.0,126.0
KY,21143,2881.0,34.0
KY,21145,18812.0,263.0
KY,21147,5727.0,82.0
KY,21149,2621.0,53.0
KY,21151,27833.0,280.0
KY,21153,3950.0,51.0
KY,21155,6433.0,85.0
KY,21157,8421.0,112.0
KY,21159,3308.0,49.0
KY,21161,5017.0,105.0
KY,21163,5821.0,66.0
KY,21165,1706.0,32.0
KY,21167,7401.0,106.0
KY,21169,2875.0,64.0
KY,21171,3624.0,77.0
KY,21173,8200.0,108.0
KY,21175,5272.0,28.0
KY,21177,10190.0,121.0
KY,21179,14507.0,153.0
KY,21181,2105.0,31.0
KY,21183,7313.0,103.0
KY,21185,18515.0,145.0
KY,21187,2370.0,34.0
KY,21189,1575.0,27.0
KY,21191,3498.0,38.0
KY,21193,11040.0,178.0
KY,21195,19099.0,307.0
KY,21197,4782.0,44.0
KY,21199,18157.0,293.0
KY,21201,672.0,21.0
KY,21203,5059.0,59.0
KY,21205,6739.0,69.0
KY,21207,6446.0,87.0
KY,21209,17723.0,109.0
KY,21211,13410.0,162.0
KY,21213,5635.0,94.0
KY,21215,5384.0,59.0
KY,21217,9492.0,124.0
KY,21219,2987.0,43.0
KY,21221,4016.0,44.0
KY,21223,2217.0,40.0
KY,21225,4341.0,57.0
KY,21227,43102.0,372.0
KY,21229,3967.0,61.0
KY,21231,6107.0,92.0
KY,21233,3914.0,49.0
KY,21235,14412.0,199.0
KY,21237,2532.0,28.0
KY,21239,6978.0,49.0
LA,22001,15906.0,294.0
LA,22003,7880.0,141.0
LA,22005,35030.0,293.0
LA,22007,5575.0,70.0
LA,22009,11600.0,208.0
LA,22011,9271.0,143.0
LA,22013,3992.0,111.0
LA,22015,37689.0,494.0
LA,22017,67560.0,1156.0
LA,22019,54862.0,706.0
LA,22021,3625.0,55.0
LA,22023,1199.0,9.0
LA,22025,2700.0,55.0
LA,22027,3280.0,78.0
LA,22029,5103.0,89.0
LA,22031,7362.0,135.0
LA,22033,111670.0,1349.0
LA,22035,2538.0,38.0
LA,22037,7324.0,170.0
LA,22039,8398.0,159.0
LA,22041,7352.0,178.0
LA,22043,5861.0,94.0
LA,22045,19149.0,264.0
LA,22047,9023.0,153.0
LA,22049,4409.0,76.0
LA,22051,115373.0,1341.0
LA,22053,6942.0,157.0
LA,22055,62873.0,500.0
LA,22057,27889.0,372.0
LA,22059,4275.0,61.0
LA,22061,12269.0,145.0
LA,22063,37238.0,466.0
LA,22065,3264.0,59.0
LA,22067,6871.0,134.0
LA,22069,10162.0,167.0
LA,22071,90328.0,1109.0
LA,22073,50769.0,754.0
LA,22075,6509.0,45.0
LA,22077,6297.0,94.0
LA,22079,32791.0,577.0
LA,22081,2112.0,53.0
LA,22083,6732.0,97.0
LA,22085,6343.0,113.0
LA,22087,11439.0,111.0
LA,22089,13920.0,145.0
LA,22091,1920.0,23.0
LA,22093,5805.0,77.0
LA,22095,10628.0,184.0
LA,22097,22279.0,416.0
LA,22099,12985.0,188.0
LA,22101,12526.0,262.0
LA,22103,73066.0,851.0
LA,22105,34885.0,599.0
LA,22107,988.0,11.0
LA,22109,31012.0,419.0
LA,22111,6928.0,135.0
LA,22113,15334.0,224.0
LA,22115,9939.0,191.0
LA,22117,12994.0,249.0
LA,22119,11145.0,186.0
LA,22121,7335.0,90.0
LA,22123,3629.0,66.0
LA,22125,2835.0,46.0
LA,22127,4452.0,64.0
MA,25001,37644.0,683.0
MA,25003,26169.0,410.0
MA,25005,154820.0,2488.0
MA,25007,3587.0,2.0
MA,25009,214332.0,3163.0
MA,25011,11403.0,170.0
MA,25013,139047.0,2077.0
MA,25015,30837.0,413.0
MA,25017,352032.0,4726.0
MA,25019,3481.0,3.0
MA,25021,141128.0,2242.0
MA,25023,120081.0,2001.0
MA,25025,226017.0,2309.0
MA,25027,201669.0,3048.0
MD,24001,17291.0,362.0
MD,24003,92830.0,1078.0
MD,24005,136295.0,2484.0
MD,24009,11468.0,146.0
MD,24011,6159.0,80.0
MD,24013,22141.0,409.0
MD,24015,15906.0,259.0
MD,24017,28950.0,353.0
MD,24019,7819.0,108.0
MD,24021,46920.0,525.0
MD,24023,5761.0,116.0
MD,24025,39423.0,582.0
MD,24027,46124.0,378.0
MD,24029,3122.0,66.0
MD,24031,178052.0,2044.0
MD,24033,175401.0,2163.0
MD,24035,7246.0,110.0
MD,24037,19329.0,217.0
MD,24039,5267.0,74.0
MD,24041,5702.0,88.0
MD,24043,35434.0,586.0
MD,24045,20013.0,328.0
MD,24047,8826.0,160.0
MD,24510,116724.0,1777.0
ME,23001,23257.0,285.0
ME,23003,14393.0,166.0
ME,23005,52557.0,366.0
ME,23007,6014.0,60.0
ME,23009,7983.0,87.0
ME,23011,24799.0,240.0
ME,23013,6414.0,38.0
ME,23015,5578.0,35.0
ME,23017,11799.0,148.0
ME,23019,29710.0,331.0
ME,23021,3112.0,31.0
ME,23023,5531.0,32.0
ME,23025,10213.0,110.0
ME,23027,6467.0,58.0
ME,23029,4585.0,57.0
ME,23031,41973.0,291.0
MI,26001,1745.0,71.0
MI,26003,1880.0,13.0
MI,26005,27448.0,349.0
MI,26007,5809.0,139.0
MI,26009,4470.0,66.0
MI,26011,3267.0,67.0
MI,26013,2222.0,54.0
MI,26015,14514.0,169.0
MI,26017,27496.0,588.0
MI,26019,3514.0,68.0
MI,26021,35344.0,561.0
MI,26023,12253.0,206.0
MI,26025,35011.0,575.0
MI,26027,11215.0,145.0
MI,26029,5014.0,60.0
MI,26031,4760.0,104.0
MI,26033,11841.0,120.0
MI,26035,6834.0,157.0
MI,26037,22007.0,209.0
MI,26039,2629.0,31.0
MI,26041,10050.0,157.0
MI,26043,7490.0,110.0
MI,26045,27518.0,403.0
MI,26047,6608.0,87.0
MI,26049,103601.0,1720.0
MI,26051,5632.0,114.0
MI,26053,3296.0,69.0
MI,26055,17858.0,236.0
MI,26057,13864.0,192.0
MI,26059,10453.0,204.0
MI,26061,7982.0,92.0
MI,26063,8138.0,147.0
MI,26065,66384.0,769.0
MI,26067,19843.0,181.0
MI,26069,4860.0,145.0
MI,26071,2673.0,87.0
MI,26073,15890.0,211.0
MI,26075,45532.0,590.0
MI,26077,60792.0,675.0
MI,26079,3623.0,61.0
MI,26081,170251.0,1533.0
MI,26083,523.0,14.0
MI,26085,1893.0,37.0
MI,26087,21122.0,427.0
MI,26089,3697.0,55.0
MI,26091,26611.0,331.0
MI,26093,47690.0,451.0
MI,26095,2306.0,14.0
MI,26097,2479.0,31.0
MI,26099,238947.0,3970.0
MI,26101,4550.0,91.0
MI,26103,16276.0,131.0
MI,26105,6873.0,96.0
MI,26107,8784.0,108.0
MI,26109,5693.0,70.0
MI,26111,19428.0,226.0
MI,26113,2946.0,60.0
MI,26115,39169.0,475.0
MI,26117,17350.0,216.0
MI,26119,1750.0,48.0
MI,26121,42498.0,650.0
MI,26123,11622.0,158.0
MI,26125,300744.0,3851.0
MI,26127,6422.0,90.0
MI,26129,4372.0,106.0
MI,26131,1008.0,38.0
MI,26133,5067.0,80.0
MI,26135,1450.0,56.0
MI,26137,5779.0,101.0
MI,26139,76277.0,788.0
MI,26141,2085.0,59.0
MI,26143,4690.0,115.0
MI,26145,51303.0,956.0
MI,26147,41609.0,835.0
MI,26149,13812.0,208.0
MI,26151,8827.0,193.0
MI,26153,1763.0,17.0
MI,26155,18142.0,232.0
MI,26157,13350.0,277.0
MI,26159,17347.0,273.0
MI,26161,83317.0,522.0
MI,26163,416604.0,7975.0
MI,26165,7169.0,107.0
MN,27001,3049.0,62.0
MN,27003,100743.0,797.0
MN,27005,8934.0,93.0
MN,27007,12179.0,128.0
MN,27009,14298.0,174.0
MN,27011,1425.0,9.0
MN,27013,18332.0,101.0
MN,27015,6624.0,81.0
MN,27017,9257.0,97.0
MN,27019,27480.0,117.0
MN,27021,7123.0,81.0
MN,27023,3128.0,48.0
MN,27025,14845.0,120.0
MN,27027,20161.0,124.0
MN,27029,2175.0,30.0
MN,27031,594.0,4.0
MN,27033,3253.0,41.0
MN,27035,16266.0,170.0
MN,27037,113641.0,775.0
MN,27039,5888.0,21.0
MN,27041,11106.0,117.0
MN,27043,3843.0,52.0
MN,27045,4921.0,24.0
MN,27047,9250.0,75.0
MN,27049,13600.0,136.0
MN,27051,1506.0,12.0
MN,27053,312909.0,2593.0
MN,27055,4660.0,19.0
MN,27057,5010.0,59.0
MN,27059,10263.0,117.0
MN,27061,11229.0,146.0
MN,27063,2167.0,17.0
MN,27065,3575.0,57.0
MN,27067,13649.0,139.0
MN,27069,1051.0,27.0
MN,27071,2796.0,37.0
MN,27073,1764.0,29.0
MN,27075,2138.0,28.0
MN,27077,779.0,6.0
MN,27079,6586.0,51.0
MN,27081,1220.0,6.0
MN,27083,7131.0,73.0
MN,27085,10753.0,108.0
MN,27087,1803.0,18.0
MN,27089,2122.0,23.0
MN,27091,5685.0,65.0
MN,27093,5998.0,75.0
MN,27095,7356.0,114.0
MN,27097,9262.0,105.0
MN,27099,12083.0,74.0
MN,27101,2043.0,16.0
MN,27103,8305.0,66.0
MN,27105,6981.0,60.0
MN,27107,1535.0,14.0
MN,27109,43593.0,185.0
MN,27111,13763.0,167.0
MN,27113,3687.0,41.0
MN,27115,7175.0,67.0
MN,27117,2013.0,34.0
MN,27119,8950.0,107.0
MN,27121,3119.0,17.0
MN,27123,129009.0,1348.0
MN,27125,953.0,13.0
MN,27127,3985.0,54.0
MN,27129,3783.0,56.0
MN,27131,18357.0,176.0
MN,27133,2348.0,34.0
MN,27135,4524.0,44.0
MN,27137,48555.0,533.0
MN,27139,41236.0,261.0
MN,27141,27636.0,181.0
MN,27143,3596.0,24.0
MN,27145,51693.0,368.0
MN,27147,10657.0,62.0
MN,27149,2675.0,13.0
MN,27151,2313.0,33.0
MN,27153,6898.0,58.0
MN,27155,871.0,10.0
MN,27157,5795.0,16.0
MN,27159,4261.0,55.0
MN,27161,5587.0,39.0
MN,27163,69180.0,481.0
MN,27165,2990.0,23.0
MN,27167,1662.0,22.0
MN,27169,13109.0,72.0
MN,27171,37182.0,305.0
MN,27173,2580.0,29.0
MO,29001,6095.0,63.0
MO,29003,4828.0,58.0
MO,29005,1390.0,23.0
MO,29007,5734.0,111.0
MO,29009,6648.0,132.0
MO,29011,2859.0,52.0
MO,29013,3766.0,96.0
MO,29015,4248.0,107.0
MO,29017,2635.0,41.0
MO,29019,45035.0,252.0
MO,29021,24863.0,318.0
MO,29023,10206.0,169.0
MO,29025,1700.0,39.0
MO,29027,12150.0,130.0
MO,29029,9331.0,180.0
MO,29031,18923.0,246.0
MO,29033,2233.0,44.0
MO,29035,1500.0,24.0
MO,29037,25249.0,315.0
MO,29039,2936.0,57.0
MO,29041,1718.0,38.0
MO,29043,20961.0,263.0
MO,29045,1597.0,37.0
MO,29047,27390.0,363.0
MO,29049,4829.0,119.0
MO,29051,20202.0,286.0
MO,29053,4142.0,77.0
MO,29055,5422.0,104.0
MO,29057,1447.0,42.0
MO,29059,3826.0,72.0
MO,29061,1730.0,29.0
MO,29063,2222.0,47.0
MO,29065,3263.0,83.0
MO,29067,2560.0,80.0
MO,29069,7824.0,117.0
MO,29071,25852.0,373.0
MO,29073,3385.0,102.0
MO,29075,2172.0,31.0
MO,29077,71775.0,1040.0
MO,29079,2543.0,69.0
MO,29081,1876.0,33.0
MO,29083,5758.0,86.0
MO,29085,1838.0,56.0
MO,29087,1060.0,30.0
MO,29089,2515.0,30.0
MO,29091,9185.0,215.0
MO,29093,2200.0,44.0
MO,29095,97164.0,1217.0
MO,29097,20879.0,317.0
MO,29099,54493.0,653.0
MO,29101,12251.0,143.0
MO,29103,990.0,14.0
MO,29105,8102.0,176.0
MO,29107,7832.0,134.0
MO,29109,7798.0,164.0
MO,29111,2796.0,36.0
MO,29113,15187.0,138.0
MO,29115,2560.0,65.0
MO,29117,3751.0,97.0
MO,29119,5813.0,73.0
MO,29121,3652.0,58.0
MO,29123,3622.0,57.0
MO,29125,1606.0,39.0
MO,29127,8051.0,118.0
MO,29129,704.0,14.0
MO,29131,6123.0,123.0
MO,29133,3521.0,59.0
MO,29135,3838.0,57.0
MO,29137,2180.0,43.0
MO,29139,2548.0,57.0
MO,29141,4053.0,115.0
MO,29143,5036.0,86.0
MO,29145,11768.0,206.0
MO,29147,6089.0,44.0
MO,29149,2024.0,33.0
MO,29151,3230.0,46.0
MO,29153,1735.0,58.0
MO,29155,3013.0,74.0
MO,29157,5059.0,46.0
MO,29159,12392.0,168.0
MO,29161,10317.0,243.0
MO,29163,4264.0,63.0
MO,29165,10580.0,102.0
MO,29167,8073.0,108.0
MO,29169,8918.0,116.0
MO,29171,1013.0,24.0
MO,29173,2470.0,28.0
MO,29175,6058.0,103.0
MO,29177,5221.0,94.0
MO,29179,1165.0,26.0
MO,29181,2697.0,61.0
MO,29183,103932.0,938.0
MO,29185,2102.0,36.0
MO,29186,3689.0,39.0
MO,29187,19117.0,296.0
MO,29189,227453.0,3342.0
MO,29195,6288.0,107.0
MO,29197,740.0,26.0
MO,29199,683.0,18.0
MO,29201,11133.0,161.0
MO,29203,1609.0,40.0
MO,29205,1603.0,15.0
MO,29207,6139.0,130.0
MO,29209,5829.0,122.0
MO,29211,1715.0,22.0
MO,29213,13382.0,226.0
MO,29215,4732.0,102.0
MO,29217,5104.0,109.0
MO,29219,8200.0,102.0
MO,29221,6032.0,141.0
MO,29223,2406.0,53.0
MO,29225,9053.0,148.0
MO,29227,407.0,3.0
MO,29229,3847.0,84.0
MO,29510,58089.0,780.0
MP,69110,10397.0,33.0
MP,69120,341.0,0.0
MS,28001,7224.0,143.0
MS,28003,10080.0,160.0
MS,28005,3259.0,69.0
MS,28007,5361.0,113.0
MS,28009,2274.0,49.0
MS,28011,9354.0,179.0
MS,28013,4641.0,71.0
MS,28015,2565.0,54.0
MS,28017,5603.0,96.0
MS,28019,2318.0,33.0
MS,28021,2152.0,46.0
MS,28023,4239.0,108.0
MS,28025,4974.0,98.0
MS,28027,6486.0,126.0
MS,28029,7287.0,121.0
MS,28031,7086.0,113.0
MS,28033,50344.0,554.0
MS,28035,22076.0,315.0
MS,28037,1927.0,38.0
MS,28039,7163.0,87.0
MS,28041,3198.0,59.0
MS,28043,5533.0,131.0
MS,28045,12277.0,152.0
MS,28047,53859.0,665.0
MS,28049,52682.0,791.0
MS,28051,4455.0,104.0
MS,28053,2030.0,46.0
MS,28055,262.0,9.0
MS,28057,7430.0,144.0
MS,28059,37055.0,463.0
MS,28061,4943.0,75.0
MS,28063,1494.0,37.0
MS,28065,2865.0,53.0
MS,28067,21234.0,295.0
MS,28069,2187.0,48.0
MS,28071,15364.0,179.0
MS,28073,17441.0,160.0
MS,28075,18898.0,367.0
MS,28077,3590.0,56.0
MS,28079,6427.0,120.0
MS,28081,26783.0,301.0
MS,28083,7326.0,169.0
MS,28085,8324.0,157.0
MS,28087,17528.0,238.0
MS,28089,24189.0,329.0
MS,28091,6974.0,135.0
MS,28093,9941.0,174.0
MS,28095,10997.0,220.0
MS,28097,2963.0,77.0
MS,28099,10622.0,241.0
MS,28101,6059.0,98.0
MS,28103,2730.0,48.0
MS,28105,11127.0,162.0
MS,28107,10566.0,169.0
MS,28109,15151.0,275.0
MS,28111,3048.0,64.0
MS,28113,9751.0,189.0
MS,28115,10364.0,145.0
MS,28117,8245.0,103.0
MS,28119,1579.0,31.0
MS,28121,36738.0,489.0
MS,28123,6559.0,119.0
MS,28125,953.0,26.0
MS,28127,7026.0,149.0
MS,28129,4127.0,68.0
MS,28131,5409.0,71.0
MS,28133,5773.0,125.0
MS,28135,3203.0,60.0
MS,28137,7396.0,143.0
MS,28139,7361.0,109.0
MS,28141,6172.0,122.0
MS,28143,2559.0,48.0
MS,28145,9487.0,122.0
MS,28147,3622.0,79.0
MS,28149,10250.0,202.0
MS,28151,10470.0,199.0
MS,28153,6008.0,87.0
MS,28155,3388.0,70.0
MS,28157,1804.0,46.0
MS,28159,5231.0,104.0
MS,28161,4114.0,57.0
MS,28163,8054.0,107.0
MT,30001,2137.0,30.0
MT,30003,4980.0,96.0
MT,30005,2077.0,32.0
MT,30007,1283.0,21.0
MT,30009,2080.0,28.0
MT,30011,252.0,5.0
MT,30013,25246.0,341.0
MT,30015,992.0,14.0
MT,30017,3062.0,48.0
MT,30019,386.0,9.0
MT,30021,2357.0,58.0
MT,30023,2563.0,29.0
MT,30025,680.0,10.0
MT,30027,2515.0,56.0
MT,30029,29318.0,281.0
MT,30031,34972.0,123.0
MT,30033,225.0,3.0
MT,30035,3978.0,74.0
MT,30037,150.0,5.0
MT,30039,537.0,9.0
MT,30041,4574.0,73.0
MT,30043,2601.0,23.0
MT,30045,225.0,1.0
MT,30047,6634.0,100.0
MT,30049,17709.0,185.0
MT,30051,398.0,4.0
MT,30053,4787.0,89.0
MT,30055,386.0,9.0
MT,30057,1819.0,20.0
MT,30059,412.0,10.0
MT,30061,1100.0,17.0
MT,30063,27678.0,209.0
MT,30065,917.0,31.0
MT,30067,4260.0,35.0
MT,30069,35.0,1.0
MT,30071,1062.0,28.0
MT,30073,1183.0,8.0
MT,30075,344.0,10.0
MT,30077,1872.0,29.0
MT,30079,263.0,3.0
MT,30081,7089.0,164.0
MT,30083,2646.0,35.0
MT,30085,3279.0,74.0
MT,30087,2633.0,60.0
MT,30089,2164.0,47.0
MT,30091,699.0,11.0
MT,30093,8511.0,130.0
MT,30095,1538.0,32.0
MT,30097,785.0,13.0
MT,30099,1290.0,24.0
MT,30101,1249.0,24.0
MT,30103,136.0,1.0
MT,30105,1705.0,37.0
MT,30107,386.0,14.0
MT,30109,204.0,8.0
MT,30111,43099.0,551.0
NC,37001,47756.0,488.0
NC,37003,10479.0,139.0
NC,37005,2981.0,16.0
NC,37007,6567.0,101.0
NC,37009,6471.0,78.0
NC,37011,4621.0,44.0
NC,37013,12715.0,172.0
NC,37015,4277.0,68.0
NC,37017,9365.0,127.0
NC,37019,30542.0,332.0
NC,37021,54155.0,593.0
NC,37023,25399.0,327.0
NC,37025,56620.0,494.0
NC,37027,22411.0,308.0
NC,37029,1786.0,9.0
NC,37031,14255.0,125.0
NC,37033,5357.0,48.0
NC,37035,47959.0,600.0
NC,37037,13262.0,115.0
NC,37039,7126.0,122.0
NC,37041,4160.0,61.0
NC,37043,2645.0,44.0
NC,37045,29743.0,387.0
NC,37047,15997.0,269.0
NC,37049,24698.0,207.0
NC,37051,87898.0,630.0
NC,37053,5051.0,36.0
NC,37055,7565.0,27.0
NC,37057,43561.0,430.0
NC,37059,11315.0,104.0
NC,37061,16909.0,245.0
NC,37063,76734.0,340.0
NC,37065,13616.0,154.0
NC,37067,94312.0,824.0
NC,37069,20719.0,79.0
NC,37071,65857.0,850.0
NC,37073,1926.0,20.0
NC,37075,2310.0,31.0
NC,37077,14536.0,115.0
NC,37079,5826.0,67.0
NC,37081,121303.0,1208.0
NC,37083,14035.0,187.0
NC,37085,33797.0,341.0
NC,37087,13175.0,221.0
NC,37089,25284.0,316.0
NC,37091,4779.0,84.0
NC,37093,15074.0,116.0
NC,37095,1340.0,13.0
NC,37097,49004.0,466.0
NC,37099,9794.0,96.0
NC,37101,60301.0,452.0
NC,37103,2235.0,39.0
NC,37105,16113.0,151.0
NC,37107,15839.0,220.0
NC,37109,24543.0,174.0
NC,37111,13855.0,176.0
NC,37113,7978.0,121.0
NC,37115,5186.0,81.0
NC,37117,6112.0,93.0
NC,37119,284986.0,1622.0
NC,37121,3474.0,37.0
NC,37123,7308.0,129.0
NC,37125,24595.0,324.0
NC,37127,26901.0,309.0
NC,37129,51432.0,394.0
NC,37131,4351.0,84.0
NC,37133,52306.0,378.0
NC,37135,28209.0,134.0
NC,37137,2630.0,28.0
NC,37139,8571.0,125.0
NC,37141,15405.0,128.0
NC,37143,2780.0,24.0
NC,37145,9449.0,109.0
NC,37147,52792.0,207.0
NC,37149,3918.0,64.0
NC,37151,35874.0,444.0
NC,37153,12917.0,193.0
NC,37155,40690.0,538.0
NC,37157,22198.0,294.0
NC,37159,41591.0,581.0
NC,37161,17579.0,401.0
NC,37163,18913.0,183.0
NC,37165,10125.0,132.0
NC,37167,19435.0,261.0
NC,37169,11315.0,180.0
NC,37171,21231.0,350.0
NC,37173,3715.0,43.0
NC,37175,6199.0,77.0
NC,37177,982.0,8.0
NC,37179,62697.0,490.0
NC,37181,11936.0,122.0
NC,37183,300453.0,1119.0
NC,37185,4381.0,45.0
NC,37187,3056.0,50.0
NC,37189,12877.0,68.0
NC,37191,31560.0,405.0
NC,37193,17625.0,264.0
NC,37195,21886.0,316.0
NC,37197,11048.0,120.0
NC,37199,5353.0,57.0
ND,38001,598.0,10.0
ND,38003,3024.0,47.0
ND,38005,1980.0,23.0
ND,38007,145.0,1.0
ND,38009,1598.0,26.0
ND,38011,829.0,9.0
ND,38013,433.0,3.0
ND,38015,35087.0,303.0
ND,38017,59940.0,333.0
ND,38019,822.0,7.0
ND,38021,1496.0,39.0
ND,38023,459.0,4.0
ND,38025,1041.0,8.0
ND,38027,761.0,6.0
ND,38029,728.0,18.0
ND,38031,992.0,23.0
ND,38033,477.0,4.0
ND,38035,22468.0,125.0
ND,38037,453.0,11.0
ND,38039,583.0,3.0
ND,38041,831.0,8.0
ND,38043,510.0,13.0
ND,38045,1015.0,20.0
ND,38047,436.0,12.0
ND,38049,1318.0,31.0
ND,38051,688.0,9.0
ND,38053,3272.0,25.0
ND,38055,2737.0,49.0
ND,38057,2577.0,24.0
ND,38059,11274.0,142.0
ND,38061,3254.0,37.0
ND,38063,768.0,18.0
ND,38065,329.0,5.0
ND,38067,1996.0,16.0
ND,38069,1065.0,32.0
ND,38071,3638.0,57.0
ND,38073,1515.0,28.0
ND,38075,556.0,15.0
ND,38077,4108.0,23.0
ND,38079,6121.0,43.0
ND,38081,1031.0,9.0
ND,38083,299.0,7.0
ND,38085,1350.0,19.0
ND,38087,64.0,0.0
ND,38089,11683.0,86.0
ND,38091,388.0,2.0
ND,38093,7113.0,97.0
ND,38095,641.0,12.0
ND,38097,2205.0,26.0
ND,38099,3374.0,34.0
ND,38101,20887.0,252.0
ND,38103,1018.0,12.0
ND,38105,10496.0,68.0
NE,31001,6660.0,73.0
NE,31003,1119.0,14.0
NE,31005,32.0,1.0
NE,31007,94.0,2.0
NE,31009,69.0,3.0
NE,31011,1112.0,5.0
NE,31013,2359.0,17.0
NE,31015,410.0,7.0
NE,31017,523.0,4.0
NE,31019,12080.0,102.0
NE,31021,1351.0,16.0
NE,31023,1934.0,18.0
NE,31025,6141.0,42.0
NE,31027,1528.0,14.0
NE,31029,749.0,7.0
NE,31031,546.0,10.0
NE,31033,2049.0,24.0
NE,31035,1517.0,24.0
NE,31037,2741.0,27.0
NE,31039,1834.0,15.0
NE,31041,2042.0,30.0
NE,31043,6909.0,82.0
NE,31045,1387.0,21.0
NE,31047,5303.0,44.0
NE,31049,325.0,2.0
NE,31051,1207.0,11.0
NE,31053,10168.0,108.0
NE,31055,151824.0,1119.0
NE,31057,350.0,6.0
NE,31059,1164.0,13.0
NE,31061,422.0,12.0
NE,31063,543.0,3.0
NE,31065,1126.0,8.0
NE,31067,3602.0,44.0
NE,31069,376.0,1.0
NE,31071,403.0,4.0
NE,31073,381.0,7.0
NE,31075,107.0,5.0
NE,31077,418.0,2.0
NE,31079,16597.0,140.0
NE,31081,2276.0,24.0
NE,31083,401.0,3.0
NE,31085,113.0,0.0
NE,31087,544.0,8.0
NE,31089,2179.0,20.0
NE,31091,114.0,5.0
NE,31093,1191.0,17.0
NE,31095,1216.0,7.0
