,location_key,county,cumulative_confirmed,cumulative_deceased,2020_earlyPop,2020_pop,2021_pop,2022_pop,state,cumulative_percentage,dead_percentage
821,IN,18059,23288.0,258.0,79851.0,80187.0,81855.0,83070.0,Indiana,0.28034188034188035,0.0031058143734200073
822,IN,18061,12244.0,138.0,39649.0,39662.0,39817.0,39851.0,Indiana,0.30724448570926705,0.003462899299892098
823,IN,18063,45098.0,555.0,174792.0,175575.0,179555.0,182534.0,Indiana,0.2470662999769906,0.0030405294356119954
824,IN,18065,14810.0,231.0,48912.0,48903.0,49036.0,48915.0,Indiana,0.3027701114177655,0.004722477767555964
825,IN,18067,28360.0,449.0,83659.0,83588.0,83642.0,83574.0,Indiana,0.3393399861200852,0.005372484265441405
826,IN,18069,13169.0,157.0,36670.0,36646.0,36792.0,36834.0,Indiana,0.3575229407612532,0.004262366292012814
827,IN,18071,14073.0,130.0,46425.0,46461.0,46285.0,46300.0,Indiana,0.3039524838012959,0.0028077753779697625
828,IN,18073,10276.0,149.0,32912.0,32892.0,33113.0,33281.0,Indiana,0.30876476067425856,0.004477028935428623
829,IN,18075,5444.0,78.0,20478.0,20476.0,20309.0,20198.0,Indiana,0.26953163679572234,0.003861768491929894
830,IN,18077,10472.0,159.0,33147.0,33100.0,33119.0,32946.0,Indiana,0.31785345717234265,0.004826079038426516
831,IN,18079,7715.0,108.0,27614.0,27581.0,27507.0,27536.0,Indiana,0.2801786751888437,0.0039221382916908775
832,IN,18081,47641.0,615.0,161768.0,162224.0,164418.0,165782.0,Indiana,0.2873713672171888,0.0037096910400405353
833,IN,18083,12643.0,153.0,36286.0,36248.0,35964.0,35789.0,Indiana,0.3532649696834223,0.004275056581631228
834,IN,18085,21664.0,237.0,80247.0,80155.0,80323.0,80826.0,Indiana,0.268032563778982,0.0029322247791552223
835,IN,18087,6260.0,102.0,40444.0,40530.0,40538.0,40866.0,Indiana,0.15318357558850879,0.0024959624137424756
836,IN,18089,123781.0,1834.0,498707.0,498932.0,499327.0,499689.0,Indiana,0.24771607940138765,0.0036702829159737356
837,IN,18091,29544.0,368.0,112422.0,112276.0,112486.0,111675.0,Indiana,0.26455339153794494,0.0032952764719050816
838,IN,18093,13669.0,261.0,45015.0,45012.0,45045.0,45222.0,Indiana,0.30226438459157046,0.0057715271328114635
839,IN,18095,36866.0,653.0,130141.0,130195.0,130979.0,131744.0,Indiana,0.279830580519796,0.004956582462958465
840,IN,18097,252930.0,3000.0,977213.0,976631.0,971647.0,969466.0,Indiana,0.2608962047147605,0.003094487068138542
841,IN,18099,13282.0,197.0,46096.0,46076.0,46175.0,46332.0,Indiana,0.2866701200034533,0.0042519209185875855
842,IN,18101,2440.0,25.0,9806.0,9803.0,9799.0,9803.0,Indiana,0.2489033969193104,0.0025502397225339183
843,IN,18103,10195.0,159.0,35972.0,35913.0,36032.0,35674.0,Indiana,0.2857823625049055,0.004457027527050513
844,IN,18105,32475.0,281.0,139717.0,139571.0,140135.0,139745.0,Indiana,0.23238756306129021,0.0020108053955418797
845,IN,18107,11572.0,164.0,37941.0,37942.0,38061.0,38273.0,Indiana,0.3023541399942518,0.0042850050949755705
846,IN,18109,18394.0,287.0,71785.0,71848.0,72260.0,72236.0,Indiana,0.25463757683149674,0.003973088210864389
847,IN,18111,2916.0,68.0,13825.0,13786.0,13793.0,13823.0,Indiana,0.21095275989293208,0.004919337336323519
848,IN,18113,14615.0,157.0,47461.0,47453.0,47419.0,47367.0,Indiana,0.30854814533324887,0.003314543880760867
849,IN,18115,1638.0,19.0,5930.0,5922.0,5992.0,6114.0,Indiana,0.267909715407262,0.0031076218514883873
850,IN,18117,5578.0,96.0,19872.0,19848.0,19812.0,19623.0,Indiana,0.28425826835855883,0.004892218315242318
851,IN,18119,6542.0,121.0,21326.0,21314.0,21432.0,21482.0,Indiana,0.3045340284889675,0.005632622660832325
852,IN,18121,4032.0,52.0,16154.0,16155.0,16486.0,16369.0,Indiana,0.24631926201967133,0.0031767365141425865
853,IN,18123,5402.0,69.0,19170.0,19151.0,19317.0,19183.0,Indiana,0.2816035031017046,0.003596934786008445
854,IN,18125,4165.0,49.0,12252.0,12247.0,12178.0,12168.0,Indiana,0.34229125575279423,0.004026955950032873
855,IN,18127,44140.0,564.0,173208.0,173295.0,174517.0,174791.0,Indiana,0.25253016459657535,0.00322671075741886
856,IN,18129,7354.0,58.0,25213.0,25173.0,25129.0,25063.0,Indiana,0.2934205801380521,0.002314168295894346
857,IN,18131,3346.0,86.0,12523.0,12523.0,12370.0,12485.0,Indiana,0.26800160192230676,0.006888265919102923
858,IN,18133,10449.0,129.0,36728.0,36679.0,37016.0,37301.0,Indiana,0.28012653816251576,0.0034583523229940218
859,IN,18135,6556.0,148.0,24502.0,24409.0,24437.0,24437.0,Indiana,0.26828170397348283,0.006056389900560625
860,IN,18137,9313.0,138.0,28984.0,28968.0,29017.0,29087.0,Indiana,0.32017739883796886,0.0047443875270739505
861,IN,18139,5504.0,59.0,16755.0,16767.0,16699.0,16673.0,Indiana,0.33011455646854193,0.003538655310981827
862,IN,18141,79391.0,874.0,272914.0,272672.0,272341.0,272234.0,Indiana,0.29162779079762263,0.0032104733427859855
863,IN,18143,8901.0,106.0,24383.0,24371.0,24437.0,24588.0,Indiana,0.36200585651537337,0.004311046038718074
864,IN,18145,15532.0,182.0,45052.0,45058.0,45025.0,44991.0,Indiana,0.3452246004756507,0.0040452534951434735
865,IN,18147,5744.0,61.0,19814.0,19835.0,19875.0,19967.0,Indiana,0.28767466319427054,0.003055040817348625
866,IN,18149,5256.0,99.0,23370.0,23380.0,23378.0,23258.0,Indiana,0.22598675724481898,0.004256599879611317
867,IN,18151,10709.0,121.0,34448.0,34453.0,34666.0,34725.0,Indiana,0.30839452843772497,0.003484521238300936
868,IN,18153,5956.0,76.0,20820.0,20819.0,20781.0,20670.0,Indiana,0.2881470730527334,0.003676826318335752
869,IN,18155,2495.0,20.0,9753.0,9742.0,9849.0,10006.0,Indiana,0.24935038976614032,0.001998800719568259
870,IN,18157,57536.0,396.0,186249.0,186369.0,187566.0,188717.0,Indiana,0.30487979355330996,0.0020983801141391607
871,IN,18159,3814.0,87.0,15355.0,15386.0,15393.0,15361.0,Indiana,0.24829112687976043,0.005663693769936853
872,IN,18161,2183.0,21.0,7087.0,7081.0,7014.0,6952.0,Indiana,0.3140103567318757,0.0030207134637514382
873,IN,18163,65844.0,640.0,180136.0,180331.0,180267.0,179744.0,Indiana,0.36632098985223427,0.0035606195478013174
874,IN,18165,4618.0,75.0,15447.0,15409.0,15440.0,15451.0,Indiana,0.29888033137013786,0.004854054753737622
875,IN,18167,32724.0,414.0,106158.0,106119.0,106084.0,106006.0,Indiana,0.30869950757504294,0.0039054393147557685
876,IN,18169,9601.0,157.0,30986.0,30936.0,30897.0,30828.0,Indiana,0.31143765408070584,0.005092772803944466
877,IN,18171,2274.0,30.0,8436.0,8424.0,8459.0,8461.0,Indiana,0.26876255761730294,0.0035456801796477956
878,IN,18173,23155.0,239.0,63896.0,63996.0,64623.0,65185.0,Indiana,0.355219759147043,0.00366648768888548
879,IN,18175,6651.0,85.0,28176.0,28242.0,28151.0,28224.0,Indiana,0.23565051020408162,0.0030116213151927438
880,IN,18177,21716.0,337.0,66555.0,66513.0,66490.0,66273.0,Indiana,0.32767492040499147,0.005085027084936551
881,IN,18179,7085.0,132.0,28187.0,28167.0,28177.0,28335.0,Indiana,0.25004411505205576,0.004658549497088407
882,IN,18181,7773.0,97.0,24691.0,24668.0,24662.0,24598.0,Indiana,0.3160013009187739,0.003943410033336044
883,IN,18183,10633.0,84.0,34190.0,34338.0,34492.0,34627.0,Indiana,0.3070725156669651,0.0024258526583302046
884,KS,20001,3989.0,53.0,12522.0,12532.0,12526.0,12579.0,Kansas,0.317115827967247,0.004213371492169489
885,KS,20003,2133.0,29.0,7839.0,7843.0,7800.0,7776.0,Kansas,0.2743055555555556,0.003729423868312757
886,KS,20005,4323.0,34.0,16341.0,16318.0,16257.0,16108.0,Kansas,0.2683759622547802,0.002110752421157189
887,KS,20007,1043.0,8.0,4233.0,4203.0,4099.0,4122.0,Kansas,0.25303250849102377,0.0019408054342552159
888,KS,20009,6508.0,96.0,25495.0,25419.0,25239.0,25080.0,Kansas,0.2594896331738437,0.003827751196172249
889,KS,20011,4391.0,52.0,14361.0,14333.0,14336.0,14493.0,Kansas,0.30297384944455946,0.0035879390050369145
890,KS,20013,2735.0,48.0,9511.0,9482.0,9453.0,9364.0,Kansas,0.2920760358821017,0.0051260145237078175
891,KS,20015,19104.0,192.0,67383.0,67390.0,67958.0,68240.0,Kansas,0.2799531066822978,0.002813599062133646
892,KS,20017,676.0,9.0,2576.0,2574.0,2598.0,2548.0,Kansas,0.2653061224489796,0.003532182103610675
893,KS,20019,844.0,17.0,3383.0,3385.0,3391.0,3415.0,Kansas,0.24714494875549048,0.004978038067349927
894,KS,20021,6158.0,85.0,19357.0,19297.0,19208.0,19088.0,Kansas,0.32261106454316846,0.004453059513830679
895,KS,20023,661.0,14.0,2616.0,2615.0,2624.0,2583.0,Kansas,0.2559039876113047,0.005420054200542005
896,KS,20025,504.0,8.0,1988.0,1974.0,1958.0,1933.0,Kansas,0.26073460941541643,0.004138644593895499
897,KS,20027,1985.0,35.0,8112.0,8122.0,8091.0,8043.0,Kansas,0.24679845828670893,0.004351610095735422
898,KS,20029,2219.0,36.0,9034.0,9008.0,8954.0,8946.0,Kansas,0.24804381846635368,0.004024144869215292
899,KS,20031,2435.0,42.0,8358.0,8356.0,8343.0,8280.0,Kansas,0.2940821256038647,0.005072463768115942
900,KS,20033,441.0,16.0,1687.0,1680.0,1660.0,1681.0,Kansas,0.26234384295062463,0.009518143961927425
901,KS,20035,10194.0,152.0,34547.0,34524.0,34652.0,34453.0,Kansas,0.2958813456012539,0.004411807389777378
902,KS,20037,11966.0,130.0,38976.0,38951.0,39033.0,39078.0,Kansas,0.3062080966272583,0.00332667997338656
903,KS,20039,620.0,20.0,2770.0,2765.0,2764.0,2689.0,Kansas,0.23056898475269616,0.007437709185570844
904,KS,20041,4815.0,78.0,18397.0,18368.0,18483.0,18430.0,Kansas,0.26125881714595767,0.004232230059685296
905,KS,20043,2456.0,34.0,7498.0,7463.0,7442.0,7440.0,Kansas,0.3301075268817204,0.00456989247311828
906,KS,20045,27394.0,139.0,118784.0,118777.0,119480.0,119964.0,Kansas,0.22835183888499883,0.0011586809376146177
907,KS,20047,562.0,13.0,2901.0,2883.0,2800.0,2739.0,Kansas,0.20518437385907265,0.004746257758305951
908,KS,20049,571.0,10.0,2479.0,2474.0,2431.0,2441.0,Kansas,0.23392052437525604,0.004096681687832855
909,KS,20051,7165.0,84.0,28932.0,28943.0,28897.0,28941.0,Kansas,0.24757264780069796,0.002902456722297087
910,KS,20053,2017.0,32.0,6383.0,6369.0,6320.0,6355.0,Kansas,0.3173878835562549,0.005035405192761605
911,KS,20055,11545.0,115.0,38467.0,38302.0,38066.0,37650.0,Kansas,0.30664010624169985,0.003054448871181939
912,KS,20057,10629.0,113.0,34282.0,34208.0,34121.0,33848.0,Kansas,0.31402150791774996,0.0033384542661309383
913,KS,20059,7018.0,81.0,25994.0,26008.0,26021.0,25992.0,Kansas,0.27000615574022774,0.0031163434903047093
914,KS,20061,9262.0,75.0,36730.0,36751.0,36112.0,35691.0,Kansas,0.25950519738869743,0.0021013700933008323
915,KS,20063,790.0,23.0,2717.0,2707.0,2735.0,2717.0,Kansas,0.2907618697092381,0.008465218991534781
916,KS,20065,572.0,15.0,2417.0,2408.0,2408.0,2411.0,Kansas,0.2372459560348403,0.006221484861053505
917,KS,20067,2265.0,36.0,7353.0,7326.0,7318.0,7197.0,Kansas,0.31471446436015005,0.005002084201750729
918,KS,20069,1236.0,23.0,5654.0,5646.0,5672.0,5729.0,Kansas,0.21574445802059697,0.004014662244719846
919,KS,20071,333.0,3.0,1282.0,1274.0,1280.0,1223.0,Kansas,0.2722812755519215,0.0024529844644317253
920,KS,20073,1807.0,23.0,6006.0,5965.0,5922.0,5939.0,Kansas,0.3042599764270079,0.003872705842734467
921,KS,20075,464.0,3.0,2518.0,2489.0,2468.0,2430.0,Kansas,0.19094650205761318,0.0012345679012345679
922,KS,20077,1654.0,27.0,5484.0,5465.0,5329.0,5323.0,Kansas,0.3107270336276536,0.00507232763479241
923,KS,20079,9636.0,124.0,34034.0,33998.0,33827.0,33801.0,Kansas,0.28508032306736486,0.003668530516848614
924,KS,20081,965.0,11.0,3781.0,3759.0,3646.0,3576.0,Kansas,0.26985458612975394,0.003076062639821029
925,KS,20083,412.0,10.0,1723.0,1739.0,1750.0,1755.0,Kansas,0.23475783475783477,0.005698005698005698
926,KS,20085,3908.0,29.0,13234.0,13241.0,13270.0,13286.0,Kansas,0.2941442119524311,0.002182748758091224
927,KS,20087,4832.0,64.0,18359.0,18320.0,18419.0,18344.0,Kansas,0.26341037941561274,0.0034888791975577847
928,KS,20089,788.0,13.0,2938.0,2936.0,2946.0,2898.0,Kansas,0.27191166321601107,0.004485852311939268
929,KS,20091,148890.0,1219.0,609864.0,611101.0,614848.0,619195.0,Kansas,0.2404573680343026,0.001968685147651386
930,KS,20093,1237.0,20.0,3981.0,3961.0,3892.0,3855.0,Kansas,0.3208819714656291,0.005188067444876783
931,KS,20095,1967.0,28.0,7461.0,7412.0,7280.0,7193.0,Kansas,0.2734603086333936,0.0038926734325038233
932,KS,20097,668.0,7.0,2458.0,2452.0,2408.0,2404.0,Kansas,0.2778702163061564,0.0029118136439267887
933,KS,20099,6636.0,74.0,20188.0,20165.0,19929.0,19757.0,Kansas,0.3358809535860708,0.003745507921243104
934,KS,20101,296.0,12.0,1574.0,1569.0,1572.0,1556.0,Kansas,0.19023136246786632,0.007712082262210797
935,KS,20103,19619.0,183.0,81897.0,81953.0,82322.0,82892.0,Kansas,0.23668146503884574,0.0022076919364956813
936,KS,20105,623.0,10.0,2940.0,2948.0,2907.0,2899.0,Kansas,0.21490169023801312,0.0034494653328734047
937,KS,20107,2827.0,28.0,9591.0,9586.0,9730.0,9796.0,Kansas,0.28858717844017967,0.0028583095140873828
938,KS,20109,844.0,13.0,2762.0,2743.0,2710.0,2705.0,Kansas,0.3120147874306839,0.004805914972273568
939,KS,20111,10084.0,122.0,32177.0,32107.0,31987.0,31898.0,Kansas,0.31613267289485236,0.003824691203210233
940,KS,20113,7944.0,126.0,30220.0,30180.0,30137.0,30012.0,Kansas,0.2646941223510596,0.004198320671731308
941,KS,20115,3337.0,43.0,11819.0,11778.0,11756.0,11868.0,Kansas,0.2811762723289518,0.0036231884057971015
942,KS,20117,2559.0,42.0,10038.0,10026.0,10010.0,9982.0,Kansas,0.2563614506111,0.004207573632538569
943,KS,20119,1221.0,20.0,4055.0,4054.0,3989.0,3897.0,Kansas,0.31331793687451887,0.005132152938157557
944,KS,20121,7865.0,93.0,34205.0,34232.0,34665.0,34867.0,Kansas,0.22557145725184272,0.002667278515501764
945,KS,20123,1429.0,22.0,5792.0,5772.0,5757.0,5738.0,Kansas,0.24904147786685257,0.0038340885325897525
946,KS,20125,9448.0,154.0,31484.0,31393.0,31202.0,30996.0,Kansas,0.30481352432571945,0.004968383017163505
947,KS,20127,1513.0,29.0,5389.0,5367.0,5362.0,5349.0,Kansas,0.28285660871190876,0.00542157412600486
948,KS,20129,623.0,11.0,2697.0,2697.0,2669.0,2599.0,Kansas,0.23970757983839938,0.004232397075798384
949,KS,20131,3243.0,60.0,10277.0,10265.0,10216.0,10115.0,Kansas,0.32061295106277804,0.005931784478497282
950,KS,20133,5168.0,66.0,15902.0,15905.0,15779.0,15606.0,Kansas,0.3311546840958606,0.004229142637447136
951,KS,20135,781.0,18.0,2676.0,2667.0,2651.0,2645.0,Kansas,0.2952741020793951,0.006805293005671078
952,KS,20137,2153.0,38.0,5458.0,5453.0,5369.0,5301.0,Kansas,0.40614978305980004,0.007168458781362007
953,KS,20139,3946.0,49.0,15770.0,15746.0,15746.0,15654.0,Kansas,0.2520761466717772,0.003130190366679443
954,KS,20141,803.0,17.0,3501.0,3497.0,3485.0,3490.0,Kansas,0.23008595988538683,0.004871060171919771
955,KS,20143,1210.0,17.0,5729.0,5728.0,5834.0,5795.0,Kansas,0.2088006902502157,0.002933563416738568
956,KS,20145,2139.0,24.0,6259.0,6261.0,6246.0,6179.0,Kansas,0.3461725198252144,0.0038841236446026865
957,KS,20147,1361.0,30.0,4990.0,4977.0,4845.0,4809.0,Kansas,0.28301102100228737,0.006238303181534623
958,KS,20149,5785.0,58.0,25344.0,25411.0,25860.0,26273.0,Kansas,0.22018802572983673,0.002207589540593004
959,KS,20151,1931.0,30.0,9159.0,9148.0,9180.0,9067.0,Kansas,0.21297011139296348,0.003308701885960075
960,KS,20153,683.0,10.0,2560.0,2565.0,2559.0,2528.0,Kansas,0.2701740506329114,0.003955696202531646
961,KS,20155,18632.0,238.0,61898.0,61887.0,61510.0,61516.0,Kansas,0.30288055140126147,0.0038689121529358215
962,KS,20157,1354.0,16.0,4682.0,4677.0,4682.0,4642.0,Kansas,0.2916846186988367,0.0034467901766479965
963,KS,20159,2614.0,23.0,9423.0,9385.0,9406.0,9407.0,Kansas,0.2778781758265122,0.0024449877750611247
964,KS,20161,13711.0,85.0,71963.0,72013.0,71849.0,71108.0,Kansas,0.19281937334758395,0.001195364797209878
965,KS,20163,1377.0,20.0,4921.0,4895.0,4870.0,4813.0,Kansas,0.28610014543943485,0.00415541242468315
966,KS,20165,810.0,18.0,2951.0,2938.0,2925.0,2927.0,Kansas,0.2767338571916638,0.0061496412709258624
967,KS,20167,1883.0,37.0,6684.0,6670.0,6677.0,6639.0,Kansas,0.28362705226690765,0.005573128483205302
968,KS,20169,14159.0,246.0,54301.0,54253.0,53899.0,53596.0,Kansas,0.26418016269870886,0.004589894768266289
969,KS,20171,1279.0,34.0,5151.0,5138.0,5121.0,5014.0,Kansas,0.2550857598723574,0.006781013163143199
970,KS,20173,145517.0,1424.0,523830.0,524786.0,524481.0,525525.0,Kansas,0.2768983397554826,0.0027096712810998525
971,KS,20175,6920.0,61.0,21962.0,21854.0,21747.0,21358.0,Kansas,0.324000374566907,0.0028560726659799607
972,KS,20177,48858.0,633.0,178909.0,178698.0,178367.0,177480.0,Kansas,0.2752873563218391,0.003566599053414469
973,KS,20179,786.0,18.0,2448.0,2451.0,2452.0,2425.0,Kansas,0.3241237113402062,0.007422680412371134
974,KS,20181,1514.0,20.0,5928.0,5895.0,5911.0,5830.0,Kansas,0.25969125214408234,0.003430531732418525
975,KS,20183,645.0,8.0,3560.0,3552.0,3555.0,3533.0,Kansas,0.18256439286725162,0.0022643645626945937
976,KS,20185,1139.0,26.0,4070.0,4055.0,4008.0,3993.0,Kansas,0.2852491860756324,0.006511394941147007
977,KS,20187,437.0,9.0,2085.0,2083.0,2041.0,1963.0,Kansas,0.22261844116148752,0.004584819154355578
978,KS,20189,1465.0,20.0,5252.0,5246.0,5299.0,5175.0,Kansas,0.28309178743961355,0.003864734299516908
979,KS,20191,5724.0,70.0,22392.0,22342.0,22386.0,22473.0,Kansas,0.25470564677613133,0.0031148489298269033
980,KS,20193,2394.0,28.0,7933.0,7933.0,7942.0,7893.0,Kansas,0.3033067274800456,0.003547447105029773
981,KS,20195,756.0,10.0,2807.0,2805.0,2792.0,2752.0,Kansas,0.2747093023255814,0.003633720930232558
982,KS,20197,1642.0,22.0,6872.0,6885.0,6969.0,7019.0,Kansas,0.23393645818492662,0.003134349622453341
983,KS,20199,438.0,5.0,1517.0,1517.0,1514.0,1488.0,Kansas,0.29435483870967744,0.003360215053763441
984,KS,20201,1400.0,22.0,5532.0,5532.0,5526.0,5501.0,Kansas,0.2544991819669151,0.003999272859480095
985,KS,20203,494.0,8.0,2153.0,2149.0,2081.0,2064.0,Kansas,0.23934108527131784,0.003875968992248062
986,KS,20205,2828.0,43.0,8625.0,8576.0,8537.0,8622.0,Kansas,0.32799814428206914,0.004987241939225237
987,KS,20207,796.0,15.0,3115.0,3091.0,3076.0,3109.0,Kansas,0.25603087809585073,0.004824702476680605
988,KS,20209,47365.0,508.0,169230.0,168904.0,167290.0,165746.0,Kansas,0.28576858566722574,0.00306493067706008
989,KY,21001,5929.0,107.0,18903.0,18880.0,18953.0,19067.0,Kentucky,0.310956102166046,0.005611790003671265
990,KY,21003,6601.0,107.0,20580.0,20573.0,20828.0,21275.0,Kentucky,0.31027027027027027,0.005029377203290246
991,KY,21005,6620.0,70.0,23851.0,23870.0,24043.0,24224.0,Kentucky,0.27328269484808454,0.0028896961690885073
992,KY,21007,1387.0,29.0,7730.0,7712.0,7690.0,7650.0,Kentucky,0.18130718954248365,0.0037908496732026145
993,KY,21009,13032.0,219.0,44482.0,44502.0,44599.0,44854.0,Kentucky,0.29054264948499575,0.0048825076916217056
994,KY,21011,3210.0,48.0,12747.0,12716.0,12774.0,12829.0,Kentucky,0.25021435809494114,0.0037415231117000547
995,KY,21013,8868.0,149.0,24102.0,23984.0,23765.0,23568.0,Kentucky,0.37627291242362526,0.006322131704005431
996,KY,21015,40084.0,297.0,135995.0,136465.0,137760.0,139093.0,Kentucky,0.28818128877801186,0.0021352620189369702
997,KY,21017,6002.0,59.0,20250.0,20290.0,20218.0,20093.0,Kentucky,0.2987109938784651,0.0029363459911411934
998,KY,21019,16369.0,177.0,48253.0,48197.0,47767.0,48110.0,Kentucky,0.3402411141134899,0.0036790688006651424
999,KY,21021,8473.0,132.0,30619.0,30753.0,30649.0,30904.0,Kentucky,0.27417162826818536,0.004271291742169298
1000,KY,21023,2186.0,26.0,8403.0,8402.0,8446.0,8452.0,Kentucky,0.2586370089919546,0.003076194983435873
1001,KY,21025,3801.0,54.0,13717.0,13694.0,13527.0,13351.0,Kentucky,0.284697775447532,0.004044640850872594
1002,KY,21027,5170.0,78.0,20433.0,20443.0,20652.0,20943.0,Kentucky,0.24686052619013513,0.0037243947858473
1003,KY,21029,21805.0,223.0,82226.0,82355.0,83076.0,83836.0,Kentucky,0.26009113030201825,0.002659955150531991
1004,KY,21031,3874.0,54.0,12371.0,12318.0,12279.0,12295.0,Kentucky,0.3150874339162261,0.004392029280195202
1005,KY,21033,4158.0,61.0,12648.0,12634.0,12644.0,12570.0,Kentucky,0.33078758949880666,0.004852824184566428
1006,KY,21035,8414.0,94.0,37098.0,37145.0,37489.0,37685.0,Kentucky,0.22327185882977313,0.002494361151651851
1007,KY,21037,25104.0,178.0,93075.0,93129.0,92856.0,93300.0,Kentucky,0.26906752411575563,0.001907824222936763
1008,KY,21039,1076.0,20.0,4819.0,4806.0,4760.0,4720.0,Kentucky,0.22796610169491524,0.00423728813559322
1009,KY,21041,3504.0,45.0,10809.0,10836.0,10884.0,10938.0,Kentucky,0.32035106966538673,0.004114097641250686
1010,KY,21043,8675.0,107.0,26626.0,26607.0,26432.0,26395.0,Kentucky,0.3286607311990907,0.004053798067815874
1011,KY,21045,4216.0,74.0,15946.0,15924.0,15951.0,15920.0,Kentucky,0.2648241206030151,0.00464824120603015
1012,KY,21047,16399.0,210.0,72818.0,72768.0,73221.0,73037.0,Kentucky,0.22453003272314032,0.0028752550077358052
1013,KY,21049,10749.0,68.0,36993.0,37037.0,36925.0,37061.0,Kentucky,0.29003534713040663,0.0018348128760691832
1014,KY,21051,7867.0,92.0,20339.0,20310.0,20184.0,19913.0,Kentucky,0.395068548184603,0.004620097423793502
1015,KY,21053,3674.0,52.0,9253.0,9232.0,9288.0,9123.0,Kentucky,0.4027184040337608,0.005699879425627535
1016,KY,21055,2293.0,50.0,8988.0,9002.0,8939.0,8981.0,Kentucky,0.2553167798686115,0.005567308762943993
1017,KY,21057,2238.0,33.0,5887.0,5860.0,5892.0,5946.0,Kentucky,0.3763874873864783,0.005549949545913219
1018,KY,21059,31176.0,391.0,103320.0,103391.0,103140.0,103222.0,Kentucky,0.30202863730600066,0.0037879521807366646
1019,KY,21061,2563.0,47.0,12133.0,12153.0,12213.0,12269.0,Kentucky,0.20890048088678784,0.0038307930556687585
1020,KY,21063,2594.0,19.0,7352.0,7333.0,7375.0,7293.0,Kentucky,0.3556835321541204,0.0026052378993555465
1021,KY,21065,4120.0,50.0,14166.0,14161.0,14090.0,14044.0,Kentucky,0.29336371404158357,0.0035602392480774707
1022,KY,21067,95993.0,609.0,322567.0,322613.0,320473.0,320347.0,Kentucky,0.2996531885736405,0.0019010635342300692
1023,KY,21069,3928.0,59.0,15086.0,15098.0,15268.0,15288.0,Kentucky,0.25693354264782836,0.003859236002093145
1024,KY,21071,12571.0,206.0,35948.0,35804.0,35300.0,34978.0,Kentucky,0.35939733546800845,0.005889416204471382
1025,KY,21073,13911.0,153.0,51539.0,51589.0,51683.0,51607.0,Kentucky,0.26955645551960006,0.0029647140891739493
1026,KY,21075,1218.0,31.0,6515.0,6512.0,6513.0,6382.0,Kentucky,0.1908492635537449,0.004857411469758696
1027,KY,21077,2221.0,51.0,8693.0,8672.0,8766.0,8763.0,Kentucky,0.25345201415040514,0.005819924683327628
1028,KY,21079,4815.0,78.0,16949.0,16965.0,17385.0,17589.0,Kentucky,0.27375063960429813,0.004434589800443459
1029,KY,21081,7855.0,62.0,24946.0,25014.0,25302.0,25502.0,Kentucky,0.30801505764253784,0.0024311818680887772
1030,KY,21083,11355.0,181.0,36657.0,36527.0,36634.0,36412.0,Kentucky,0.3118477425024717,0.0049708887180050535
1031,KY,21085,8121.0,134.0,26418.0,26454.0,26582.0,26631.0,Kentucky,0.3049453644249183,0.005031729938793136
1032,KY,21087,3761.0,45.0,11109.0,11130.0,11308.0,11365.0,Kentucky,0.3309282886053674,0.003959524857017158
1033,KY,21089,12124.0,145.0,35970.0,35887.0,35682.0,35403.0,Kentucky,0.3424568539389317,0.004095698104680395
1034,KY,21091,2498.0,25.0,9097.0,9105.0,9083.0,9021.0,Kentucky,0.276909433543953,0.002771311384547168
1035,KY,21093,32778.0,434.0,110694.0,110816.0,111766.0,111862.0,Kentucky,0.29302175895299565,0.003879780443761063
1036,KY,21095,9222.0,211.0,26833.0,26752.0,26177.0,25662.0,Kentucky,0.35936404021510404,0.008222274179720988
1037,KY,21097,6417.0,76.0,18692.0,18718.0,18964.0,19103.0,Kentucky,0.3359158247395697,0.003978432706904675
1038,KY,21099,5428.0,101.0,19281.0,19289.0,19485.0,19600.0,Kentucky,0.27693877551020407,0.005153061224489796
1039,KY,21101,13972.0,168.0,44791.0,44668.0,44417.0,44046.0,Kentucky,0.3172138219134541,0.0038141942514643783
1040,KY,21103,4836.0,52.0,15682.0,15697.0,15704.0,15771.0,Kentucky,0.30663876735780865,0.003297191046858157
1041,KY,21105,879.0,27.0,4523.0,4530.0,4430.0,4422.0,Kentucky,0.19877883310719133,0.006105834464043419
1042,KY,21107,14975.0,255.0,45422.0,45366.0,45096.0,44812.0,Kentucky,0.334173881995894,0.005690440060698027
1043,KY,21109,4286.0,80.0,12958.0,12962.0,12987.0,12973.0,Kentucky,0.33037847837817,0.006166653819471209
1044,KY,21111,234899.0,2357.0,782956.0,782783.0,777378.0,773399.0,Kentucky,0.3037229166316481,0.0030475860454952748
1045,KY,21113,15289.0,139.0,52987.0,53016.0,53609.0,54254.0,Kentucky,0.2818041066096509,0.0025620230766395104
1046,KY,21115,6173.0,118.0,22679.0,22644.0,22539.0,22244.0,Kentucky,0.27751303722352094,0.005304801294731164
1047,KY,21117,46264.0,415.0,169028.0,169246.0,169734.0,170313.0,Kentucky,0.27164103738411044,0.0024366900941208245
1048,KY,21119,4233.0,64.0,14253.0,14163.0,14033.0,13874.0,Kentucky,0.305103070491567,0.004612945077122676
1049,KY,21121,11523.0,144.0,30196.0,30183.0,30019.0,29791.0,Kentucky,0.38679466953106645,0.004833674599711322
