,CountyName,StateName,CountyFIPS,StateAbbr,STATE_COUNTY
484,Madison,Georgia,13195,GA,GA | MADISON
485,Marion,Georgia,13197,GA,GA | MARION
486,Meriwether,Georgia,13199,GA,GA | MERIWETHER
487,Miller,Georgia,13201,GA,GA | MILLER
488,Mitchell,Georgia,13205,GA,GA | MITCHELL
489,Monroe,Georgia,13207,GA,GA | MONROE
490,Montgomery,Georgia,13209,GA,GA | MONTGOMERY
491,Morgan,Georgia,13211,GA,GA | MORGAN
492,Murray,Georgia,13213,GA,GA | MURRAY
493,Muscogee,Georgia,13215,GA,GA | MUSCOGEE
494,Newton,Georgia,13217,GA,GA | NEWTON
495,Oconee,Georgia,13219,GA,GA | OCONEE
496,Oglethorpe,Georgia,13221,GA,GA | OGLETHORPE
497,Paulding,Georgia,13223,GA,GA | PAULDING
498,Peach,Georgia,13225,GA,GA | PEACH
499,Pickens,Georgia,13227,GA,GA | PICKENS
500,Pierce,Georgia,13229,GA,GA | PIERCE
501,Pike,Georgia,13231,GA,GA | PIKE
502,Polk,Georgia,13233,GA,GA | POLK
503,Pulaski,Georgia,13235,GA,GA | PULASKI
504,Putnam,Georgia,13237,GA,GA | PUTNAM
505,Quitman,Georgia,13239,GA,GA | QUITMAN
506,Rabun,Georgia,13241,GA,GA | RABUN
507,Randolph,Georgia,13243,GA,GA | RANDOLPH
508,Richmond,Georgia,13245,GA,GA | RICHMOND
509,Rockdale,Georgia,13247,GA,GA | ROCKDALE
510,Schley,Georgia,13249,GA,GA | SCHLEY
511,Screven,Georgia,13251,GA,GA | SCREVEN
512,Seminole,Georgia,13253,GA,GA | SEMINOLE
513,Spalding,Georgia,13255,GA,GA | SPALDING
514,Stephens,Georgia,13257,GA,GA | STEPHENS
515,Stewart,Georgia,13259,GA,GA | STEWART
516,Sumter,Georgia,13261,GA,GA | SUMTER
517,Talbot,Georgia,13263,GA,GA | TALBOT
518,Taliaferro,Georgia,13265,GA,GA | TALIAFERRO
519,Tattnall,Georgia,13267,GA,GA | TATTNALL
520,Taylor,Georgia,13269,GA,GA | TAYLOR
521,Telfair,Georgia,13271,GA,GA | TELFAIR
522,Terrell,Georgia,13273,GA,GA | TERRELL
523,Thomas,Georgia,13275,GA,GA | THOMAS
524,Tift,Georgia,13277,GA,GA | TIFT
525,Toombs,Georgia,13279,GA,GA | TOOMBS
526,Towns,Georgia,13281,GA,GA | TOWNS
527,Treutlen,Georgia,13283,GA,GA | TREUTLEN
528,Troup,Georgia,13285,GA,GA | TROUP
529,Turner,Georgia,13287,GA,GA | TURNER
530,Twiggs,Georgia,13289,GA,GA | TWIGGS
531,Union,Georgia,13291,GA,GA | UNION
532,Upson,Georgia,13293,GA,GA | UPSON
533,Walker,Georgia,13295,GA,GA | WALKER
534,Walton,Georgia,13297,GA,GA | WALTON
535,Ware,Georgia,13299,GA,GA | WARE
536,Warren,Georgia,13301,GA,GA | WARREN
537,Washington,Georgia,13303,GA,GA | WASHINGTON
538,Wayne,Georgia,13305,GA,GA | WAYNE
539,Webster,Georgia,13307,GA,GA | WEBSTER
540,Wheeler,Georgia,13309,GA,GA | WHEELER
541,White,Georgia,13311,GA,GA | WHITE
542,Whitfield,Georgia,13313,GA,GA | WHITFIELD
543,Wilcox,Georgia,13315,GA,GA | WILCOX
544,Wilkes,Georgia,13317,GA,GA | WILKES
545,Wilkinson,Georgia,13319,GA,GA | WILKINSON
546,Worth,Georgia,13321,GA,GA | WORTH
547,Hawaii,Hawaii,15001,HI,HI | HAWAII
548,Honolulu,Hawaii,15003,HI,HI | HONOLULU
549,Kalawao,Hawaii,15005,HI,HI | KALAWAO
550,Kauai,Hawaii,15007,HI,HI | KAUAI
551,Maui,Hawaii,15009,HI,HI | MAUI
552,Ada,Idaho,16001,ID,ID | ADA
553,Adams,Idaho,16003,ID,ID | ADAMS
554,Bannock,Idaho,16005,ID,ID | BANNOCK
555,Bear Lake,Idaho,16007,ID,ID | BEAR LAKE
556,Benewah,Idaho,16009,ID,ID | BENEWAH
557,Bingham,Idaho,16011,ID,ID | BINGHAM
558,Blaine,Idaho,16013,ID,ID | BLAINE
559,Boise,Idaho,16015,ID,ID | BOISE
560,Bonner,Idaho,16017,ID,ID | BONNER
561,Bonneville,Idaho,16019,ID,ID | BONNEVILLE
562,Boundary,Idaho,16021,ID,ID | BOUNDARY
563,Butte,Idaho,16023,ID,ID | BUTTE
564,Camas,Idaho,16025,ID,ID | CAMAS
565,Canyon,Idaho,16027,ID,ID | CANYON
566,Caribou,Idaho,16029,ID,ID | CARIBOU
567,Cassia,Idaho,16031,ID,ID | CASSIA
568,Clark,Idaho,16033,ID,ID | CLARK
569,Clearwater,Idaho,16035,ID,ID | CLEARWATER
570,Custer,Idaho,16037,ID,ID | CUSTER
571,Elmore,Idaho,16039,ID,ID | ELMORE
572,Franklin,Idaho,16041,ID,ID | FRANKLIN
573,Fremont,Idaho,16043,ID,ID | FREMONT
574,Gem,Idaho,16045,ID,ID | GEM
575,Gooding,Idaho,16047,ID,ID | GOODING
576,Idaho,Idaho,16049,ID,ID | IDAHO
577,Jefferson,Idaho,16051,ID,ID | JEFFERSON
578,Jerome,Idaho,16053,ID,ID | JEROME
579,Kootenai,Idaho,16055,ID,ID | KOOTENAI
580,Latah,Idaho,16057,ID,ID | LATAH
581,Lemhi,Idaho,16059,ID,ID | LEMHI
582,Lewis,Idaho,16061,ID,ID | LEWIS
583,Lincoln,Idaho,16063,ID,ID | LINCOLN
584,Madison,Idaho,16065,ID,ID | MADISON
585,Minidoka,Idaho,16067,ID,ID | MINIDOKA
586,Nez Perce,Idaho,16069,ID,ID | NEZ PERCE
587,Oneida,Idaho,16071,ID,ID | ONEIDA
588,Owyhee,Idaho,16073,ID,ID | OWYHEE
589,Payette,Idaho,16075,ID,ID | PAYETTE
590,Power,Idaho,16077,ID,ID | POWER
591,Shoshone,Idaho,16079,ID,ID | SHOSHONE
592,Teton,Idaho,16081,ID,ID | TETON
593,Twin Falls,Idaho,16083,ID,ID | TWIN FALLS
594,Valley,Idaho,16085,ID,ID | VALLEY
595,Washington,Idaho,16087,ID,ID | WASHINGTON
596,Adams,Illinois,17001,IL,IL | ADAMS
597,Alexander,Illinois,17003,IL,IL | ALEXANDER
598,Bond,Illinois,17005,IL,IL | BOND
599,Boone,Illinois,17007,IL,IL | BOONE
600,Brown,Illinois,17009,IL,IL | BROWN
601,Bureau,Illinois,17011,IL,IL | BUREAU
602,Calhoun,Illinois,17013,IL,IL | CALHOUN
603,Carroll,Illinois,17015,IL,IL | CARROLL
604,Cass,Illinois,17017,IL,IL | CASS
605,Champaign,Illinois,17019,IL,IL | CHAMPAIGN
606,Christian,Illinois,17021,IL,IL | CHRISTIAN
607,Clark,Illinois,17023,IL,IL | CLARK
608,Clay,Illinois,17025,IL,IL | CLAY
609,Clinton,Illinois,17027,IL,IL | CLINTON
610,Coles,Illinois,17029,IL,IL | COLES
611,Cook,Illinois,17031,IL,IL | COOK
612,Crawford,Illinois,17033,IL,IL | CRAWFORD
613,Cumberland,Illinois,17035,IL,IL | CUMBERLAND
614,DeKalb,Illinois,17037,IL,IL | DEKALB
615,De Witt,Illinois,17039,IL,IL | DE WITT
616,Douglas,Illinois,17041,IL,IL | DOUGLAS
617,DuPage,Illinois,17043,IL,IL | DUPAGE
618,Edgar,Illinois,17045,IL,IL | EDGAR
619,Edwards,Illinois,17047,IL,IL | EDWARDS
620,Effingham,Illinois,17049,IL,IL | EFFINGHAM
621,Fayette,Illinois,17051,IL,IL | FAYETTE
622,Ford,Illinois,17053,IL,IL | FORD
623,Franklin,Illinois,17055,IL,IL | FRANKLIN
624,Fulton,Illinois,17057,IL,IL | FULTON
625,Gallatin,Illinois,17059,IL,IL | GALLATIN
626,Greene,Illinois,17061,IL,IL | GREENE
627,Grundy,Illinois,17063,IL,IL | GRUNDY
628,Hamilton,Illinois,17065,IL,IL | HAMILTON
629,Hancock,Illinois,17067,IL,IL | HANCOCK
630,Hardin,Illinois,17069,IL,IL | HARDIN
631,Henderson,Illinois,17071,IL,IL | HENDERSON
632,Henry,Illinois,17073,IL,IL | HENRY
633,Iroquois,Illinois,17075,IL,IL | IROQUOIS
634,Jackson,Illinois,17077,IL,IL | JACKSON
635,Jasper,Illinois,17079,IL,IL | JASPER
636,Jefferson,Illinois,17081,IL,IL | JEFFERSON
637,Jersey,Illinois,17083,IL,IL | JERSEY
638,Jo Daviess,Illinois,17085,IL,IL | JO DAVIESS
639,Johnson,Illinois,17087,IL,IL | JOHNSON
640,Kane,Illinois,17089,IL,IL | KANE
641,Kankakee,Illinois,17091,IL,IL | KANKAKEE
642,Kendall,Illinois,17093,IL,IL | KENDALL
643,Knox,Illinois,17095,IL,IL | KNOX
644,Lake,Illinois,17097,IL,IL | LAKE
645,LaSalle,Illinois,17099,IL,IL | LASALLE
646,Lawrence,Illinois,17101,IL,IL | LAWRENCE
647,Lee,Illinois,17103,IL,IL | LEE
648,Livingston,Illinois,17105,IL,IL | LIVINGSTON
649,Logan,Illinois,17107,IL,IL | LOGAN
650,McDonough,Illinois,17109,IL,IL | MCDONOUGH
651,McHenry,Illinois,17111,IL,IL | MCHENRY
652,McLean,Illinois,17113,IL,IL | MCLEAN
653,Macon,Illinois,17115,IL,IL | MACON
654,Macoupin,Illinois,17117,IL,IL | MACOUPIN
655,Madison,Illinois,17119,IL,IL | MADISON
656,Marion,Illinois,17121,IL,IL | MARION
657,Marshall,Illinois,17123,IL,IL | MARSHALL
658,Mason,Illinois,17125,IL,IL | MASON
659,Massac,Illinois,17127,IL,IL | MASSAC
660,Menard,Illinois,17129,IL,IL | MENARD
661,Mercer,Illinois,17131,IL,IL | MERCER
662,Monroe,Illinois,17133,IL,IL | MONROE
663,Montgomery,Illinois,17135,IL,IL | MONTGOMERY
664,Morgan,Illinois,17137,IL,IL | MORGAN
665,Moultrie,Illinois,17139,IL,IL | MOULTRIE
666,Ogle,Illinois,17141,IL,IL | OGLE
667,Peoria,Illinois,17143,IL,IL | PEORIA
668,Perry,Illinois,17145,IL,IL | PERRY
669,Piatt,Illinois,17147,IL,IL | PIATT
670,Pike,Illinois,17149,IL,IL | PIKE
671,Pope,Illinois,17151,IL,IL | POPE
672,Pulaski,Illinois,17153,IL,IL | PULASKI
673,Putnam,Illinois,17155,IL,IL | PUTNAM
674,Randolph,Illinois,17157,IL,IL | RANDOLPH
675,Richland,Illinois,17159,IL,IL | RICHLAND
676,Rock Island,Illinois,17161,IL,IL | ROCK ISLAND
677,St. Clair,Illinois,17163,IL,IL | ST. CLAIR
678,Saline,Illinois,17165,IL,IL | SALINE
679,Sangamon,Illinois,17167,IL,IL | SANGAMON
680,Schuyler,Illinois,17169,IL,IL | SCHUYLER
681,Scott,Illinois,17171,IL,IL | SCOTT
682,Shelby,Illinois,17173,IL,IL | SHELBY
683,Stark,Illinois,17175,IL,IL | STARK
684,Stephenson,Illinois,17177,IL,IL | STEPHENSON
685,Tazewell,Illinois,17179,IL,IL | TAZEWELL
686,Union,Illinois,17181,IL,IL | UNION
687,Vermilion,Illinois,17183,IL,IL | VERMILION
688,Wabash,Illinois,17185,IL,IL | WABASH
689,Warren,Illinois,17187,IL,IL | WARREN
690,Washington,Illinois,17189,IL,IL | WASHINGTON
691,Wayne,Illinois,17191,IL,IL | WAYNE
692,White,Illinois,17193,IL,IL | WHITE
693,Whiteside,Illinois,17195,IL,IL | WHITESIDE
694,Will,Illinois,17197,IL,IL | WILL
695,Williamson,Illinois,17199,IL,IL | WILLIAMSON
696,Winnebago,Illinois,17201,IL,IL | WINNEBAGO
697,Woodford,Illinois,17203,IL,IL | WOODFORD
698,Adams,Indiana,18001,IN,IN | ADAMS
699,Allen,Indiana,18003,IN,IN | ALLEN
700,Bartholomew,Indiana,18005,IN,IN | BARTHOLOMEW
701,Benton,Indiana,18007,IN,IN | BENTON
702,Blackford,Indiana,18009,IN,IN | BLACKFORD
703,Boone,Indiana,18011,IN,IN | BOONE
704,Brown,Indiana,18013,IN,IN | BROWN
705,Carroll,Indiana,18015,IN,IN | CARROLL
706,Cass,Indiana,18017,IN,IN | CASS
707,Clark,Indiana,18019,IN,IN | CLARK
708,Clay,Indiana,18021,IN,IN | CLAY
709,Clinton,Indiana,18023,IN,IN | CLINTON
710,Crawford,Indiana,18025,IN,IN | CRAWFORD
711,Daviess,Indiana,18027,IN,IN | DAVIESS
712,Dearborn,Indiana,18029,IN,IN | DEARBORN
713,Decatur,Indiana,18031,IN,IN | DECATUR
714,DeKalb,Indiana,18033,IN,IN | DEKALB
715,Delaware,Indiana,18035,IN,IN | DELAWARE
716,Dubois,Indiana,18037,IN,IN | DUBOIS
717,Elkhart,Indiana,18039,IN,IN | ELKHART
718,Fayette,Indiana,18041,IN,IN | FAYETTE
719,Floyd,Indiana,18043,IN,IN | FLOYD
720,Fountain,Indiana,18045,IN,IN | FOUNTAIN
721,Franklin,Indiana,18047,IN,IN | FRANKLIN
722,Fulton,Indiana,18049,IN,IN | FULTON
723,Gibson,Indiana,18051,IN,IN | GIBSON
724,Grant,Indiana,18053,IN,IN | GRANT
725,Greene,Indiana,18055,IN,IN | GREENE
726,Hamilton,Indiana,18057,IN,IN | HAMILTON
727,Hancock,Indiana,18059,IN,IN | HANCOCK
728,Harrison,Indiana,18061,IN,IN | HARRISON
729,Hendricks,Indiana,18063,IN,IN | HENDRICKS
730,Henry,Indiana,18065,IN,IN | HENRY
731,Howard,Indiana,18067,IN,IN | HOWARD
732,Huntington,Indiana,18069,IN,IN | HUNTINGTON
733,Jackson,Indiana,18071,IN,IN | JACKSON
734,Jasper,Indiana,18073,IN,IN | JASPER
735,Jay,Indiana,18075,IN,IN | JAY
736,Jefferson,Indiana,18077,IN,IN | JEFFERSON
737,Jennings,Indiana,18079,IN,IN | JENNINGS
738,Johnson,Indiana,18081,IN,IN | JOHNSON
739,Knox,Indiana,18083,IN,IN | KNOX
740,Kosciusko,Indiana,18085,IN,IN | KOSCIUSKO
741,LaGrange,Indiana,18087,IN,IN | LAGRANGE
742,Lake,Indiana,18089,IN,IN | LAKE
743,LaPorte,Indiana,18091,IN,IN | LAPORTE
744,Lawrence,Indiana,18093,IN,IN | LAWRENCE
745,Madison,Indiana,18095,IN,IN | MADISON
746,Marion,Indiana,18097,IN,IN | MARION
747,Marshall,Indiana,18099,IN,IN | MARSHALL
748,Martin,Indiana,18101,IN,IN | MARTIN
749,Miami,Indiana,18103,IN,IN | MIAMI
750,Monroe,Indiana,18105,IN,IN | MONROE
751,Montgomery,Indiana,18107,IN,IN | MONTGOMERY
752,Morgan,Indiana,18109,IN,IN | MORGAN
753,Newton,Indiana,18111,IN,IN | NEWTON
754,Noble,Indiana,18113,IN,IN | NOBLE
755,Ohio,Indiana,18115,IN,IN | OHIO
756,Orange,Indiana,18117,IN,IN | ORANGE
757,Owen,Indiana,18119,IN,IN | OWEN
758,Parke,Indiana,18121,IN,IN | PARKE
759,Perry,Indiana,18123,IN,IN | PERRY
760,Pike,Indiana,18125,IN,IN | PIKE
761,Porter,Indiana,18127,IN,IN | PORTER
762,Posey,Indiana,18129,IN,IN | POSEY
763,Pulaski,Indiana,18131,IN,IN | PULASKI
764,Putnam,Indiana,18133,IN,IN | PUTNAM
765,Randolph,Indiana,18135,IN,IN | RANDOLPH
766,Ripley,Indiana,18137,IN,IN | RIPLEY
767,Rush,Indiana,18139,IN,IN | RUSH
768,St. Joseph,Indiana,18141,IN,IN | ST. JOSEPH
769,Scott,Indiana,18143,IN,IN | SCOTT
770,Shelby,Indiana,18145,IN,IN | SHELBY
771,Spencer,Indiana,18147,IN,IN | SPENCER
772,Starke,Indiana,18149,IN,IN | STARKE
773,Steuben,Indiana,18151,IN,IN | STEUBEN
774,Sullivan,Indiana,18153,IN,IN | SULLIVAN
775,Switzerland,Indiana,18155,IN,IN | SWITZERLAND
776,Tippecanoe,Indiana,18157,IN,IN | TIPPECANOE
777,Tipton,Indiana,18159,IN,IN | TIPTON
778,Union,Indiana,18161,IN,IN | UNION
779,Vanderburgh,Indiana,18163,IN,IN | VANDERBURGH
780,Vermillion,Indiana,18165,IN,IN | VERMILLION
781,Vigo,Indiana,18167,IN,IN | VIGO
782,Wabash,Indiana,18169,IN,IN | WABASH
783,Warren,Indiana,18171,IN,IN | WARREN
784,Warrick,Indiana,18173,IN,IN | WARRICK
785,Washington,Indiana,18175,IN,IN | WASHINGTON
786,Wayne,Indiana,18177,IN,IN | WAYNE
787,Wells,Indiana,18179,IN,IN | WELLS
788,White,Indiana,18181,IN,IN | WHITE
789,Whitley,Indiana,18183,IN,IN | WHITLEY
790,Adair,Iowa,19001,IA,IA | ADAIR
791,Adams,Iowa,19003,IA,IA | ADAMS
792,Allamakee,Iowa,19005,IA,IA | ALLAMAKEE
793,Appanoose,Iowa,19007,IA,IA | APPANOOSE
794,Audubon,Iowa,19009,IA,IA | AUDUBON
795,Benton,Iowa,19011,IA,IA | BENTON
796,Black Hawk,Iowa,19013,IA,IA | BLACK HAWK
797,Boone,Iowa,19015,IA,IA | BOONE
798,Bremer,Iowa,19017,IA,IA | BREMER
799,Buchanan,Iowa,19019,IA,IA | BUCHANAN
800,Buena Vista,Iowa,19021,IA,IA | BUENA VISTA
801,Butler,Iowa,19023,IA,IA | BUTLER
802,Calhoun,Iowa,19025,IA,IA | CALHOUN
803,Carroll,Iowa,19027,IA,IA | CARROLL
804,Cass,Iowa,19029,IA,IA | CASS
805,Cedar,Iowa,19031,IA,IA | CEDAR
806,Cerro Gordo,Iowa,19033,IA,IA | CERRO GORDO
807,Cherokee,Iowa,19035,IA,IA | CHEROKEE
808,Chickasaw,Iowa,19037,IA,IA | CHICKASAW
809,Clarke,Iowa,19039,IA,IA | CLARKE
810,Clay,Iowa,19041,IA,IA | CLAY
811,Clayton,Iowa,19043,IA,IA | CLAYTON
812,Clinton,Iowa,19045,IA,IA | CLINTON
813,Crawford,Iowa,19047,IA,IA | CRAWFORD
814,Dallas,Iowa,19049,IA,IA | DALLAS
815,Davis,Iowa,19051,IA,IA | DAVIS
816,Decatur,Iowa,19053,IA,IA | DECATUR
817,Delaware,Iowa,19055,IA,IA | DELAWARE
818,Des Moines,Iowa,19057,IA,IA | DES MOINES
819,Dickinson,Iowa,19059,IA,IA | DICKINSON
820,Dubuque,Iowa,19061,IA,IA | DUBUQUE
821,Emmet,Iowa,19063,IA,IA | EMMET
822,Fayette,Iowa,19065,IA,IA | FAYETTE
823,Floyd,Iowa,19067,IA,IA | FLOYD
824,Franklin,Iowa,19069,IA,IA | FRANKLIN
825,Fremont,Iowa,19071,IA,IA | FREMONT
826,Greene,Iowa,19073,IA,IA | GREENE
827,Grundy,Iowa,19075,IA,IA | GRUNDY
828,Guthrie,Iowa,19077,IA,IA | GUTHRIE
829,Hamilton,Iowa,19079,IA,IA | HAMILTON
830,Hancock,Iowa,19081,IA,IA | HANCOCK
831,Hardin,Iowa,19083,IA,IA | HARDIN
832,Harrison,Iowa,19085,IA,IA | HARRISON
833,Henry,Iowa,19087,IA,IA | HENRY
834,Howard,Iowa,19089,IA,IA | HOWARD
835,Humboldt,Iowa,19091,IA,IA | HUMBOLDT
836,Ida,Iowa,19093,IA,IA | IDA
837,Iowa,Iowa,19095,IA,IA | IOWA
838,Jackson,Iowa,19097,IA,IA | JACKSON
839,Jasper,Iowa,19099,IA,IA | JASPER
840,Jefferson,Iowa,19101,IA,IA | JEFFERSON
841,Johnson,Iowa,19103,IA,IA | JOHNSON
842,Jones,Iowa,19105,IA,IA | JONES
843,Keokuk,Iowa,19107,IA,IA | KEOKUK
844,Kossuth,Iowa,19109,IA,IA | KOSSUTH
845,Lee,Iowa,19111,IA,IA | LEE
846,Linn,Iowa,19113,IA,IA | LINN
847,Louisa,Iowa,19115,IA,IA | LOUISA
848,Lucas,Iowa,19117,IA,IA | LUCAS
849,Lyon,Iowa,19119,IA,IA | LYON
850,Madison,Iowa,19121,IA,IA | MADISON
851,Mahaska,Iowa,19123,IA,IA | MAHASKA
852,Marion,Iowa,19125,IA,IA | MARION
853,Marshall,Iowa,19127,IA,IA | MARSHALL
854,Mills,Iowa,19129,IA,IA | MILLS
855,Mitchell,Iowa,19131,IA,IA | MITCHELL
856,Monona,Iowa,19133,IA,IA | MONONA
857,Monroe,Iowa,19135,IA,IA | MONROE
858,Montgomery,Iowa,19137,IA,IA | MONTGOMERY
859,Muscatine,Iowa,19139,IA,IA | MUSCATINE
860,O'Brien,Iowa,19141,IA,IA | O'BRIEN
861,Osceola,Iowa,19143,IA,IA | OSCEOLA
862,Page,Iowa,19145,IA,IA | PAGE
863,Palo Alto,Iowa,19147,IA,IA | PALO ALTO
864,Plymouth,Iowa,19149,IA,IA | PLYMOUTH
865,Pocahontas,Iowa,19151,IA,IA | POCAHONTAS
866,Polk,Iowa,19153,IA,IA | POLK
867,Pottawattamie,Iowa,19155,IA,IA | POTTAWATTAMIE
868,Poweshiek,Iowa,19157,IA,IA | POWESHIEK
869,Ringgold,Iowa,19159,IA,IA | RINGGOLD
870,Sac,Iowa,19161,IA,IA | SAC
871,Scott,Iowa,19163,IA,IA | SCOTT
872,Shelby,Iowa,19165,IA,IA | SHELBY
873,Sioux,Iowa,19167,IA,IA | SIOUX
874,Story,Iowa,19169,IA,IA | STORY
875,Tama,Iowa,19171,IA,IA | TAMA
876,Taylor,Iowa,19173,IA,IA | TAYLOR
877,Union,Iowa,19175,IA,IA | UNION
878,Van Buren,Iowa,19177,IA,IA | VAN BUREN
879,Wapello,Iowa,19179,IA,IA | WAPELLO
880,Warren,Iowa,19181,IA,IA | WARREN
881,Washington,Iowa,19183,IA,IA | WASHINGTON
882,Wayne,Iowa,19185,IA,IA | WAYNE
883,Webster,Iowa,19187,IA,IA | WEBSTER
884,Winnebago,Iowa,19189,IA,IA | WINNEBAGO
885,Winneshiek,Iowa,19191,IA,IA | WINNESHIEK
886,Woodbury,Iowa,19193,IA,IA | WOODBURY
887,Worth,Iowa,19195,IA,IA | WORTH
888,Wright,Iowa,19197,IA,IA | WRIGHT
889,Allen,Kansas,20001,KS,KS | ALLEN
890,Anderson,Kansas,20003,KS,KS | ANDERSON
891,Atchison,Kansas,20005,KS,KS | ATCHISON
892,Barber,Kansas,20007,KS,KS | BARBER
893,Barton,Kansas,20009,KS,KS | BARTON
894,Bourbon,Kansas,20011,KS,KS | BOURBON
895,Brown,Kansas,20013,KS,KS | BROWN
896,Butler,Kansas,20015,KS,KS | BUTLER
897,Chase,Kansas,20017,KS,KS | CHASE
898,Chautauqua,Kansas,20019,KS,KS | CHAUTAUQUA
899,Cherokee,Kansas,20021,KS,KS | CHEROKEE
900,Cheyenne,Kansas,20023,KS,KS | CHEYENNE
901,Clark,Kansas,20025,KS,KS | CLARK
902,Clay,Kansas,20027,KS,KS | CLAY
903,Cloud,Kansas,20029,KS,KS | CLOUD
904,Coffey,Kansas,20031,KS,KS | COFFEY
905,Comanche,Kansas,20033,KS,KS | COMANCHE
906,Cowley,Kansas,20035,KS,KS | COWLEY
907,Crawford,Kansas,20037,KS,KS | CRAWFORD
908,Decatur,Kansas,20039,KS,KS | DECATUR
909,Dickinson,Kansas,20041,KS,KS | DICKINSON
910,Doniphan,Kansas,20043,KS,KS | DONIPHAN
911,Douglas,Kansas,20045,KS,KS | DOUGLAS
912,Edwards,Kansas,20047,KS,KS | EDWARDS
913,Elk,Kansas,20049,KS,KS | ELK
914,Ellis,Kansas,20051,KS,KS | ELLIS
915,Ellsworth,Kansas,20053,KS,KS | ELLSWORTH
916,Finney,Kansas,20055,KS,KS | FINNEY
917,Ford,Kansas,20057,KS,KS | FORD
918,Franklin,Kansas,20059,KS,KS | FRANKLIN
919,Geary,Kansas,20061,KS,KS | GEARY
920,Gove,Kansas,20063,KS,KS | GOVE
921,Graham,Kansas,20065,KS,KS | GRAHAM
922,Grant,Kansas,20067,KS,KS | GRANT
923,Gray,Kansas,20069,KS,KS | GRAY
924,Greeley,Kansas,20071,KS,KS | GREELEY
925,Greenwood,Kansas,20073,KS,KS | GREENWOOD
926,Hamilton,Kansas,20075,KS,KS | HAMILTON
927,Harper,Kansas,20077,KS,KS | HARPER
928,Harvey,Kansas,20079,KS,KS | HARVEY
929,Haskell,Kansas,20081,KS,KS | HASKELL
930,Hodgeman,Kansas,20083,KS,KS | HODGEMAN
931,Jackson,Kansas,20085,KS,KS | JACKSON
932,Jefferson,Kansas,20087,KS,KS | JEFFERSON
933,Jewell,Kansas,20089,KS,KS | JEWELL
934,Johnson,Kansas,20091,KS,KS | JOHNSON
935,Kearny,Kansas,20093,KS,KS | KEARNY
936,Kingman,Kansas,20095,KS,KS | KINGMAN
937,Kiowa,Kansas,20097,KS,KS | KIOWA
938,Labette,Kansas,20099,KS,KS | LABETTE
939,Lane,Kansas,20101,KS,KS | LANE
940,Leavenworth,Kansas,20103,KS,KS | LEAVENWORTH
941,Lincoln,Kansas,20105,KS,KS | LINCOLN
942,Linn,Kansas,20107,KS,KS | LINN
943,Logan,Kansas,20109,KS,KS | LOGAN
944,Lyon,Kansas,20111,KS,KS | LYON
945,McPherson,Kansas,20113,KS,KS | MCPHERSON
946,Marion,Kansas,20115,KS,KS | MARION
947,Marshall,Kansas,20117,KS,KS | MARSHALL
948,Meade,Kansas,20119,KS,KS | MEADE
949,Miami,Kansas,20121,KS,KS | MIAMI
950,Mitchell,Kansas,20123,KS,KS | MITCHELL
951,Montgomery,Kansas,20125,KS,KS | MONTGOMERY
952,Morris,Kansas,20127,KS,KS | MORRIS
953,Morton,Kansas,20129,KS,KS | MORTON
954,Nemaha,Kansas,20131,KS,KS | NEMAHA
955,Neosho,Kansas,20133,KS,KS | NEOSHO
956,Ness,Kansas,20135,KS,KS | NESS
957,Norton,Kansas,20137,KS,KS | NORTON
958,Osage,Kansas,20139,KS,KS | OSAGE
959,Osborne,Kansas,20141,KS,KS | OSBORNE
960,Ottawa,Kansas,20143,KS,KS | OTTAWA
961,Pawnee,Kansas,20145,KS,KS | PAWNEE
962,Phillips,Kansas,20147,KS,KS | PHILLIPS
963,Pottawatomie,Kansas,20149,KS,KS | POTTAWATOMIE
964,Pratt,Kansas,20151,KS,KS | PRATT
965,Rawlins,Kansas,20153,KS,KS | RAWLINS
966,Reno,Kansas,20155,KS,KS | RENO
967,Republic,Kansas,20157,KS,KS | REPUBLIC
968,Rice,Kansas,20159,KS,KS | RICE
969,Riley,Kansas,20161,KS,KS | RILEY
970,Rooks,Kansas,20163,KS,KS | ROOKS
971,Rush,Kansas,20165,KS,KS | RUSH
972,Russell,Kansas,20167,KS,KS | RUSSELL
973,Saline,Kansas,20169,KS,KS | SALINE
974,Scott,Kansas,20171,KS,KS | SCOTT
975,Sedgwick,Kansas,20173,KS,KS | SEDGWICK
976,Seward,Kansas,20175,KS,KS | SEWARD
977,Shawnee,Kansas,20177,KS,KS | SHAWNEE
978,Sheridan,Kansas,20179,KS,KS | SHERIDAN
979,Sherman,Kansas,20181,KS,KS | SHERMAN
980,Smith,Kansas,20183,KS,KS | SMITH
981,Stafford,Kansas,20185,KS,KS | STAFFORD
982,Stanton,Kansas,20187,KS,KS | STANTON
983,Stevens,Kansas,20189,KS,KS | STEVENS
984,Sumner,Kansas,20191,KS,KS | SUMNER
985,Thomas,Kansas,20193,KS,KS | THOMAS
986,Trego,Kansas,20195,KS,KS | TREGO
987,Wabaunsee,Kansas,20197,KS,KS | WABAUNSEE
988,Wallace,Kansas,20199,KS,KS | WALLACE
989,Washington,Kansas,20201,KS,KS | WASHINGTON
990,Wichita,Kansas,20203,KS,KS | WICHITA
991,Wilson,Kansas,20205,KS,KS | WILSON
992,Woodson,Kansas,20207,KS,KS | WOODSON
993,Wyandotte,Kansas,20209,KS,KS | WYANDOTTE
