,CountyName,StateName,CountyFIPS,StateAbbr,STATE_COUNTY
994,Adair,Kentucky,21001,KY,KY | ADAIR
995,Allen,Kentucky,21003,KY,KY | ALLEN
996,Anderson,Kentucky,21005,KY,KY | ANDERSON
997,Ballard,Kentucky,21007,KY,KY | BALLARD
998,Barren,Kentucky,21009,KY,KY | BARREN
999,Bath,Kentucky,21011,KY,KY | BATH
1000,Bell,Kentucky,21013,KY,KY | BELL
1001,Boone,Kentucky,21015,KY,KY | BOONE
1002,Bourbon,Kentucky,21017,KY,KY | BOURBON
1003,Boyd,Kentucky,21019,KY,KY | BOYD
1004,Boyle,Kentucky,21021,KY,KY | BOYLE
1005,Bracken,Kentucky,21023,KY,KY | BRACKEN
1006,Breathitt,Kentucky,21025,KY,KY | BREATHITT
1007,Breckinridge,Kentucky,21027,KY,KY | BRECKINRIDGE
1008,Bullitt,Kentucky,21029,KY,KY | BULLITT
1009,Butler,Kentucky,21031,KY,KY | BUTLER
1010,Caldwell,Kentucky,21033,KY,KY | CALDWELL
1011,Calloway,Kentucky,21035,KY,KY | CALLOWAY
1012,Campbell,Kentucky,21037,KY,KY | CAMPBELL
1013,Carlisle,Kentucky,21039,KY,KY | CARLISLE
1014,Carroll,Kentucky,21041,KY,KY | CARROLL
1015,Carter,Kentucky,21043,KY,KY | CARTER
1016,Casey,Kentucky,21045,KY,KY | CASEY
1017,Christian,Kentucky,21047,KY,KY | CHRISTIAN
1018,Clark,Kentucky,21049,KY,KY | CLARK
1019,Clay,Kentucky,21051,KY,KY | CLAY
1020,Clinton,Kentucky,21053,KY,KY | CLINTON
1021,Crittenden,Kentucky,21055,KY,KY | CRITTENDEN
1022,Cumberland,Kentucky,21057,KY,KY | CUMBERLAND
1023,Daviess,Kentucky,21059,KY,KY | DAVIESS
1024,Edmonson,Kentucky,21061,KY,KY | EDMONSON
1025,Elliott,Kentucky,21063,KY,KY | ELLIOTT
1026,Estill,Kentucky,21065,KY,KY | ESTILL
1027,Fayette,Kentucky,21067,KY,KY | FAYETTE
1028,Fleming,Kentucky,21069,KY,KY | FLEMING
1029,Floyd,Kentucky,21071,KY,KY | FLOYD
1030,Franklin,Kentucky,21073,KY,KY | FRANKLIN
1031,Fulton,Kentucky,21075,KY,KY | FULTON
1032,Gallatin,Kentucky,21077,KY,KY | GALLATIN
1033,Garrard,Kentucky,21079,KY,KY | GARRARD
1034,Grant,Kentucky,21081,KY,KY | GRANT
1035,Graves,Kentucky,21083,KY,KY | GRAVES
1036,Grayson,Kentucky,21085,KY,KY | GRAYSON
1037,Green,Kentucky,21087,KY,KY | GREEN
1038,Greenup,Kentucky,21089,KY,KY | GREENUP
1039,Hancock,Kentucky,21091,KY,KY | HANCOCK
1040,Hardin,Kentucky,21093,KY,KY | HARDIN
1041,Harlan,Kentucky,21095,KY,KY | HARLAN
1042,Harrison,Kentucky,21097,KY,KY | HARRISON
1043,Hart,Kentucky,21099,KY,KY | HART
1044,Henderson,Kentucky,21101,KY,KY | HENDERSON
1045,Henry,Kentucky,21103,KY,KY | HENRY
1046,Hickman,Kentucky,21105,KY,KY | HICKMAN
1047,Hopkins,Kentucky,21107,KY,KY | HOPKINS
1048,Jackson,Kentucky,21109,KY,KY | JACKSON
1049,Jefferson,Kentucky,21111,KY,KY | JEFFERSON
1050,Jessamine,Kentucky,21113,KY,KY | JESSAMINE
1051,Johnson,Kentucky,21115,KY,KY | JOHNSON
1052,Kenton,Kentucky,21117,KY,KY | KENTON
1053,Knott,Kentucky,21119,KY,KY | KNOTT
1054,Knox,Kentucky,21121,KY,KY | KNOX
1055,Larue,Kentucky,21123,KY,KY | LARUE
1056,Laurel,Kentucky,21125,KY,KY | LAUREL
1057,Lawrence,Kentucky,21127,KY,KY | LAWRENCE
1058,Lee,Kentucky,21129,KY,KY | LEE
1059,Leslie,Kentucky,21131,KY,KY | LESLIE
1060,Letcher,Kentucky,21133,KY,KY | LETCHER
1061,Lewis,Kentucky,21135,KY,KY | LEWIS
1062,Lincoln,Kentucky,21137,KY,KY | LINCOLN
1063,Livingston,Kentucky,21139,KY,KY | LIVINGSTON
1064,Logan,Kentucky,21141,KY,KY | LOGAN
1065,Lyon,Kentucky,21143,KY,KY | LYON
1066,McCracken,Kentucky,21145,KY,KY | MCCRACKEN
1067,McCreary,Kentucky,21147,KY,KY | MCCREARY
1068,McLean,Kentucky,21149,KY,KY | MCLEAN
1069,Madison,Kentucky,21151,KY,KY | MADISON
1070,Magoffin,Kentucky,21153,KY,KY | MAGOFFIN
1071,Marion,Kentucky,21155,KY,KY | MARION
1072,Marshall,Kentucky,21157,KY,KY | MARSHALL
1073,Martin,Kentucky,21159,KY,KY | MARTIN
1074,Mason,Kentucky,21161,KY,KY | MASON
1075,Meade,Kentucky,21163,KY,KY | MEADE
1076,Menifee,Kentucky,21165,KY,KY | MENIFEE
1077,Mercer,Kentucky,21167,KY,KY | MERCER
1078,Metcalfe,Kentucky,21169,KY,KY | METCALFE
1079,Monroe,Kentucky,21171,KY,KY | MONROE
1080,Montgomery,Kentucky,21173,KY,KY | MONTGOMERY
1081,Morgan,Kentucky,21175,KY,KY | MORGAN
1082,Muhlenberg,Kentucky,21177,KY,KY | MUHLENBERG
1083,Nelson,Kentucky,21179,KY,KY | NELSON
1084,Nicholas,Kentucky,21181,KY,KY | NICHOLAS
1085,Ohio,Kentucky,21183,KY,KY | OHIO
1086,Oldham,Kentucky,21185,KY,KY | OLDHAM
1087,Owen,Kentucky,21187,KY,KY | OWEN
1088,Owsley,Kentucky,21189,KY,KY | OWSLEY
1089,Pendleton,Kentucky,21191,KY,KY | PENDLETON
1090,Perry,Kentucky,21193,KY,KY | PERRY
1091,Pike,Kentucky,21195,KY,KY | PIKE
1092,Powell,Kentucky,21197,KY,KY | POWELL
1093,Pulaski,Kentucky,21199,KY,KY | PULASKI
1094,Robertson,Kentucky,21201,KY,KY | ROBERTSON
1095,Rockcastle,Kentucky,21203,KY,KY | ROCKCASTLE
1096,Rowan,Kentucky,21205,KY,KY | ROWAN
1097,Russell,Kentucky,21207,KY,KY | RUSSELL
1098,Scott,Kentucky,21209,KY,KY | SCOTT
1099,Shelby,Kentucky,21211,KY,KY | SHELBY
1100,Simpson,Kentucky,21213,KY,KY | SIMPSON
1101,Spencer,Kentucky,21215,KY,KY | SPENCER
1102,Taylor,Kentucky,21217,KY,KY | TAYLOR
1103,Todd,Kentucky,21219,KY,KY | TODD
1104,Trigg,Kentucky,21221,KY,KY | TRIGG
1105,Trimble,Kentucky,21223,KY,KY | TRIMBLE
1106,Union,Kentucky,21225,KY,KY | UNION
1107,Warren,Kentucky,21227,KY,KY | WARREN
1108,Washington,Kentucky,21229,KY,KY | WASHINGTON
1109,Wayne,Kentucky,21231,KY,KY | WAYNE
1110,Webster,Kentucky,21233,KY,KY | WEBSTER
1111,Whitley,Kentucky,21235,KY,KY | WHITLEY
1112,Wolfe,Kentucky,21237,KY,KY | WOLFE
1113,Woodford,Kentucky,21239,KY,KY | WOODFORD
1114,Acadia,Louisiana,22001,LA,LA | ACADIA PARISH
1115,Allen,Louisiana,22003,LA,LA | ALLEN PARISH
1116,Ascension,Louisiana,22005,LA,LA | ASCENSION PARISH
1117,Assumption,Louisiana,22007,LA,LA | ASSUMPTION PARISH
1118,Avoyelles,Louisiana,22009,LA,LA | AVOYELLES PARISH
1119,Beauregard,Louisiana,22011,LA,LA | BEAUREGARD PARISH
1120,Bienville,Louisiana,22013,LA,LA | BIENVILLE PARISH
1121,Bossier,Louisiana,22015,LA,LA | BOSSIER PARISH
1122,Caddo,Louisiana,22017,LA,LA | CADDO PARISH
1123,Calcasieu,Louisiana,22019,LA,LA | CALCASIEU PARISH
1124,Caldwell,Louisiana,22021,LA,LA | CALDWELL PARISH
1125,Cameron,Louisiana,22023,LA,LA | CAMERON PARISH
1126,Catahoula,Louisiana,22025,LA,LA | CATAHOULA PARISH
1127,Claiborne,Louisiana,22027,LA,LA | CLAIBORNE PARISH
1128,Concordia,Louisiana,22029,LA,LA | CONCORDIA PARISH
1129,De Soto,Louisiana,22031,LA,LA | DE SOTO PARISH
1130,East Baton Rouge,Louisiana,22033,LA,LA | EAST BATON ROUGE PARISH
1131,East Carroll,Louisiana,22035,LA,LA | EAST CARROLL PARISH
1132,East Feliciana,Louisiana,22037,LA,LA | EAST FELICIANA PARISH
1133,Evangeline,Louisiana,22039,LA,LA | EVANGELINE PARISH
1134,Franklin,Louisiana,22041,LA,LA | FRANKLIN PARISH
1135,Grant,Louisiana,22043,LA,LA | GRANT PARISH
1136,Iberia,Louisiana,22045,LA,LA | IBERIA PARISH
1137,Iberville,Louisiana,22047,LA,LA | IBERVILLE PARISH
1138,Jackson,Louisiana,22049,LA,LA | JACKSON PARISH
1139,Jefferson,Louisiana,22051,LA,LA | JEFFERSON PARISH
1140,Jefferson Davis,Louisiana,22053,LA,LA | JEFFERSON DAVIS PARISH
1141,Lafayette,Louisiana,22055,LA,LA | LAFAYETTE PARISH
1142,Lafourche,Louisiana,22057,LA,LA | LAFOURCHE PARISH
1143,LaSalle,Louisiana,22059,LA,LA | LASALLE PARISH
1144,Lincoln,Louisiana,22061,LA,LA | LINCOLN PARISH
1145,Livingston,Louisiana,22063,LA,LA | LIVINGSTON PARISH
1146,Madison,Louisiana,22065,LA,LA | MADISON PARISH
1147,Morehouse,Louisiana,22067,LA,LA | MOREHOUSE PARISH
1148,Natchitoches,Louisiana,22069,LA,LA | NATCHITOCHES PARISH
1149,Orleans,Louisiana,22071,LA,LA | ORLEANS PARISH
1150,Ouachita,Louisiana,22073,LA,LA | OUACHITA PARISH
1151,Plaquemines,Louisiana,22075,LA,LA | PLAQUEMINES PARISH
1152,Pointe Coupee,Louisiana,22077,LA,LA | POINTE COUPEE PARISH
1153,Rapides,Louisiana,22079,LA,LA | RAPIDES PARISH
1154,Red River,Louisiana,22081,LA,LA | RED RIVER PARISH
1155,Richland,Louisiana,22083,LA,LA | RICHLAND PARISH
1156,Sabine,Louisiana,22085,LA,LA | SABINE PARISH
1157,St. Bernard,Louisiana,22087,LA,LA | ST. BERNARD PARISH
1158,St. Charles,Louisiana,22089,LA,LA | ST. CHARLES PARISH
1159,St. Helena,Louisiana,22091,LA,LA | ST. HELENA PARISH
1160,St. James,Louisiana,22093,LA,LA | ST. JAMES PARISH
1161,St. John the Baptist,Louisiana,22095,LA,LA | ST. JOHN THE BAPTIST PARISH
1162,St. Landry,Louisiana,22097,LA,LA | ST. LANDRY PARISH
1163,St. Martin,Louisiana,22099,LA,LA | ST. MARTIN PARISH
1164,St. Mary,Louisiana,22101,LA,LA | ST. MARY PARISH
1165,St. Tammany,Louisiana,22103,LA,LA | ST. TAMMANY PARISH
1166,Tangipahoa,Louisiana,22105,LA,LA | TANGIPAHOA PARISH
1167,Tensas,Louisiana,22107,LA,LA | TENSAS PARISH
1168,Terrebonne,Louisiana,22109,LA,LA | TERREBONNE PARISH
1169,Union,Louisiana,22111,LA,LA | UNION PARISH
1170,Vermilion,Louisiana,22113,LA,LA | VERMILION PARISH
1171,Vernon,Louisiana,22115,LA,LA | VERNON PARISH
1172,Washington,Louisiana,22117,LA,LA | WASHINGTON PARISH
1173,Webster,Louisiana,22119,LA,LA | WEBSTER PARISH
1174,West Baton Rouge,Louisiana,22121,LA,LA | WEST BATON ROUGE PARISH
1175,West Carroll,Louisiana,22123,LA,LA | WEST CARROLL PARISH
1176,West Feliciana,Louisiana,22125,LA,LA | WEST FELICIANA PARISH
1177,Winn,Louisiana,22127,LA,LA | WINN PARISH
1178,Androscoggin,Maine,23001,ME,ME | ANDROSCOGGIN
1179,Aroostook,Maine,23003,ME,ME | AROOSTOOK
1180,Cumberland,Maine,23005,ME,ME | CUMBERLAND
1181,Franklin,Maine,23007,ME,ME | FRANKLIN
1182,Hancock,Maine,23009,ME,ME | HANCOCK
1183,Kennebec,Maine,23011,ME,ME | KENNEBEC
1184,Knox,Maine,23013,ME,ME | KNOX
1185,Lincoln,Maine,23015,ME,ME | LINCOLN
1186,Oxford,Maine,23017,ME,ME | OXFORD
1187,Penobscot,Maine,23019,ME,ME | PENOBSCOT
1188,Piscataquis,Maine,23021,ME,ME | PISCATAQUIS
1189,Sagadahoc,Maine,23023,ME,ME | SAGADAHOC
1190,Somerset,Maine,23025,ME,ME | SOMERSET
1191,Waldo,Maine,23027,ME,ME | WALDO
1192,Washington,Maine,23029,ME,ME | WASHINGTON
1193,York,Maine,23031,ME,ME | YORK
1194,Allegany,Maryland,24001,MD,MD | ALLEGANY
1195,Anne Arundel,Maryland,24003,MD,MD | ANNE ARUNDEL
1196,Baltimore,Maryland,24005,MD,MD | BALTIMORE
1197,Calvert,Maryland,24009,MD,MD | CALVERT
1198,Caroline,Maryland,24011,MD,MD | CAROLINE
1199,Carroll,Maryland,24013,MD,MD | CARROLL
1200,Cecil,Maryland,24015,MD,MD | CECIL
1201,Charles,Maryland,24017,MD,MD | CHARLES
1202,Dorchester,Maryland,24019,MD,MD | DORCHESTER
1203,Frederick,Maryland,24021,MD,MD | FREDERICK
1204,Garrett,Maryland,24023,MD,MD | GARRETT
1205,Harford,Maryland,24025,MD,MD | HARFORD
1206,Howard,Maryland,24027,MD,MD | HOWARD
1207,Kent,Maryland,24029,MD,MD | KENT
1208,Montgomery,Maryland,24031,MD,MD | MONTGOMERY
1209,Prince George's,Maryland,24033,MD,MD | PRINCE GEORGE'S
1210,Queen Anne's,Maryland,24035,MD,MD | QUEEN ANNE'S
1211,St. Mary's,Maryland,24037,MD,MD | ST. MARY'S
1212,Somerset,Maryland,24039,MD,MD | SOMERSET
1213,Talbot,Maryland,24041,MD,MD | TALBOT
1214,Washington,Maryland,24043,MD,MD | WASHINGTON
1215,Wicomico,Maryland,24045,MD,MD | WICOMICO
1216,Worcester,Maryland,24047,MD,MD | WORCESTER
1217,Baltimore city,Maryland,24510,MD,MD | BALTIMORE CITY
1218,Barnstable,Massachusetts,25001,MA,MA | BARNSTABLE
1219,Berkshire,Massachusetts,25003,MA,MA | BERKSHIRE
1220,Bristol,Massachusetts,25005,MA,MA | BRISTOL
1221,Dukes,Massachusetts,25007,MA,MA | DUKES
1222,Essex,Massachusetts,25009,MA,MA | ESSEX
1223,Franklin,Massachusetts,25011,MA,MA | FRANKLIN
1224,Hampden,Massachusetts,25013,MA,MA | HAMPDEN
1225,Hampshire,Massachusetts,25015,MA,MA | HAMPSHIRE
1226,Middlesex,Massachusetts,25017,MA,MA | MIDDLESEX
1227,Nantucket,Massachusetts,25019,MA,MA | NANTUCKET
1228,Norfolk,Massachusetts,25021,MA,MA | NORFOLK
1229,Plymouth,Massachusetts,25023,MA,MA | PLYMOUTH
1230,Suffolk,Massachusetts,25025,MA,MA | SUFFOLK
1231,Worcester,Massachusetts,25027,MA,MA | WORCESTER
1232,Alcona,Michigan,26001,MI,MI | ALCONA
1233,Alger,Michigan,26003,MI,MI | ALGER
1234,Allegan,Michigan,26005,MI,MI | ALLEGAN
1235,Alpena,Michigan,26007,MI,MI | ALPENA
1236,Antrim,Michigan,26009,MI,MI | ANTRIM
1237,Arenac,Michigan,26011,MI,MI | ARENAC
1238,Baraga,Michigan,26013,MI,MI | BARAGA
1239,Barry,Michigan,26015,MI,MI | BARRY
1240,Bay,Michigan,26017,MI,MI | BAY
1241,Benzie,Michigan,26019,MI,MI | BENZIE
1242,Berrien,Michigan,26021,MI,MI | BERRIEN
1243,Branch,Michigan,26023,MI,MI | BRANCH
1244,Calhoun,Michigan,26025,MI,MI | CALHOUN
1245,Cass,Michigan,26027,MI,MI | CASS
1246,Charlevoix,Michigan,26029,MI,MI | CHARLEVOIX
1247,Cheboygan,Michigan,26031,MI,MI | CHEBOYGAN
1248,Chippewa,Michigan,26033,MI,MI | CHIPPEWA
1249,Clare,Michigan,26035,MI,MI | CLARE
1250,Clinton,Michigan,26037,MI,MI | CLINTON
1251,Crawford,Michigan,26039,MI,MI | CRAWFORD
1252,Delta,Michigan,26041,MI,MI | DELTA
1253,Dickinson,Michigan,26043,MI,MI | DICKINSON
1254,Eaton,Michigan,26045,MI,MI | EATON
1255,Emmet,Michigan,26047,MI,MI | EMMET
1256,Genesee,Michigan,26049,MI,MI | GENESEE
1257,Gladwin,Michigan,26051,MI,MI | GLADWIN
1258,Gogebic,Michigan,26053,MI,MI | GOGEBIC
1259,Grand Traverse,Michigan,26055,MI,MI | GRAND TRAVERSE
1260,Gratiot,Michigan,26057,MI,MI | GRATIOT
1261,Hillsdale,Michigan,26059,MI,MI | HILLSDALE
1262,Houghton,Michigan,26061,MI,MI | HOUGHTON
1263,Huron,Michigan,26063,MI,MI | HURON
1264,Ingham,Michigan,26065,MI,MI | INGHAM
1265,Ionia,Michigan,26067,MI,MI | IONIA
1266,Iosco,Michigan,26069,MI,MI | IOSCO
1267,Iron,Michigan,26071,MI,MI | IRON
1268,Isabella,Michigan,26073,MI,MI | ISABELLA
1269,Jackson,Michigan,26075,MI,MI | JACKSON
1270,Kalamazoo,Michigan,26077,MI,MI | KALAMAZOO
1271,Kalkaska,Michigan,26079,MI,MI | KALKASKA
1272,Kent,Michigan,26081,MI,MI | KENT
1273,Keweenaw,Michigan,26083,MI,MI | KEWEENAW
1274,Lake,Michigan,26085,MI,MI | LAKE
1275,Lapeer,Michigan,26087,MI,MI | LAPEER
1276,Leelanau,Michigan,26089,MI,MI | LEELANAU
1277,Lenawee,Michigan,26091,MI,MI | LENAWEE
1278,Livingston,Michigan,26093,MI,MI | LIVINGSTON
1279,Luce,Michigan,26095,MI,MI | LUCE
1280,Mackinac,Michigan,26097,MI,MI | MACKINAC
1281,Macomb,Michigan,26099,MI,MI | MACOMB
1282,Manistee,Michigan,26101,MI,MI | MANISTEE
1283,Marquette,Michigan,26103,MI,MI | MARQUETTE
1284,Mason,Michigan,26105,MI,MI | MASON
1285,Mecosta,Michigan,26107,MI,MI | MECOSTA
1286,Menominee,Michigan,26109,MI,MI | MENOMINEE
1287,Midland,Michigan,26111,MI,MI | MIDLAND
1288,Missaukee,Michigan,26113,MI,MI | MISSAUKEE
1289,Monroe,Michigan,26115,MI,MI | MONROE
1290,Montcalm,Michigan,26117,MI,MI | MONTCALM
1291,Montmorency,Michigan,26119,MI,MI | MONTMORENCY
1292,Muskegon,Michigan,26121,MI,MI | MUSKEGON
1293,Newaygo,Michigan,26123,MI,MI | NEWAYGO
1294,Oakland,Michigan,26125,MI,MI | OAKLAND
1295,Oceana,Michigan,26127,MI,MI | OCEANA
1296,Ogemaw,Michigan,26129,MI,MI | OGEMAW
1297,Ontonagon,Michigan,26131,MI,MI | ONTONAGON
1298,Osceola,Michigan,26133,MI,MI | OSCEOLA
1299,Oscoda,Michigan,26135,MI,MI | OSCODA
1300,Otsego,Michigan,26137,MI,MI | OTSEGO
1301,Ottawa,Michigan,26139,MI,MI | OTTAWA
1302,Presque Isle,Michigan,26141,MI,MI | PRESQUE ISLE
1303,Roscommon,Michigan,26143,MI,MI | ROSCOMMON
1304,Saginaw,Michigan,26145,MI,MI | SAGINAW
1305,St. Clair,Michigan,26147,MI,MI | ST. CLAIR
1306,St. Joseph,Michigan,26149,MI,MI | ST. JOSEPH
1307,Sanilac,Michigan,26151,MI,MI | SANILAC
1308,Schoolcraft,Michigan,26153,MI,MI | SCHOOLCRAFT
1309,Shiawassee,Michigan,26155,MI,MI | SHIAWASSEE
1310,Tuscola,Michigan,26157,MI,MI | TUSCOLA
1311,Van Buren,Michigan,26159,MI,MI | VAN BUREN
1312,Washtenaw,Michigan,26161,MI,MI | WASHTENAW
1313,Wayne,Michigan,26163,MI,MI | WAYNE
1314,Wexford,Michigan,26165,MI,MI | WEXFORD
1315,Aitkin,Minnesota,27001,MN,MN | AITKIN
1316,Anoka,Minnesota,27003,MN,MN | ANOKA
1317,Becker,Minnesota,27005,MN,MN | BECKER
1318,Beltrami,Minnesota,27007,MN,MN | BELTRAMI
1319,Benton,Minnesota,27009,MN,MN | BENTON
1320,Big Stone,Minnesota,27011,MN,MN | BIG STONE
1321,Blue Earth,Minnesota,27013,MN,MN | BLUE EARTH
1322,Brown,Minnesota,27015,MN,MN | BROWN
1323,Carlton,Minnesota,27017,MN,MN | CARLTON
1324,Carver,Minnesota,27019,MN,MN | CARVER
1325,Cass,Minnesota,27021,MN,MN | CASS
1326,Chippewa,Minnesota,27023,MN,MN | CHIPPEWA
1327,Chisago,Minnesota,27025,MN,MN | CHISAGO
1328,Clay,Minnesota,27027,MN,MN | CLAY
1329,Clearwater,Minnesota,27029,MN,MN | CLEARWATER
1330,Cook,Minnesota,27031,MN,MN | COOK
1331,Cottonwood,Minnesota,27033,MN,MN | COTTONWOOD
1332,Crow Wing,Minnesota,27035,MN,MN | CROW WING
1333,Dakota,Minnesota,27037,MN,MN | DAKOTA
1334,Dodge,Minnesota,27039,MN,MN | DODGE
1335,Douglas,Minnesota,27041,MN,MN | DOUGLAS
1336,Faribault,Minnesota,27043,MN,MN | FARIBAULT
1337,Fillmore,Minnesota,27045,MN,MN | FILLMORE
1338,Freeborn,Minnesota,27047,MN,MN | FREEBORN
1339,Goodhue,Minnesota,27049,MN,MN | GOODHUE
1340,Grant,Minnesota,27051,MN,MN | GRANT
1341,Hennepin,Minnesota,27053,MN,MN | HENNEPIN
1342,Houston,Minnesota,27055,MN,MN | HOUSTON
1343,Hubbard,Minnesota,27057,MN,MN | HUBBARD
1344,Isanti,Minnesota,27059,MN,MN | ISANTI
1345,Itasca,Minnesota,27061,MN,MN | ITASCA
1346,Jackson,Minnesota,27063,MN,MN | JACKSON
1347,Kanabec,Minnesota,27065,MN,MN | KANABEC
1348,Kandiyohi,Minnesota,27067,MN,MN | KANDIYOHI
1349,Kittson,Minnesota,27069,MN,MN | KITTSON
1350,Koochiching,Minnesota,27071,MN,MN | KOOCHICHING
1351,Lac qui Parle,Minnesota,27073,MN,MN | LAC QUI PARLE
1352,Lake,Minnesota,27075,MN,MN | LAKE
1353,Lake of the Woods,Minnesota,27077,MN,MN | LAKE OF THE WOODS
1354,Le Sueur,Minnesota,27079,MN,MN | LE SUEUR
1355,Lincoln,Minnesota,27081,MN,MN | LINCOLN
1356,Lyon,Minnesota,27083,MN,MN | LYON
1357,McLeod,Minnesota,27085,MN,MN | MCLEOD
1358,Mahnomen,Minnesota,27087,MN,MN | MAHNOMEN
1359,Marshall,Minnesota,27089,MN,MN | MARSHALL
1360,Martin,Minnesota,27091,MN,MN | MARTIN
1361,Meeker,Minnesota,27093,MN,MN | MEEKER
1362,Mille Lacs,Minnesota,27095,MN,MN | MILLE LACS
1363,Morrison,Minnesota,27097,MN,MN | MORRISON
1364,Mower,Minnesota,27099,MN,MN | MOWER
1365,Murray,Minnesota,27101,MN,MN | MURRAY
1366,Nicollet,Minnesota,27103,MN,MN | NICOLLET
1367,Nobles,Minnesota,27105,MN,MN | NOBLES
1368,Norman,Minnesota,27107,MN,MN | NORMAN
1369,Olmsted,Minnesota,27109,MN,MN | OLMSTED
1370,Otter Tail,Minnesota,27111,MN,MN | OTTER TAIL
1371,Pennington,Minnesota,27113,MN,MN | PENNINGTON
1372,Pine,Minnesota,27115,MN,MN | PINE
1373,Pipestone,Minnesota,27117,MN,MN | PIPESTONE
1374,Polk,Minnesota,27119,MN,MN | POLK
1375,Pope,Minnesota,27121,MN,MN | POPE
1376,Ramsey,Minnesota,27123,MN,MN | RAMSEY
1377,Red Lake,Minnesota,27125,MN,MN | RED LAKE
1378,Redwood,Minnesota,27127,MN,MN | REDWOOD
1379,Renville,Minnesota,27129,MN,MN | RENVILLE
1380,Rice,Minnesota,27131,MN,MN | RICE
1381,Rock,Minnesota,27133,MN,MN | ROCK
1382,Roseau,Minnesota,27135,MN,MN | ROSEAU
1383,St. Louis,Minnesota,27137,MN,MN | ST. LOUIS
1384,Scott,Minnesota,27139,MN,MN | SCOTT
1385,Sherburne,Minnesota,27141,MN,MN | SHERBURNE
1386,Sibley,Minnesota,27143,MN,MN | SIBLEY
1387,Stearns,Minnesota,27145,MN,MN | STEARNS
1388,Steele,Minnesota,27147,MN,MN | STEELE
1389,Stevens,Minnesota,27149,MN,MN | STEVENS
1390,Swift,Minnesota,27151,MN,MN | SWIFT
1391,Todd,Minnesota,27153,MN,MN | TODD
1392,Traverse,Minnesota,27155,MN,MN | TRAVERSE
1393,Wabasha,Minnesota,27157,MN,MN | WABASHA
1394,Wadena,Minnesota,27159,MN,MN | WADENA
1395,Waseca,Minnesota,27161,MN,MN | WASECA
1396,Washington,Minnesota,27163,MN,MN | WASHINGTON
1397,Watonwan,Minnesota,27165,MN,MN | WATONWAN
1398,Wilkin,Minnesota,27167,MN,MN | WILKIN
1399,Winona,Minnesota,27169,MN,MN | WINONA
1400,Wright,Minnesota,27171,MN,MN | WRIGHT
1401,Yellow Medicine,Minnesota,27173,MN,MN | YELLOW MEDICINE
1402,Adams,Mississippi,28001,MS,MS | ADAMS
1403,Alcorn,Mississippi,28003,MS,MS | ALCORN
1404,Amite,Mississippi,28005,MS,MS | AMITE
1405,Attala,Mississippi,28007,MS,MS | ATTALA
1406,Benton,Mississippi,28009,MS,MS | BENTON
1407,Bolivar,Mississippi,28011,MS,MS | BOLIVAR
1408,Calhoun,Mississippi,28013,MS,MS | CALHOUN
1409,Carroll,Mississippi,28015,MS,MS | CARROLL
1410,Chickasaw,Mississippi,28017,MS,MS | CHICKASAW
1411,Choctaw,Mississippi,28019,MS,MS | CHOCTAW
1412,Claiborne,Mississippi,28021,MS,MS | CLAIBORNE
1413,Clarke,Mississippi,28023,MS,MS | CLARKE
1414,Clay,Mississippi,28025,MS,MS | CLAY
1415,Coahoma,Mississippi,28027,MS,MS | COAHOMA
1416,Copiah,Mississippi,28029,MS,MS | COPIAH
1417,Covington,Mississippi,28031,MS,MS | COVINGTON
1418,DeSoto,Mississippi,28033,MS,MS | DESOTO
1419,Forrest,Mississippi,28035,MS,MS | FORREST
1420,Franklin,Mississippi,28037,MS,MS | FRANKLIN
1421,George,Mississippi,28039,MS,MS | GEORGE
1422,Greene,Mississippi,28041,MS,MS | GREENE
1423,Grenada,Mississippi,28043,MS,MS | GRENADA
1424,Hancock,Mississippi,28045,MS,MS | HANCOCK
1425,Harrison,Mississippi,28047,MS,MS | HARRISON
1426,Hinds,Mississippi,28049,MS,MS | HINDS
1427,Holmes,Mississippi,28051,MS,MS | HOLMES
1428,Humphreys,Mississippi,28053,MS,MS | HUMPHREYS
1429,Issaquena,Mississippi,28055,MS,MS | ISSAQUENA
1430,Itawamba,Mississippi,28057,MS,MS | ITAWAMBA
1431,Jackson,Mississippi,28059,MS,MS | JACKSON
1432,Jasper,Mississippi,28061,MS,MS | JASPER
1433,Jefferson,Mississippi,28063,MS,MS | JEFFERSON
1434,Jefferson Davis,Mississippi,28065,MS,MS | JEFFERSON DAVIS
1435,Jones,Mississippi,28067,MS,MS | JONES
1436,Kemper,Mississippi,28069,MS,MS | KEMPER
1437,Lafayette,Mississippi,28071,MS,MS | LAFAYETTE
1438,Lamar,Mississippi,28073,MS,MS | LAMAR
1439,Lauderdale,Mississippi,28075,MS,MS | LAUDERDALE
1440,Lawrence,Mississippi,28077,MS,MS | LAWRENCE
1441,Leake,Mississippi,28079,MS,MS | LEAKE
1442,Lee,Mississippi,28081,MS,MS | LEE
1443,Leflore,Mississippi,28083,MS,MS | LEFLORE
1444,Lincoln,Mississippi,28085,MS,MS | LINCOLN
1445,Lowndes,Mississippi,28087,MS,MS | LOWNDES
1446,Madison,Mississippi,28089,MS,MS | MADISON
1447,Marion,Mississippi,28091,MS,MS | MARION
1448,Marshall,Mississippi,28093,MS,MS | MARSHALL
1449,Monroe,Mississippi,28095,MS,MS | MONROE
1450,Montgomery,Mississippi,28097,MS,MS | MONTGOMERY
