,state,state_po,district,party_simplified,votes,county_fips,jurisdiction_fips,year,special,writein,state_fips,state_cen,state_ic,readme_check,magnitude,totalVotes,votePercentage
185,DELAWARE,DE,0,LIBERTARIAN,3814,8722552.0,8722552.0,1761440,0,0,8720,44472,9592,0,872,488270,0.007811251971245417
186,DELAWARE,DE,0,OTHER,6682,8722552.0,8722552.0,1761440,0,0,8720,44472,9592,0,872,488270,0.013685051303582035
187,DELAWARE,DE,0,REPUBLICAN,196392,8722552.0,8722552.0,1761440,0,0,8720,44472,9592,0,872,488270,0.4022200831507158
188,DISTRICT OF COLUMBIA,DC,0,DEMOCRAT,281831,1584144.0,1584144.0,290880,0,0,1584,7632,7920,0,144,324324,0.8689797856464523
189,DISTRICT OF COLUMBIA,DC,0,LIBERTARIAN,9678,1584144.0,1584144.0,290880,0,0,1584,7632,7920,0,144,324324,0.02984052984052984
190,DISTRICT OF COLUMBIA,DC,0,OTHER,32815,9504864.0,9504864.0,1745280,0,0,9504,45792,47520,0,864,324324,0.10117968451301784
191,FLORIDA,FL,1,DEMOCRAT,149172,2415110.0,2415110.0,404000,0,0,2400,11800,8600,0,200,432524,0.3448872201311372
192,FLORIDA,FL,1,REPUBLICAN,283352,2415110.0,2415110.0,404000,0,0,2400,11800,8600,0,200,432524,0.6551127798688627
193,FLORIDA,FL,2,REPUBLICAN,305337,3606789.0,3606789.0,603980,0,0,3588,17641,12857,0,299,305337,1.0
194,FLORIDA,FL,3,DEMOCRAT,167326,2626032.0,2626032.0,440360,0,0,2616,12862,9374,0,218,390401,0.42860033657700675
195,FLORIDA,FL,3,REPUBLICAN,223075,2626032.0,2626032.0,440360,0,0,2616,12862,9374,0,218,390401,0.5713996634229933
196,FLORIDA,FL,4,DEMOCRAT,196423,2205975.0,2205975.0,369660,0,0,2196,10797,7869,0,183,504920,0.38901806226728985
197,FLORIDA,FL,4,REPUBLICAN,308497,2205975.0,2205975.0,369660,0,0,2196,10797,7869,0,183,504920,0.6109819377327101
198,FLORIDA,FL,5,DEMOCRAT,219463,3289319.0,3289319.0,551460,0,0,3276,16107,11739,0,273,336973,0.6512776988067294
199,FLORIDA,FL,5,REPUBLICAN,117510,3289319.0,3289319.0,551460,0,0,3276,16107,11739,0,273,336973,0.3487223011932707
200,FLORIDA,FL,6,DEMOCRAT,172305,2251560.0,2251560.0,375720,0,0,2232,10974,7998,0,186,437698,0.393661839898743
201,FLORIDA,FL,6,REPUBLICAN,265393,2251560.0,2251560.0,375720,0,0,2232,10974,7998,0,186,437698,0.6063381601012571
202,FLORIDA,FL,7,DEMOCRAT,224955,1864632.0,1864632.0,311080,0,0,1848,9086,6622,0,154,400696,0.5614106454768703
203,FLORIDA,FL,7,REPUBLICAN,175741,1864632.0,1864632.0,311080,0,0,1848,9086,6622,0,154,400696,0.43858935452312975
204,FLORIDA,FL,8,DEMOCRAT,177695,2548244.0,2548244.0,428240,0,0,2544,12508,9116,0,212,459788,0.38647159125510017
205,FLORIDA,FL,8,REPUBLICAN,282093,2548244.0,2548244.0,428240,0,0,2544,12508,9116,0,212,459788,0.6135284087448998
206,FLORIDA,FL,9,DEMOCRAT,240724,2553015.0,2553015.0,426220,0,0,2532,12449,9073,0,211,429613,0.560327550609502
207,FLORIDA,FL,9,REPUBLICAN,188889,2553015.0,2553015.0,426220,0,0,2532,12449,9073,0,211,429613,0.43967244939049793
208,FLORIDA,FL,10,DEMOCRAT,239434,1741680.0,1741680.0,290880,0,0,1728,8496,6192,0,144,376323,0.6362459908110851
209,FLORIDA,FL,10,REPUBLICAN,136889,1741680.0,1741680.0,290880,0,0,1728,8496,6192,0,144,376323,0.3637540091889148
210,FLORIDA,FL,11,DEMOCRAT,158094,2377469.0,2377469.0,397940,0,0,2364,11623,8471,0,197,475073,0.3327783309091445
211,FLORIDA,FL,11,REPUBLICAN,316979,2377469.0,2377469.0,397940,0,0,2364,11623,8471,0,197,475073,0.6672216690908556
212,FLORIDA,FL,12,DEMOCRAT,168194,2165847.0,2165847.0,361580,0,0,2148,10561,7697,0,179,453135,0.37117856709369174
213,FLORIDA,FL,12,REPUBLICAN,284941,2165847.0,2165847.0,361580,0,0,2148,10561,7697,0,179,453135,0.6288214329063083
214,FLORIDA,FL,13,DEMOCRAT,215405,2916823.0,2916823.0,486820,0,0,2892,14219,10363,0,241,406118,0.5304000315179332
215,FLORIDA,FL,13,REPUBLICAN,190713,2916823.0,2916823.0,486820,0,0,2892,14219,10363,0,241,406118,0.4695999684820668
216,FLORIDA,FL,14,DEMOCRAT,224240,2519913.0,2519913.0,422180,0,0,2508,12331,8987,0,209,372136,0.6025754025410065
217,FLORIDA,FL,14,REPUBLICAN,147896,2519913.0,2519913.0,422180,0,0,2508,12331,8987,0,209,372136,0.3974245974589935
218,FLORIDA,FL,15,DEMOCRAT,174297,2342418.0,2342418.0,391880,0,0,2328,11446,8342,0,194,390671,0.4461477816372344
219,FLORIDA,FL,15,REPUBLICAN,216374,2342418.0,2342418.0,391880,0,0,2328,11446,8342,0,194,390671,0.5538522183627655
220,FLORIDA,FL,16,DEMOCRAT,215683,2247182.0,2247182.0,375720,0,0,2232,10974,7998,0,186,484684,0.444997152784082
221,FLORIDA,FL,16,REPUBLICAN,269001,2247182.0,2247182.0,375720,0,0,2232,10974,7998,0,186,484684,0.555002847215918
222,FLORIDA,FL,17,DEMOCRAT,140487,2834525.0,2834525.0,474700,0,0,2820,13865,10105,0,235,407001,0.3451760560784863
223,FLORIDA,FL,17,REPUBLICAN,266514,2834525.0,2834525.0,474700,0,0,2820,13865,10105,0,235,407001,0.6548239439215137
224,FLORIDA,FL,18,DEMOCRAT,186674,4186630.0,4186630.0,698920,0,0,4152,20414,14878,0,346,439960,0.42429766342394765
225,FLORIDA,FL,18,REPUBLICAN,253286,4186630.0,4186630.0,698920,0,0,4152,20414,14878,0,346,439960,0.5757023365760524
226,FLORIDA,FL,19,DEMOCRAT,172146,1772687.0,1772687.0,296940,0,0,1764,8673,6321,0,147,444586,0.38720517515171415
227,FLORIDA,FL,19,REPUBLICAN,272440,1772687.0,1772687.0,296940,0,0,1764,8673,6321,0,147,444586,0.6127948248482858
228,FLORIDA,FL,20,DEMOCRAT,253661,3580203.0,3580203.0,599940,0,0,3564,17523,12771,0,297,322409,0.7867677391139826
229,FLORIDA,FL,20,REPUBLICAN,68748,3580203.0,3580203.0,599940,0,0,3564,17523,12771,0,297,322409,0.21323226088601746
230,FLORIDA,FL,21,DEMOCRAT,237925,4972689.0,4972689.0,830220,0,0,4932,24249,17673,0,411,395537,0.6015240040754721
231,FLORIDA,FL,21,REPUBLICAN,157612,4972689.0,4972689.0,830220,0,0,4932,24249,17673,0,411,395537,0.3984759959245279
232,FLORIDA,FL,22,DEMOCRAT,235764,3260173.0,3260173.0,547420,0,0,3252,15989,11653,0,271,402317,0.5860155051862089
233,FLORIDA,FL,22,REPUBLICAN,166553,3260173.0,3260173.0,547420,0,0,3252,15989,11653,0,271,402317,0.4139844948137911
234,FLORIDA,FL,23,DEMOCRAT,221239,2800213.0,2800213.0,470660,0,0,2796,13747,10019,0,233,380113,0.5820348159626216
235,FLORIDA,FL,23,REPUBLICAN,158874,2800213.0,2800213.0,470660,0,0,2796,13747,10019,0,233,380113,0.41796518403737837
236,FLORIDA,FL,24,DEMOCRAT,218825,3284917.0,3284917.0,549440,0,0,3264,16048,11696,0,272,277909,0.7873980331691309
237,FLORIDA,FL,24,REPUBLICAN,59084,3284917.0,3284917.0,549440,0,0,3264,16048,11696,0,272,277909,0.2126019668308691
238,FLORIDA,FL,26,DEMOCRAT,165401,2997361.0,2997361.0,500960,0,0,2976,14632,10664,0,248,342616,0.4827591239171551
239,FLORIDA,FL,26,REPUBLICAN,177215,2997361.0,2997361.0,500960,0,0,2976,14632,10664,0,248,342616,0.517240876082845
240,FLORIDA,FL,27,DEMOCRAT,166758,2997328.0,2997328.0,500960,0,0,2976,14632,10664,0,248,342899,0.4863181286617925
241,FLORIDA,FL,27,REPUBLICAN,176141,2997328.0,2997328.0,500960,0,0,2976,14632,10664,0,248,342899,0.5136818713382074
242,GEORGIA,GA,1,DEMOCRAT,135238,11849952.0,11849952.0,1826080,0,0,11752,52432,39776,0,904,324695,0.4165077996273426
243,GEORGIA,GA,1,REPUBLICAN,189457,11849952.0,11849952.0,1826080,0,0,11752,52432,39776,0,904,324695,0.5834922003726574
244,GEORGIA,GA,2,DEMOCRAT,161397,11203244.0,11203244.0,1721040,0,0,11076,49416,37488,0,852,273017,0.5911609899749832
245,GEORGIA,GA,2,REPUBLICAN,111620,11203244.0,11203244.0,1721040,0,0,11076,49416,37488,0,852,273017,0.40883901002501677
246,GEORGIA,GA,3,DEMOCRAT,129792,9679712.0,9679712.0,1486720,0,0,9568,42688,32384,0,736,371318,0.3495440565768425
247,GEORGIA,GA,3,REPUBLICAN,241526,9679712.0,9679712.0,1486720,0,0,9568,42688,32384,0,736,371318,0.6504559434231575
248,GEORGIA,GA,4,DEMOCRAT,278906,8872724.0,8872724.0,1365520,0,0,8788,39208,29744,0,676,348299,0.8007660085156719
249,GEORGIA,GA,4,REPUBLICAN,69393,8872724.0,8872724.0,1365520,0,0,8788,39208,29744,0,676,348299,0.19923399148432813
250,GEORGIA,GA,5,DEMOCRAT,301857,14105892.0,14105892.0,2173520,0,0,13988,62408,47344,0,1076,354503,0.8514934993497939
251,GEORGIA,GA,5,REPUBLICAN,52646,14105892.0,14105892.0,2173520,0,0,13988,62408,47344,0,1076,354503,0.14850650065020607
252,GEORGIA,GA,6,DEMOCRAT,216775,10690216.0,10690216.0,1648320,0,0,10608,47328,35904,0,816,397104,0.5458897417301262
253,GEORGIA,GA,6,REPUBLICAN,180329,10690216.0,10690216.0,1648320,0,0,10608,47328,35904,0,816,397104,0.4541102582698739
254,GEORGIA,GA,7,DEMOCRAT,190900,6671500.0,6671500.0,1026160,0,0,6604,29464,22352,0,508,371464,0.5139125191135615
255,GEORGIA,GA,7,REPUBLICAN,180564,6671500.0,6671500.0,1026160,0,0,6604,29464,22352,0,508,371464,0.48608748088643855
256,GEORGIA,GA,8,DEMOCRAT,109264,10910540.0,10910540.0,1672560,0,0,10764,48024,36432,0,828,307965,0.35479356420372443
257,GEORGIA,GA,8,REPUBLICAN,198701,10910540.0,10910540.0,1672560,0,0,10764,48024,36432,0,828,307965,0.6452064357962756
258,GEORGIA,GA,9,DEMOCRAT,79797,8733736.0,8733736.0,1341280,0,0,8632,38512,29216,0,664,372547,0.21419310852053566
259,GEORGIA,GA,9,REPUBLICAN,292750,8733736.0,8733736.0,1341280,0,0,8632,38512,29216,0,664,372547,0.7858068914794644
260,GEORGIA,GA,10,DEMOCRAT,142636,10531088.0,10531088.0,1616000,0,0,10400,46400,35200,0,800,378446,0.3768992141547275
261,GEORGIA,GA,10,REPUBLICAN,235810,10531088.0,10531088.0,1616000,0,0,10400,46400,35200,0,800,378446,0.6231007858452725
262,GEORGIA,GA,11,DEMOCRAT,160623,7681420.0,7681420.0,1187760,0,0,7644,34104,25872,0,588,405882,0.3957381702071045
263,GEORGIA,GA,11,REPUBLICAN,245259,7681420.0,7681420.0,1187760,0,0,7644,34104,25872,0,588,405882,0.6042618297928954
264,GEORGIA,GA,12,DEMOCRAT,129061,12733776.0,12733776.0,1955360,0,0,12584,56144,42592,0,968,310099,0.416192893237321
265,GEORGIA,GA,12,REPUBLICAN,181038,12733776.0,12733776.0,1955360,0,0,12584,56144,42592,0,968,310099,0.583807106762679
266,GEORGIA,GA,13,DEMOCRAT,279045,9797716.0,9797716.0,1510960,0,0,9724,43384,32912,0,748,360521,0.7740048429911156
267,GEORGIA,GA,13,REPUBLICAN,81476,9797716.0,9797716.0,1510960,0,0,9724,43384,32912,0,748,360521,0.22599515700888437
268,GEORGIA,GA,14,DEMOCRAT,77798,8117376.0,8117376.0,1244320,0,0,8008,35728,27104,0,616,307625,0.25289882161722876
269,GEORGIA,GA,14,REPUBLICAN,229827,8117376.0,8117376.0,1244320,0,0,8008,35728,27104,0,616,307625,0.7471011783827712
270,HAWAII,HI,1,DEMOCRAT,183245,5176035.0,5176035.0,696900,0,0,5175,32775,28290,0,345,254433,0.7202092495863351
271,HAWAII,HI,1,REPUBLICAN,71188,5176035.0,5176035.0,696900,0,0,5175,32775,28290,0,345,254433,0.2797907504136649
272,HAWAII,HI,2,DEMOCRAT,171517,6076779.0,6076779.0,818100,0,0,6075,38475,33210,0,405,272102,0.630340828071826
273,HAWAII,HI,2,LIBERTARIAN,6785,6076779.0,6076779.0,818100,0,0,6075,38475,33210,0,405,272102,0.024935502127878515
274,HAWAII,HI,2,OTHER,9773,18230337.0,18230337.0,2454300,0,0,18225,115425,99630,0,1215,272102,0.035916678304459354
275,HAWAII,HI,2,REPUBLICAN,84027,6076779.0,6076779.0,818100,0,0,6075,38475,33210,0,405,272102,0.3088069914958361
276,IDAHO,ID,1,DEMOCRAT,131380,7554923.0,7554923.0,951420,0,0,7536,38622,29673,0,471,458576,0.28649558633683403
277,IDAHO,ID,1,LIBERTARIAN,16453,7554923.0,7554923.0,951420,0,0,7536,38622,29673,0,471,458576,0.03587845853250061
278,IDAHO,ID,1,OTHER,7,7554923.0,7554923.0,951420,0,471,7536,38622,29673,0,471,458576,1.5264645336868916e-05
279,IDAHO,ID,1,REPUBLICAN,310736,7554923.0,7554923.0,951420,0,0,7536,38622,29673,0,471,458576,0.6776106904853285
280,IDAHO,ID,2,DEMOCRAT,124151,8064287.0,8064287.0,1016060,0,0,8048,41246,31689,0,503,391333,0.31725154791443605
281,IDAHO,ID,2,LIBERTARIAN,7940,8064287.0,8064287.0,1016060,0,0,8048,41246,31689,0,503,391333,0.0202896254596469
282,IDAHO,ID,2,OTHER,8573,8064287.0,8064287.0,1016060,0,0,8048,41246,31689,0,503,391333,0.021907173685837892
283,IDAHO,ID,2,REPUBLICAN,250669,8064287.0,8064287.0,1016060,0,0,8048,41246,31689,0,503,391333,0.6405516529400792
284,ILLINOIS,IL,1,DEMOCRAT,239943,10328588.0,10328588.0,1224120,0,0,10302,19998,12726,0,606,324970,0.7383543096285811
285,ILLINOIS,IL,1,REPUBLICAN,85027,10294526.0,10294526.0,1220080,0,0,10268,19932,12684,0,604,324970,0.2616456903714189
286,ILLINOIS,IL,2,DEMOCRAT,234896,8847411.0,8847411.0,1048380,0,0,8823,17127,10899,0,519,298038,0.7881411095229467
287,ILLINOIS,IL,2,REPUBLICAN,63142,8796318.0,8796318.0,1042320,0,0,8772,17028,10836,0,516,298038,0.21185889047705325
288,ILLINOIS,IL,3,DEMOCRAT,172997,8471569.0,8471569.0,1003940,0,0,8449,16401,10437,0,497,306848,0.5637872823026384
289,ILLINOIS,IL,3,REPUBLICAN,133851,8420476.0,8420476.0,997880,0,0,8398,16302,10374,0,494,306848,0.4362127176973616
290,ILLINOIS,IL,4,DEMOCRAT,187219,7561764.0,7561764.0,896880,0,0,7548,14652,9324,0,444,222737,0.8405383928130485
291,ILLINOIS,IL,4,REPUBLICAN,35518,7476609.0,7476609.0,886780,0,0,7463,14487,9219,0,439,222737,0.15946160718695143
292,ILLINOIS,IL,5,DEMOCRAT,255661,9963963.0,9963963.0,1181700,0,0,9945,19305,12285,0,585,361269,0.7076748904555885
293,ILLINOIS,IL,5,OTHER,9408,9844746.0,9844746.0,1167560,0,0,9826,19074,12138,0,578,361269,0.02604153691570547
294,ILLINOIS,IL,5,REPUBLICAN,96200,9912870.0,9912870.0,1175640,0,0,9894,19206,12222,0,582,361269,0.26628357262870606
295,ILLINOIS,IL,6,DEMOCRAT,213777,10916506.0,10916506.0,1292800,0,0,10880,21120,13440,0,640,404747,0.5281743904216708
296,ILLINOIS,IL,6,LIBERTARIAN,7079,10899475.0,10899475.0,1290780,0,0,10863,21087,13419,0,639,404747,0.017489938158899262
297,ILLINOIS,IL,6,REPUBLICAN,183891,10916506.0,10916506.0,1292800,0,0,10880,21120,13440,0,640,404747,0.45433567141942993
298,ILLINOIS,IL,7,DEMOCRAT,249383,10150476.0,10150476.0,1203920,0,0,10132,19668,12516,0,596,310128,0.8041292627560234
299,ILLINOIS,IL,7,OTHER,19355,10099383.0,10099383.0,1197860,0,0,10081,19569,12453,0,593,310128,0.06240971469844709
300,ILLINOIS,IL,7,REPUBLICAN,41390,10065321.0,10065321.0,1193820,0,0,10047,19503,12411,0,591,310128,0.13346102254552958
301,ILLINOIS,IL,8,DEMOCRAT,186251,8095663.0,8095663.0,959500,0,0,8075,15675,9975,0,475,254578,0.7316068159856705
302,ILLINOIS,IL,8,LIBERTARIAN,68327,8095663.0,8095663.0,959500,0,0,8075,15675,9975,0,475,254578,0.2683931840143296
303,ILLINOIS,IL,9,DEMOCRAT,262045,8770965.0,8770965.0,1040300,0,0,8755,16995,10815,0,515,369170,0.7098220332096324
304,ILLINOIS,IL,9,REPUBLICAN,107125,8736903.0,8736903.0,1036260,0,0,8721,16929,10773,0,513,369170,0.29017796679036756
305,ILLINOIS,IL,10,DEMOCRAT,202402,7020135.0,7020135.0,830220,0,0,6987,13563,8631,0,411,316844,0.6388064788981328
306,ILLINOIS,IL,10,REPUBLICAN,114442,7020135.0,7020135.0,830220,0,0,6987,13563,8631,0,411,316844,0.36119352110186714
307,ILLINOIS,IL,11,DEMOCRAT,194557,8003264.0,8003264.0,945360,0,0,7956,15444,9828,0,468,307364,0.6329856456839448
308,ILLINOIS,IL,11,REPUBLICAN,112807,8003264.0,8003264.0,945360,0,0,7956,15444,9828,0,468,307364,0.3670143543160552
309,ILLINOIS,IL,12,DEMOCRAT,127577,11122009.0,11122009.0,1310980,0,0,11033,21417,13629,0,649,322416,0.3956906605131259
310,ILLINOIS,IL,12,REPUBLICAN,194839,11122009.0,11122009.0,1310980,0,0,11033,21417,13629,0,649,322416,0.6043093394868742
311,ILLINOIS,IL,13,DEMOCRAT,151648,10310861.0,10310861.0,1218060,0,0,10251,19899,12663,0,603,333021,0.4553706823293426
312,ILLINOIS,IL,13,REPUBLICAN,181373,10310861.0,10310861.0,1218060,0,0,10251,19899,12663,0,603,333021,0.5446293176706574
313,ILLINOIS,IL,14,DEMOCRAT,203209,7901770.0,7901770.0,933240,0,0,7854,15246,9702,0,462,401044,0.5067000129661583
314,ILLINOIS,IL,14,REPUBLICAN,197835,7901770.0,7901770.0,933240,0,0,7854,15246,9702,0,462,401044,0.49329998703384165
315,ILLINOIS,IL,15,DEMOCRAT,88559,13934379.0,13934379.0,1646300,0,0,13855,26895,17115,0,815,333506,0.26553945056460754
316,ILLINOIS,IL,15,REPUBLICAN,244947,13934379.0,13934379.0,1646300,0,0,13855,26895,17115,0,815,333506,0.7344605494353925
317,ILLINOIS,IL,16,DEMOCRAT,119313,11154224.0,11154224.0,1317040,0,0,11084,21516,13692,0,652,338152,0.35283836854432327
318,ILLINOIS,IL,16,REPUBLICAN,218839,11154224.0,11154224.0,1317040,0,0,11084,21516,13692,0,652,338152,0.6471616314556767
319,ILLINOIS,IL,17,DEMOCRAT,156011,11533547.0,11533547.0,1359460,0,0,11441,22209,14133,0,673,299874,0.5202551738396793
320,ILLINOIS,IL,17,REPUBLICAN,143863,11533547.0,11533547.0,1359460,0,0,11441,22209,14133,0,673,299874,0.47974482616032066
321,ILLINOIS,IL,18,DEMOCRAT,110039,13099999.0,13099999.0,1545300,0,0,13005,25245,16065,0,765,371879,0.29590001048728215
322,ILLINOIS,IL,18,REPUBLICAN,261840,13099999.0,13099999.0,1545300,0,0,13005,25245,16065,0,765,371879,0.7040999895127178
323,INDIANA,IN,1,DEMOCRAT,172543,8651216.0,8651216.0,965560,0,0,8604,15296,10516,478,478,302502,0.5703863114954612
324,INDIANA,IN,1,LIBERTARIAN,8396,8651216.0,8651216.0,965560,0,0,8604,15296,10516,478,478,302502,0.027755188395448625
325,INDIANA,IN,1,REPUBLICAN,121563,8651216.0,8651216.0,965560,0,0,8604,15296,10516,478,478,302502,0.4018585001090902
326,INDIANA,IN,2,DEMOCRAT,36642,3884815.0,3884815.0,434300,0,0,3870,6880,4730,215,215,124755,0.2937116748827702
327,INDIANA,IN,2,REPUBLICAN,88113,3884815.0,3884815.0,434300,0,0,3870,6880,4730,215,215,124755,0.7062883251172297
328,INDIANA,IN,3,DEMOCRAT,98499,9707854.0,9707854.0,1086760,0,0,9684,17216,11836,538,538,298628,0.32983846122935556
329,INDIANA,IN,3,REPUBLICAN,200129,9707854.0,9707854.0,1086760,0,0,9684,17216,11836,538,538,298628,0.6701615387706444
330,INDIANA,IN,4,DEMOCRAT,33674,4496523.0,4496523.0,502980,0,0,4482,7968,5478,249,249,115249,0.2921847478069224
331,INDIANA,IN,4,REPUBLICAN,81575,4496523.0,4496523.0,502980,0,0,4482,7968,5478,249,249,115249,0.7078152521930776
332,INDIANA,IN,5,DEMOCRAT,189320,10607673.0,10607673.0,1185740,0,0,10566,18784,12914,587,587,408268,0.4637150107282471
333,INDIANA,IN,5,LIBERTARIAN,16276,10607673.0,10607673.0,1185740,0,0,10566,18784,12914,587,587,408268,0.039865970391997414
334,INDIANA,IN,5,REPUBLICAN,202672,10607673.0,10607673.0,1185740,0,0,10566,18784,12914,587,587,408268,0.4964190188797555
335,INDIANA,IN,6,DEMOCRAT,64951,7665392.0,7665392.0,856480,0,0,7632,13568,9328,424,424,216582,0.2998910343426508
336,INDIANA,IN,6,LIBERTARIAN,7795,7665392.0,7665392.0,856480,0,0,7632,13568,9328,424,424,216582,0.03599098724732434
337,INDIANA,IN,6,REPUBLICAN,143836,7665392.0,7665392.0,856480,0,0,7632,13568,9328,424,424,216582,0.6641179784100248
338,INDIANA,IN,7,DEMOCRAT,176422,8270329.0,8270329.0,923140,0,0,8226,14624,10054,457,457,282568,0.6243523682794938
339,INDIANA,IN,7,REPUBLICAN,106146,8270329.0,8270329.0,923140,0,0,8226,14624,10054,457,457,282568,0.3756476317205062
340,INDIANA,IN,8,DEMOCRAT,46822,5765426.0,5765426.0,642360,0,0,5724,10176,6996,318,318,149451,0.313293320218667
341,INDIANA,IN,8,LIBERTARIAN,4792,5765426.0,5765426.0,642360,0,0,5724,10176,6996,318,318,149451,0.032064020983466154
342,INDIANA,IN,8,REPUBLICAN,97837,5765426.0,5765426.0,642360,0,0,5724,10176,6996,318,318,149451,0.6546426587978669
343,INDIANA,IN,9,DEMOCRAT,88015,6431830.0,6431830.0,719120,0,0,6408,11392,7832,356,356,228549,0.38510341327242736
344,INDIANA,IN,9,LIBERTARIAN,9217,6431830.0,6431830.0,719120,0,0,6408,11392,7832,356,356,228549,0.04032833221759885
345,INDIANA,IN,9,REPUBLICAN,131317,6431830.0,6431830.0,719120,0,0,6408,11392,7832,356,356,228549,0.5745682545099738
346,IOWA,IA,1,DEMOCRAT,201347,15567696.0,15567696.0,1648320,0,0,15504,34272,25296,0,816,413435,0.487010049947392
347,IOWA,IA,1,REPUBLICAN,212088,15567696.0,15567696.0,1648320,0,0,15504,34272,25296,0,816,413435,0.5129899500526081
348,IOWA,IA,2,DEMOCRAT,196855,14983988.0,14983988.0,1583680,0,0,14896,32928,24304,0,784,393746,0.4999542852498819
349,IOWA,IA,2,REPUBLICAN,196891,14983988.0,14983988.0,1583680,0,0,14896,32928,24304,0,784,393746,0.500045714750118
350,IOWA,IA,3,DEMOCRAT,219205,14198322.0,14198322.0,1498840,0,0,14098,31164,23002,0,742,447563,0.48977462390769566
351,IOWA,IA,3,LIBERTARIAN,15361,14198322.0,14198322.0,1498840,0,0,14098,31164,23002,0,742,447563,0.03432142514014787
352,IOWA,IA,3,REPUBLICAN,212997,14198322.0,14198322.0,1498840,0,0,14098,31164,23002,0,742,447563,0.47590395095215643
353,IOWA,IA,4,DEMOCRAT,144761,18727388.0,18727388.0,1979600,0,0,18620,41160,30380,0,980,382130,0.37882657734278913
354,IOWA,IA,4,REPUBLICAN,237369,18727388.0,18727388.0,1979600,0,0,18620,41160,30380,0,980,382130,0.6211734226572109
355,KANSAS,KS,1,DEMOCRAT,84393,25146144.0,25146144.0,2525000,0,0,25000,58750,40000,0,1250,292622,0.2884027858465871
356,KANSAS,KS,1,REPUBLICAN,208229,26251773.0,26251773.0,2636100,0,0,26100,61335,41760,0,1305,292622,0.7115972141534129
357,KANSAS,KS,2,DEMOCRAT,136650,17850288.0,17850288.0,1793760,0,0,17760,41736,28416,0,888,336315,0.4063155077828821
358,KANSAS,KS,2,LIBERTARIAN,14201,17226735.0,17226735.0,1731140,0,0,17140,40279,27424,0,857,336315,0.04222529473856355
359,KANSAS,KS,2,REPUBLICAN,185464,17810278.0,17810278.0,1789720,0,0,17720,41642,28352,0,886,336315,0.5514591974785543
360,KANSAS,KS,3,DEMOCRAT,220049,11505658.0,11505658.0,1155440,0,0,11440,26884,18304,0,572,410418,0.5361582581660649
361,KANSAS,KS,3,LIBERTARIAN,11596,10983144.0,10983144.0,1102920,0,0,10920,25662,17472,0,546,410418,0.02825412140793045
362,KANSAS,KS,3,REPUBLICAN,178773,11626086.0,11626086.0,1167560,0,0,11560,27166,18496,0,578,410418,0.4355876204260047
363,KANSAS,KS,4,DEMOCRAT,116166,12312822.0,12312822.0,1236240,0,0,12240,28764,19584,0,612,319598,0.3634753659284476
364,KANSAS,KS,4,REPUBLICAN,203432,12553960.0,12553960.0,1260480,0,0,12480,29328,19968,0,624,319598,0.6365246340715524
365,KENTUCKY,KY,1,DEMOCRAT,82122,1690188.0,1690188.0,161600,0,0,1680,4880,4080,33,80,328430,0.25004414943823644
366,KENTUCKY,KY,1,REPUBLICAN,246308,1690188.0,1690188.0,161600,0,0,1680,4880,4080,33,80,328430,0.7499558505617635
367,KENTUCKY,KY,2,DEMOCRAT,94638,823545.0,823545.0,78780,0,0,819,2379,1989,16,39,360385,0.26260249455443485
368,KENTUCKY,KY,2,LIBERTARIAN,7588,823545.0,823545.0,78780,0,0,819,2379,1989,16,39,360385,0.021055260346573804
369,KENTUCKY,KY,2,OTHER,2431,823545.0,823545.0,78780,0,0,819,2379,1989,16,39,360385,0.006745563772077084
370,KENTUCKY,KY,2,REPUBLICAN,255728,823545.0,823545.0,78780,0,0,819,2379,1989,16,39,360385,0.7095966813269142
371,KENTUCKY,KY,3,DEMOCRAT,230603,12835488.0,12835488.0,1228160,0,0,12768,37088,31008,0,608,367999,0.6266402897833961
372,KENTUCKY,KY,3,REPUBLICAN,137396,12835488.0,12835488.0,1228160,0,0,12768,37088,31008,0,608,367999,0.37335971021660386
373,KENTUCKY,KY,4,DEMOCRAT,125881,1837313.0,1837313.0,175740,0,0,1827,5307,4437,10,87,382480,0.3291178623718887
374,KENTUCKY,KY,4,REPUBLICAN,256599,1837313.0,1837313.0,175740,0,0,1827,5307,4437,10,87,382480,0.6708821376281112
375,KENTUCKY,KY,5,DEMOCRAT,46993,5130735.0,5130735.0,490860,0,0,5103,14823,12393,31,243,297653,0.1578784692242309
376,KENTUCKY,KY,5,REPUBLICAN,250660,5130735.0,5130735.0,490860,0,0,5103,14823,12393,31,243,297653,0.8421215307757691
377,KENTUCKY,KY,6,DEMOCRAT,154973,3058579.0,3058579.0,292900,0,0,3045,8845,7395,14,145,378388,0.40956108544668435
378,KENTUCKY,KY,6,LIBERTARIAN,6488,3058579.0,3058579.0,292900,0,0,3045,8845,7395,14,145,378388,0.017146421133862597
379,KENTUCKY,KY,6,REPUBLICAN,216927,3058579.0,3058579.0,292900,0,0,3045,8845,7395,14,145,378388,0.5732924934194531
380,LOUISIANA,LA,1,DEMOCRAT,94730,12675010.0,12675010.0,1159480,0,0,12628,41328,25830,0,574,374369,0.2530391138155136
381,LOUISIANA,LA,1,LIBERTARIAN,9309,12675010.0,12675010.0,1159480,0,0,12628,41328,25830,0,574,374369,0.024865840921657507
